ORF	IniProb	rand_mRNA
YGL212W	0.00176113015978681	2
YGL213C	0.00173198174814372	4
YGL215W	0.000214269896728183	11
YGL216W	0.000494791879743616	5
YGL219C	0.000650959847026534	3
YGL220W	0.00123127455830676	11
YGL221C	0.00144795849882562	9
YGL222C	0.00176909203673419	2
YGL223C	0.00091309822592857	3
YGL224C	0.000767691090847425	4
YGL225W	0.00182903062795326	21
YGL226CA	0.00283436828860765	7
YGL226W	0.00181477390936216	5
YGL227W	0.000758723136313591	5
YGL228W	0.00105506946640957	11
YGL229C	0.000257916387690903	1
YGL231C	0.00173510968439862	8
YGL232W	0.00131236064793483	11
YGL233W	0.000499386786242758	3
YGL234W	0.00160100171469838	21
YGL236C	0.000416719382203008	2
YGL237C	0.00167696303508369	3
YGL238W	0.000699528907784525	7
YGL240W	0.000787363936916905	2
YGL241W	0.000799906314302268	1
YGL242C	0.0027620928823054	12
YGL243W	0.000434331213987503	2
YGL244W	0.00253529129225071	10
YGL245W	0.0023285724149241	57
YGL246C	0.000941008661345147	3
YGL247W	0.000462439165268283	1
YGL248W	0.000648210410995882	3
YGL250W	0.00214766160776645	1
YGL251C	0.0001708116292723	1
YGL252C	0.000918984122647182	4
YGL253W	0.00325774537884051	103
YGL254W	0.00107543689232002	3
YGL255W	0.000973772449315109	2
YGL256W	0.000526943225968414	5
YGL257C	0.000360371512405513	5
YGR001C	0.00171804832366974	15
YGR002C	0.00082655163187433	3
YGR003W	0.000591309485494988	3
YGR004W	0.000792703970636179	3
YGR005C	0.00166361413697538	5
YGR006W	0.00084373137559627	1
YGR007W	0.00074784188012427	8
YGR008C	0.00480152383715365	9
YGR009C	0.00145102984284549	5
YGR010W	0.000826988423759019	2
YGR012W	0.000960394833739918	4
YGR013W	0.000894933531322998	5
YGR014W	0.000582614921738814	10
YGR015C	0.000550264122730645	2
YGR016W	0.00129972671087541	1
YGR017W	0.000916768357563511	7
YGR019W	0.0019340954120351	6
YGR020C	0.00192846976755185	17
YGR021W	0.00101709233048611	4
YGR023W	0.000438139948364457	1
YGR024C	0.000508101003987717	9
YGR026W	0.00156509678110908	8
YGR027C	0.00376662982554087	340
YGR028W	0.000731615593310243	3
YGR029W	0.00108727544673875	6
YGR030C	0.00160947514338055	2
YGR031W	0.00082221282242141	1
YGR032W	0.000532938504045311	1
YGR033C	0.000668380268129493	3
YGR034W	0.00379741299308821	236
YGR035C	0.00198767358649669	7
YGR036C	0.00112993395793812	2
YGR037C	0.00388314756523585	74
YGR038W	0.00171723416090923	5
YGR040W	0.000640972370376332	3
YGR041W	0.000532278434827036	9
YGR042W	0.000498863590195205	2
YGR043C	0.000776319808543997	1
YGR044C	0.000906076349175633	7
YGR046W	0.000640901490587071	3
YGR047C	0.000667338041716625	3
YGR048W	0.00120415448477711	9
YGR049W	0.00228546979654079	2
YGR052W	0.000984734131885362	1
YGR054W	0.00160268234161018	8
YGR055W	0.00128915842832723	16
YGR056W	0.000833954382167719	3
YGR057C	0.000584475048102091	4
YGR058W	0.00148610494741194	2
YGR060W	0.00241356163618234	36
YGR061C	0.00122158642440654	27
YGR062C	0.00038613518907908	3
YGR063C	0.00181884440637763	6
YGR065C	0.00072081614223988	3
YGR068C	0.000547933702165882	3
YGR070W	0.000139036465311516	2
YGR071C	0.000484839091595871	2
YGR072W	0.00153202238135305	2
YGR074W	0.001510725555204	1
YGR075C	0.00181972166184471	1
YGR076C	0.00221876805219176	5
YGR077C	0.000380255084809238	4
YGR078C	0.00166192489893815	10
YGR079W	0.00130798010561662	3
YGR080W	0.00184613083598213	2
YGR081C	0.00169670602111207	6
YGR082W	0.00221307564948628	10
YGR083C	0.00122572933031671	7
YGR084C	0.00103811965820313	3
YGR086C	0.00202020017550641	42
YGR088W	0.000416227746921446	2
YGR089W	0.000516005799179234	4
YGR090W	0.00079297538529749	9
YGR091W	0.000815571827743098	2
YGR092W	0.00116590764534437	4
YGR093W	0.000774339003619677	2
YGR094W	0.0012747112001224	38
YGR095C	0.00140098668426367	4
YGR096W	0.000434719069983063	4
YGR097W	0.000493218953414986	5
YGR098C	0.000208495456327464	1
YGR099W	0.000425863699223848	4
YGR100W	0.000609255687990434	2
YGR101W	0.000952844622443698	2
YGR102C	0.000846323957746523	7
YGR103W	0.00113424294490172	18
YGR104C	0.000938778548858481	4
YGR105W	0.00225075030255107	10
YGR106C	0.00183965582743642	15
YGR108W	0.000616845238180868	4
YGR109C	0.00135076224759153	2
YGR111W	0.0010562833342738	3
YGR112W	0.0009226284429867	2
YGR113W	0.000862677843613737	7
YGR116W	0.000877831140963328	15
YGR117C	0.000554525192101603	4
YGR119C	0.000982424740130094	8
YGR120C	0.000965719368867878	3
YGR121C	0.000502162332132738	4
YGR122W	0.000618100383670421	2
YGR123C	0.0012966105139521	11
YGR124W	0.00172731819211674	51
YGR125W	0.000608212786925857	5
YGR126W	0.00122977179617906	1
YGR127W	0.000499963159364211	2
YGR128C	0.00125225927201543	6
YGR129W	0.00168227735213494	2
YGR130C	0.00158592345636995	3
YGR132C	0.00129418629470055	10
YGR133W	0.000659722165491353	5
YGR134W	0.000375487159560912	3
YGR135W	0.00168632565180114	17
YGR136W	0.00166066421292983	8
YGR140W	0.000589913932443106	1
YGR141W	0.00158045410269586	2
YGR142W	0.000983192218912669	3
YGR143W	0.000618024709039827	2
YGR145W	0.00135167335470529	6
YGR146C	0.000763914083542608	2
YGR147C	0.000707051998447194	11
YGR149W	0.000866236219665053	3
YGR150C	0.000362367682344436	4
YGR152C	0.00199615407512351	2
YGR153W	0.000816463903435353	2
YGR155W	0.00210220613842519	56
YGR156W	0.00113529418475531	2
YGR157W	0.000436137228809618	36
YGR158C	0.00138635374554487	7
YGR159C	0.00337999836957399	25
YGR161C	0.00202853238350576	4
YGR161WC	0.00110333653881725	3
YGR162W	0.00122586293420952	26
YGR163W	0.00129759159318087	2
YGR165W	0.00109699324137956	4
YGR166W	0.000589655542028831	3
YGR167W	0.0024238768550912	20
YGR168C	0.00025676742609005	2
YGR169C	0.000654098619948512	1
YGR169CA	0.0112049870531227	4
YGR170W	0.000306471621369931	5
YGR171C	0.000568564604313466	2
YGR172C	0.00160445274855771	6
YGR173W	0.00172736195222971	5
YGR174C	0.00106058511207347	3
YGR175C	0.00250920616327404	29
YGR177C	0.000959150289239551	4
YGR178C	0.000985804820876269	7
YGR179C	0.000832119066788256	6
YGR180C	0.00314158605812734	50
YGR181W	0.00246195039710514	17
YGR183C	0.00327533601555522	8
YGR184C	0.000413678107284165	5
YGR185C	0.00179459021067029	35
YGR186W	0.00100787634462737	8
YGR187C	0.0025148683300896	4
YGR188C	0.000339046339864589	3
YGR189C	0.00206970743602009	14
YGR191W	0.00167308018525804	11
YGR193C	0.00174665103681624	3
YGR194C	0.000738882380876227	2
YGR195W	0.00118645619380124	6
YGR196C	0.00110083750421551	5
YGR197C	0.000732345843159947	1
YGR198W	0.000542682248791368	6
YGR199W	0.000902492226643418	1
YGR200C	0.00104201928457204	6
YGR201C	0.000281361706379805	1
YGR202C	0.0013572401997939	3
YGR203W	0.00112476960990301	3
YGR204W	0.00154491014384569	20
YGR205W	0.00138017696034037	2
YGR206W	0.00124704630960786	4
YGR207C	0.00159983955928937	13
YGR208W	0.00154860382367	5
YGR209C	0.00399946736064609	59
YGR210C	0.000959238121409055	5
YGR211W	0.00179268754187207	9
YGR212W	0.000668526426450969	2
YGR214W	0.00312048546880631	156
YGR215W	0.00233619370642198	11
YGR216C	0.000449676738860703	2
YGR217W	0.000300022062610641	2
YGR218W	0.00116872205962145	9
YGR220C	0.00121456703576636	11
YGR221C	0.000285973346059027	2
YGR222W	0.000386501507534172	4
YGR223C	0.00047963893691906	2
YGR227W	0.00082474072082976	3
YGR229C	0.00122391268579721	9
YGR230W	0.00110955141142917	5
YGR231C	0.00108328309922213	14
YGR232W	0.00139042864654599	3
YGR233C	0.000614501791198874	8
YGR234W	0.0021826617535602	56
YGR235C	0.00183730455632291	10
YGR237C	0.000889865363807573	2
YGR238C	0.000285426399417353	2
YGR239C	0.000996496153970104	1
YGR240C	0.00239425800337471	61
YGR241C	0.000790511815424886	2
YGR243W	0.00152503701744206	1
YGR244C	0.00135035114996361	9
YGR245C	0.00114477453817199	9
YGR246C	0.00115890437362641	2
YGR247W	0.000766852456465005	2
YGR248W	0.00150141344218058	2
YGR250C	0.00100535671382438	2
YGR251W	0.00174142312305783	4
YGR252W	0.000811153385057263	3
YGR253C	0.00148232892613038	13
YGR255C	0.000577239105512171	3
YGR256W	0.00108733775936103	1
YGR257C	0.000243403280260953	8
YGR258C	0.000528475700343326	3
YGR260W	0.00104834987954513	15
YGR261C	0.000599657912925901	10
YGR262C	0.00137900249871186	4
YGR263C	0.00109133913255147	4
YGR264C	0.001455468008771	29
YGR266W	0.00132052661934765	3
YGR267C	0.00134347155237977	14
YGR268C	0.00108080968613314	5
YGR270W	0.000391964018808006	6
YGR271CA	0.00192442409941409	5
YGR271W	0.000534828466502435	9
YGR274C	0.000710816928816327	4
YGR275W	0.00179980011596681	10
YGR276C	0.00107638693361212	2
YGR277C	0.00107911371373806	11
YGR278W	0.000885907975902149	2
YGR279C	0.00356003379750972	46
YGR280C	0.00277856300843695	1
YGR281W	0.000519805248284943	8
YGR282C	0.00270826468989227	67
YGR283C	0.00127009607119399	2
YGR284C	0.00189254597681729	9
YGR285C	0.0031641071167245	41
YGR286C	0.00125126341672059	2
YGR288W	0.000452243190554671	1
YHL002W	0.00117062944707335	3
YHL003C	0.00120822077248773	8
YHL004W	0.00108547581226332	5
YHL006C	0.000558154392796276	1
YHL007C	0.000869196528058282	3
YHL008C	0.000377858489649767	2
YHL009C	0.00138248462157727	3
YHL010C	0.000637995718331844	1
YHL011C	0.00185518485826128	12
YHL013C	0.00197213153774458	6
YHL014C	0.000904451544156558	1
YHL015W	0.00502705575785867	283
YHL017W	0.000752686910566106	6
YHL018W	0.00135818764824625	3
YHL019C	0.000532986783202442	6
YHL020C	0.000548578622386969	7
YHL021C	0.00173085753390572	5
YHL023C	0.000387495167899289	2
YHL025W	0.000741784064939159	2
YHL026C	0.000311260938659629	1
YHL027W	0.00116233240359844	2
YHL028W	0.000371455696698381	2
YHL029C	0.000580572435338601	5
YHL030W	0.000671364822707871	11
YHL031C	0.00169527600970143	2
YHL032C	0.000129579779473839	6
YHL034C	0.0044072963525713	32
YHL035C	9.9863324515649e-05	3
YHL036W	0.000353432574146982	1
YHL038C	0.000769030884390302	2
YHL039W	0.000794505256471213	6
YHL040C	0.000735479351787014	3
YHL044W	0.000657873688255144	1
YHL047C	0.000470519349588816	6
YHR001W	0.00127303696740594	6
YHR001WA	0.00361706555280803	7
YHR002W	0.000466650300366483	2
YHR003C	0.000861945100720707	4
YHR004C	0.000348338355127361	1
YHR005C	0.000930961355336653	6
YHR005CA	0.00226758382088486	27
YHR006W	0.001032882079576	2
YHR007C	0.00176039834193067	45
YHR008C	0.00212455126491475	17
YHR009C	0.0005834059695375	9
YHR010W	0.00405384780260716	246
YHR011W	0.000727348167003211	2
YHR012W	0.0012146942766338	5
YHR013C	0.00174461179958155	19
YHR015W	0.0008427285388608	2
YHR016C	0.00157421830490037	7
YHR017W	0.000711123796020054	2
YHR018C	0.00190084947906609	10
YHR019C	0.00231027076690509	45
YHR020W	0.00187520500961479	38
YHR021C	0.00524957471202802	189
YHR023W	0.000466507083246212	7
YHR024C	0.000946094122466132	7
YHR025W	0.00178798919482219	20
YHR026W	0.00135175459402945	19
YHR027C	0.00128177856537564	18
YHR028C	0.000663799736778634	6
YHR029C	0.00155050747260821	6
YHR030C	0.000739298377222306	4
YHR031C	0.000558677304583382	4
YHR032W	0.000714705817433101	7
YHR034C	0.00113616373097521	6
YHR035W	0.000625823476359615	1
YHR036W	0.000975812034041946	3
YHR037W	0.00134086381910619	7
YHR038W	0.00195362659774857	2
YHR039C	0.000883516715236568	6
YHR039CA	0.0038048591434786	59
YHR040W	0.00142504718773738	3
YHR041C	0.000577435581683871	5
YHR042W	0.00115837216027076	11
YHR045W	0.000612233689731805	3
YHR046C	0.00146112949079473	3
YHR047C	0.00126192208651746	7
YHR048W	0.000275864173740844	2
YHR049W	0.00278554859483441	4
YHR050W	0.000646276676433645	6
YHR051W	0.00278012634627549	8
YHR052W	0.00186335643180235	10
YHR057C	0.00137401117122972	7
YHR058C	0.00142778675375299	3
YHR059W	0.00222767528698396	7
YHR060W	0.00138555040096129	7
YHR061C	0.000924179355043583	1
YHR062C	0.000870689004842113	3
YHR063C	0.00149680443491354	7
YHR064C	0.0024104908105198	70
YHR065C	0.00168004518897464	6
YHR067W	0.000468027793050573	4
YHR068W	0.00190501320992298	28
YHR069C	0.00121531568924991	6
YHR070W	0.00136180872889188	5
YHR071W	0.000157423361397093	9
YHR072W	0.000643354344085144	4
YHR072WA	0.00434705591156585	36
YHR073W	0.000455017359008078	6
YHR074W	0.00100053551974174	10
YHR075C	0.0007112731642218	2
YHR076W	0.0014600935928582	2
YHR077C	0.000521613164286389	4
YHR078W	0.000295940916804044	5
YHR079C	0.000244679390372465	3
YHR080C	0.000135350703911139	2
YHR081W	0.00205780408743703	6
YHR082C	0.000405318184069759	5
YHR083W	0.000558146751957078	11
YHR084W	0.000713760770098614	7
YHR085W	0.00105643540080512	2
YHR086W	0.000639041274324374	2
YHR087W	0.00275532544879874	8
YHR088W	0.00294985928434942	4
YHR089C	0.00480392173733054	14
YHR090C	0.00120749290072237	3
YHR091C	0.000293797900251128	2
YHR094C	0.00242066516388568	16
YHR097C	0.00178977128801897	3
YHR098C	0.000740015417210952	11
YHR099W	0.000321062601787635	4
YHR101C	0.00112678585582404	2
YHR102W	0.00060390663083509	2
YHR103W	0.000456248734616821	4
YHR104W	0.00186807573570832	7
YHR105W	0.00146423960520052	2
YHR106W	0.000528224733244884	1
YHR107C	0.00172353434088932	11
YHR108W	0.00122287722062339	9
YHR109W	0.000619218384343968	3
YHR110W	0.000737918263766599	9
YHR111W	0.00117822565038799	4
YHR112C	0.0012934823528228	4
YHR113W	0.00134061457944569	4
YHR114W	0.00108388409049919	2
YHR115C	0.000787968122330252	4
YHR116W	0.00141776804179343	2
YHR117W	0.000845798920748439	6
YHR118C	0.00122489473145336	2
YHR119W	0.000413381097470901	5
YHR120W	0.000377838876634266	6
YHR121W	0.00161322824582882	11
YHR122W	0.0014321960575035	2
YHR123W	0.00123537568962894	9
YHR127W	0.00130567404462868	5
YHR128W	0.00224179266346993	24
YHR129C	0.000452075450920207	2
YHR131C	0.000258632915407405	4
YHR132C	0.00154462332990907	10
YHR132WA	0.00128209519622812	8
YHR133C	0.00121880748273335	9
YHR134W	0.000450291287609224	1
YHR135C	0.00102122330586486	6
YHR136C	0.00141813156926983	12
YHR137W	0.000998588801779533	5
YHR138C	0.00238574006322267	4
YHR140W	0.00135405000203624	3
YHR142W	0.00114188293188717	6
YHR143W	0.00174137168612086	33
YHR143WA	0.00358200425051426	15
YHR144C	0.000900264363152029	3
YHR146W	0.00205411152730918	9
YHR147C	0.00119085269513168	8
YHR148W	0.00203963143832777	5
YHR149C	0.000792893640694293	2
YHR150W	0.000386710437554652	1
YHR151C	0.000314459626929234	4
YHR152W	0.00188108137261358	9
YHR153C	0.00102953028587444	1
YHR154W	0.00063832669467291	3
YHR155W	0.000293191966586808	2
YHR156C	0.00114040042758396	2
YHR158C	0.000849417907040449	5
YHR159W	0.00038142201555699	2
YHR161C	0.000770348183600118	4
YHR162W	0.00133301792196407	20
YHR163W	0.000961398391526082	15
YHR164C	0.000372730870641278	3
YHR165C	0.000279265582763212	5
YHR166C	0.000775186980617544	2
YHR167W	0.00130249758082129	1
YHR168W	0.000589041735028829	1
YHR169W	0.00102275989184936	4
YHR170W	0.00132241880910669	15
YHR171W	0.000930323199411319	2
YHR172W	0.000637360239956059	2
YHR175W	0.00111153646859807	4
YHR176W	0.000716950590457496	2
YHR178W	0.000566633139766531	1
YHR179W	0.00307506589460188	46
YHR181W	0.00102059571147594	8
YHR182W	0.00039455278009113	3
YHR183W	0.00344337285286931	70
YHR184W	0.00113943813753225	1
YHR186C	0.000432128403216794	2
YHR187W	0.00136634299146587	3
YHR188C	0.000684744662394728	11
YHR189W	0.000462151462629485	3
YHR190W	0.00198111975262742	13
YHR191C	0.00137429490226644	2
YHR192W	0.00107859949578015	6
YHR193C	0.00537621188456507	99
YHR194W	0.000219825247419842	1
YHR195W	0.000618289763910194	2
YHR196W	0.00102813556458871	7
YHR197W	0.000831006044866697	7
YHR198C	0.00105087941067238	5
YHR199C	0.000642329015823951	4
YHR199CA	0.000616593335124833	2
YHR200W	0.00119955110105024	17
YHR201C	0.00165821340827587	3
YHR202W	0.000775041810070844	1
YHR204W	0.000301342540170971	1
YHR205W	0.000872181992294641	5
YHR206W	0.000644570839899629	3
YHR207C	0.00124287325947827	3
YHR208W	0.00185588609064935	53
YHR209W	0.00107178573044206	2
YIL001W	0.000639977826659182	3
YIL002C	0.000364095029283111	3
YIL002WA	0.00164341795116812	19
YIL003W	0.000805456374344301	2
YIL004C	0.00136974793687511	6
YIL005W	0.00111273259114352	4
YIL006W	0.000472771829411896	1
YIL007C	0.00106779751109025	1
YIL008W	0.00378826587482066	9
YIL009CA	0.000891214134572168	2
YIL009W	0.000566195018425664	5
YIL010W	0.00146067895116777	7
YIL011W	0.00352078339628064	2
YIL013C	0.000275017630215414	1
YIL014CA	0.00155518913646491	3
YIL014W	0.000579267181836544	3
YIL015W	0.00122726046783612	8
YIL016W	0.0011028836917159	10
YIL017C	0.000298313238961909	2
YIL019W	0.00175193503561588	1
YIL020C	0.00172450700992964	4
YIL021W	0.00185264199949334	6
YIL022W	0.00120988042994549	6
YIL023C	0.000916158051141694	2
YIL024C	0.000428558839003495	1
YIL026C	0.000733921320652186	2
YIL027C	0.001170860762378	3
YIL030C	0.000754412324534592	7
YIL031W	0.000233387142712424	4
YIL033C	0.00177138107862438	9
YIL034C	0.00129640288012266	6
YIL035C	0.00120576970736805	6
YIL036W	0.000917575181728162	3
YIL038C	0.00120085645054923	3
YIL039W	0.00109106226902811	8
YIL040W	0.00157114737093286	7
YIL041W	0.00154064003508519	21
YIL042C	0.000455973555800001	3
YIL043C	0.000996441964448405	26
YIL044C	0.00107610513222285	6
YIL045W	0.00118334173011475	1
YIL046W	0.000397194669474268	2
YIL047C	0.000290706449319464	5
YIL048W	0.000598800851477745	3
YIL049W	0.000522575768553238	3
YIL050W	0.00091567877068621	3
YIL051C	0.00340498539263627	73
YIL053W	0.00386066118108502	125
YIL055C	0.000585578878375081	1
YIL056W	0.000601538226357595	4
YIL061C	0.00122841991890412	2
YIL062C	0.00188118954432516	11
YIL063C	0.00161878956675597	7
YIL064W	0.00111747957426704	7
YIL065C	0.0013291695953148	8
YIL066C	0.000892027131267964	1
YIL067C	0.000526296988841082	3
YIL068C	0.000607674204813245	3
YIL070C	0.00224341012183565	3
YIL071C	0.000411510396571411	2
YIL074C	0.00163659663272903	10
YIL075C	0.00111507615140604	24
YIL076W	0.00151646575564337	11
YIL077C	0.000807392151690619	2
YIL078W	0.00197813275318993	50
YIL079C	0.000925720939882149	3
YIL083C	0.0011626350034389	3
YIL084C	0.00157451528498245	2
YIL087C	0.00153439260483025	2
YIL088C	0.000648234545150354	3
YIL090W	0.000547650638824873	4
YIL091C	0.00108319683147599	3
YIL092W	0.0003319193232153	1
YIL093C	0.00130271833431467	4
YIL094C	0.00129940156158856	18
YIL095W	0.000779562702774781	3
YIL096C	0.000861481807234113	2
YIL097W	0.000666239884153148	3
YIL098C	0.00200416132783653	2
YIL101C	0.000818814820390934	2
YIL103W	0.0012210503068213	4
YIL104C	0.00102985012662003	2
YIL105C	0.000885950510677709	2
YIL106W	0.00156072085981057	5
YIL107C	0.000693093580828781	1
YIL108W	0.000871116595664259	2
YIL109C	0.00111767564545178	13
YIL110W	0.000940933115192504	3
YIL111W	0.00108236255980714	14
YIL112W	0.000682032570496642	2
YIL113W	0.000537948151344273	1
YIL114C	0.000864488906955278	4
YIL115C	0.000855276686894788	6
YIL116W	0.00188060269141675	9
YIL117C	0.00135354011231226	3
YIL118W	0.00208057647452134	9
YIL119C	0.000886301346711025	4
YIL121W	0.00059431293511609	6
YIL122W	0.000459428141499631	2
YIL123W	0.00321791723038062	22
YIL124W	0.00164256246492782	7
YIL125W	0.00113934313106034	16
YIL126W	0.000685926412869143	10
YIL127C	0.00167523909350884	7
YIL128W	0.000642701724902057	5
YIL129C	0.000289207728870857	5
YIL131C	0.000813323173411002	6
YIL132C	0.000650833559734283	1
YIL133C	0.00347022597897904	148
YIL134W	0.000384119986076546	1
YIL135C	0.00106180114245627	2
YIL136W	0.00209030300227859	2
YIL137C	0.00110898751285262	3
YIL138C	0.00230673357759779	13
YIL139C	0.000427278168693836	4
YIL140W	0.00128273359184886	5
YIL142W	0.0013913271332223	17
YIL143C	0.000944968990833813	7
YIL144W	0.000730357724126153	2
YIL145C	0.00113894060481769	5
YIL146C	0.000292579714511552	2
YIL147C	0.000263678447770266	2
YIL149C	0.000319619379787133	2
YIL150C	0.000725478435979186	3
YIL151C	0.000190461134540235	5
YIL152W	0.000458403214381163	4
YIL153W	0.000514750034591582	3
YIL154C	0.00152538540465487	3
YIL155C	0.000778793493598521	2
YIL156W	0.00040636038052101	2
YIL157C	0.00173213734022681	6
YIL158W	0.000652441225265423	4
YIL159W	0.000321267200016543	2
YIL161W	0.00117300224754296	6
YIL162W	0.00123860844490619	7
YIR001C	0.0017499964343394	5
YIR002C	0.000419900525823031	2
YIR003W	0.00110598539685321	4
YIR004W	0.00117757707010263	2
YIR005W	0.00186537778027761	1
YIR006C	0.000805690846493502	8
YIR007W	0.000782895958341897	2
YIR008C	0.00126892117187122	4
YIR009W	0.00176158967587619	2
YIR010W	0.000637732335352563	5
YIR011C	0.00104492012426261	8
YIR012W	0.00153462331811204	17
YIR014W	0.000772997198401479	1
YIR015W	0.000844244079301451	3
YIR017C	0.00131956842838836	3
YIR018W	0.000613228220282438	4
YIR021W	0.000573269133784915	3
YIR022W	0.00190709217322438	13
YIR023W	0.000415561528299802	1
YIR024C	0.00196170785143932	1
YIR025W	0.00108802986494558	2
YIR026C	0.00125945281148215	3
YIR030C	0.00091730981468562	2
YIR033W	0.000602810326211822	8
YIR034C	0.0025795832867601	1
YIR035C	0.00125577401442672	4
YIR036C	0.0013526595255176	5
YIR037W	0.0033924969922216	14
YIR038C	0.00162081189074342	7
YJL001W	0.0019887775057755	13
YJL002C	0.00103662799409143	21
YJL003W	0.00120748556248078	3
YJL004C	0.000864999174165077	4
YJL005W	0.00032250972108023	6
YJL006C	0.000971256900278441	4
YJL008C	0.00146056928245887	21
YJL010C	0.00140870905458254	6
YJL011C	0.00154192685135892	4
YJL012C	0.00142657868385223	38
YJL013C	0.000435321400086232	2
YJL014W	0.00170946489283167	25
YJL016W	0.000292649825447267	3
YJL019W	0.000714509449523446	3
YJL020C	0.00128012937766247	7
YJL023C	0.000528101485150195	3
YJL024C	0.00173942012678488	9
YJL025W	0.000208699106910104	5
YJL026W	0.00268659101055465	40
YJL029C	0.000459964272528866	3
YJL030W	0.00135751568700599	2
YJL031C	0.000943374606832254	3
YJL033W	0.00127102471193874	5
YJL034W	0.00154146965735079	40
YJL035C	0.000813143382726452	2
YJL036W	0.00121113203227521	4
YJL039C	0.000588258724356495	6
YJL042W	0.000531615567595812	4
YJL044C	0.000541353630112547	2
YJL046W	0.000501940057741307	2
YJL047C	0.000497553510358716	2
YJL048C	0.000762717453339983	3
YJL049W	0.00108809697346134	1
YJL050W	0.0013153167359405	6
YJL051W	0.000466152972593065	4
YJL053W	0.00118288460782208	5
YJL054W	0.000520468901141069	12
YJL055W	0.00151573656605932	16
YJL056C	0.000393015718061557	2
YJL057C	0.000655573297513347	3
YJL058C	0.000667432448563676	2
YJL059W	0.000531725215448637	4
YJL060W	0.00141195509133115	7
YJL061W	0.000763780830161181	6
YJL062W	0.000801445706003143	2
YJL062WA	0.00170523399725499	11
YJL063C	0.00118523811516166	6
YJL065C	0.000854240135914812	9
YJL066C	0.0012997246426347	2
YJL068C	0.00218287043532942	1
YJL069C	0.00131993416172861	3
YJL070C	0.000515721502950209	3
YJL071W	0.000477324074638868	1
YJL072C	0.00118348055997298	4
YJL073W	0.000798353766341504	3
YJL074C	0.00093423950793149	2
YJL076W	0.0005286503087944	14
YJL078C	0.00148194411970456	8
YJL079C	0.00322416620728003	2
YJL080C	0.0019755288495631	28
YJL081C	0.00070868452671042	5
YJL082W	0.000783097483584331	4
YJL083W	0.000409968528151988	1
YJL084C	0.000695318532096625	2
YJL085W	0.000861422006202385	1
YJL087C	0.0013187114575743	3
YJL088W	0.00145685175326705	1
YJL090C	0.000320751132404674	4
YJL091C	0.000905558001522147	3
YJL092W	0.000266901782899027	2
YJL093C	0.00022155894213101	4
YJL094C	0.000557748923339767	4
YJL095W	0.000282328944139548	2
YJL096W	0.00167431644202656	8
YJL097W	0.0016023740121495	12
YJL098W	0.000694914051335576	6
YJL099W	0.000672847813047524	2
YJL100W	0.000433286209369837	1
YJL101C	0.00057947696170684	5
YJL102W	0.000613330031374792	1
YJL103C	0.000353199088856158	1
YJL104W	0.00173807120125979	5
YJL107C	0.00112910454282759	1
YJL109C	0.00049060630317534	8
YJL110C	0.000657571948431656	2
YJL111W	0.00161534730165104	12
YJL112W	0.00047332653067727	5
YJL115W	0.003354645974285	3
YJL116C	0.00136354734173273	1
YJL117W	0.00129010683081468	14
YJL118W	0.000254309848174645	2
YJL121C	0.00223653259609417	16
YJL122W	0.0019487155284394	12
YJL123C	0.00183204221106522	11
YJL124C	0.00142586427469088	13
YJL125C	0.0015488950773496	3
YJL126W	0.000988248894277749	2
YJL127C	0.000518133342601297	2
YJL127CB	0.000547590299135236	7
YJL128C	0.000884940395831624	7
YJL129C	0.000159448964970649	4
YJL130C	0.00121405509902105	30
YJL131C	0.000950980225105334	4
YJL132W	0.000519427145510405	1
YJL133CA	0.00471040202611059	8
YJL133W	0.000528728562156835	8
YJL134W	0.00105737663743204	6
YJL136C	0.00473700972038434	209
YJL137C	0.000791973889233736	2
YJL139C	0.000815808718284841	1
YJL140W	0.00146311075258242	13
YJL141C	0.000421539692749816	4
YJL143W	0.0040912430854386	8
YJL144W	0.00151658884448701	2
YJL145W	0.00188537594736859	12
YJL146W	0.000946118830009673	4
YJL147C	0.000537249916674342	1
YJL148W	0.00208104184887472	11
YJL149W	0.000985914695510529	2
YJL151C	0.00173311448839126	12
YJL154C	0.000582548600296308	4
YJL155C	0.00115916261199552	2
YJL156C	0.000921102476448338	3
YJL157C	0.000750194086317026	4
YJL158C	0.00659883001193787	40
YJL161W	0.000666032147945043	1
YJL162C	0.000776221536432062	2
YJL163C	0.000735639173593778	1
YJL164C	0.00103622053630675	6
YJL165C	0.000711270253050264	4
YJL166W	0.00391137514272946	9
YJL167W	0.00254176670795696	26
YJL168C	0.000871003356220796	1
YJL170C	0.00122867459966216	1
YJL171C	0.00143351295091552	13
YJL172W	0.00152484961619114	13
YJL173C	0.00161415142395203	9
YJL174W	0.00154165511373044	16
YJL176C	0.000907065335803098	7
YJL177W	0.00389076283348665	106
YJL178C	0.00151589973544839	12
YJL179W	0.00238582939185453	8
YJL180C	0.000946664846426245	3
YJL181W	0.000423793393253445	3
YJL183W	0.000797600800706283	9
YJL184W	0.00153560767543326	5
YJL185C	0.000529672245545901	1
YJL186W	0.00116486311213939	11
YJL187C	0.000291755304188997	3
YJL189W	0.00615302552787082	485
YJL190C	0.00497481948162548	266
YJL192C	0.001100375463684	9
YJL193W	0.000604172878415445	2
YJL194W	0.000654402114534908	5
YJL196C	0.00113455625663816	17
YJL197W	0.00054346088479658	4
YJL198W	0.000739692739832558	5
YJL200C	0.00111853268784476	11
