ORF	IniProb	rand_mRNA
YDR122W	0.000545861199789051	4
YDR123C	0.00103164714776675	2
YDR125C	0.000519710184627434	3
YDR126W	0.000559776889561102	2
YDR127W	0.00101760891633057	10
YDR128W	0.000289853882296292	4
YDR129C	0.00207940682709576	16
YDR130C	0.000802635379210827	2
YDR131C	0.000694367975781001	2
YDR132C	0.000761751492680679	1
YDR135C	0.000555801086008576	11
YDR137W	0.00050563243473879	2
YDR138W	0.000578084939769373	2
YDR139C	0.00155100472279003	10
YDR140W	0.000889477416453191	1
YDR141C	0.000506693406042605	4
YDR142C	0.000812035018891624	2
YDR143C	0.000809743469003671	5
YDR144C	0.000832177307371195	6
YDR145W	0.00092544129897794	7
YDR146C	0.00108888096217411	5
YDR147W	0.000779527471518641	4
YDR148C	0.00199063326983206	9
YDR151C	0.00115408945760342	4
YDR152W	0.00137786012498186	7
YDR153C	0.00174141306703399	6
YDR155C	0.00479193548653186	230
YDR156W	0.00173392051566929	9
YDR158W	0.0032749097201424	42
YDR159W	0.000329593575731817	4
YDR160W	0.000204455072374955	1
YDR161W	0.00118843925192982	12
YDR162C	0.00267250702693128	2
YDR163W	0.00266394956043074	2
YDR164C	0.000816369360166661	3
YDR165W	0.00122328941797074	6
YDR166C	0.000746591793765644	3
YDR167W	0.00188291859216327	4
YDR168W	0.00194102755205592	6
YDR169C	0.000942711231344589	2
YDR171W	0.00173919230865463	2
YDR172W	0.00214103888393999	24
YDR173C	0.000795845675400633	3
YDR174W	0.00151283891858728	16
YDR175C	0.00154725009797964	5
YDR176W	0.00054025912580825	3
YDR177W	0.00238128033192548	13
YDR178W	0.0024433766730554	3
YDR179C	0.000870612113730599	3
YDR179WA	0.000373494917798616	1
YDR180W	0.000434699583684519	1
YDR181C	0.000712777565785162	2
YDR182W	0.000961355292753086	7
YDR183W	0.00143976414083209	1
YDR184C	0.000931124369773047	5
YDR185C	0.00126674045076568	1
YDR186C	0.000471635707572271	6
YDR188W	0.00126305402596952	24
YDR189W	0.00125327111691811	7
YDR190C	0.00181154956055662	12
YDR191W	0.00120061184078456	2
YDR192C	0.00148297224821892	2
YDR194C	0.000700308464384977	13
YDR195W	0.00127705049567391	4
YDR196C	0.00110631418675597	3
YDR197W	0.000591710827256173	3
YDR198C	0.000769270102863961	3
YDR200C	0.000543174781260398	5
YDR201W	0.00135774527076334	4
YDR202C	0.000638328938260805	2
YDR204W	0.000879032859742705	5
YDR205W	0.000708076144138753	2
YDR206W	0.000316308595118495	4
YDR207C	0.000823446699969179	2
YDR208W	0.000620634808609151	3
YDR210W	0.00269311723018255	24
YDR211W	0.000915636291616882	14
YDR212W	0.0014293863436366	18
YDR213W	0.000624583068514978	4
YDR214W	0.00164652180945207	21
YDR216W	0.000487785753264722	3
YDR217C	0.000557547043652531	4
YDR219C	0.000894857422099129	3
YDR221W	0.000774822107273891	4
YDR222W	0.00119934739071692	1
YDR224C	0.00667368427594487	64
YDR226W	0.00363759185712219	96
YDR227W	0.000486733844580209	2
YDR228C	0.000741915383602562	4
YDR229W	0.00100280190085132	5
YDR231C	0.00102974342529667	3
YDR232W	0.00112068499381217	15
YDR233C	0.00242986827240107	25
YDR234W	0.000980327251501603	10
YDR235W	0.000510285698180154	4
YDR236C	0.000919506954498061	4
YDR237W	0.00115631023699571	4
YDR238C	0.00112485581888719	19
YDR239C	0.000689506923994024	4
YDR240C	0.000860384750865185	1
YDR243C	0.000878774569712355	2
YDR244W	0.000923349296091211	3
YDR245W	0.000903710055987551	8
YDR246W	0.00162844164825157	2
YDR247W	0.000806007985133341	1
YDR248C	0.00106695655851141	4
YDR249C	0.000418486563014815	2
YDR251W	0.000549483009170907	5
YDR252W	0.00192894311139374	2
YDR253C	0.00100120284047001	2
YDR254W	0.000585761072229309	1
YDR255C	0.000475978884311522	5
YDR257C	0.00080773716403955	5
YDR258C	0.00137142598518325	6
YDR259C	0.000366012737112488	1
YDR260C	0.00155104058688322	4
YDR261C	0.000791783910576727	2
YDR262W	0.000801581170148005	5
YDR264C	0.000622398780298828	12
YDR265W	0.000403180030947911	3
YDR266C	0.000960503176593094	4
YDR267C	0.00206725013343772	1
YDR268W	0.000841135694216202	5
YDR270W	0.000753445636557016	1
YDR272W	0.00235480512231499	3
YDR273W	0.000695211135529952	1
YDR275W	0.000114975610667569	6
YDR276C	0.00313712967652928	45
YDR277C	0.000770406579876194	2
YDR279W	0.000884495060143564	3
YDR280W	0.00162780079166265	10
YDR281C	0.00101474643959338	7
YDR282C	0.000776110438984278	1
YDR283C	0.000372950989406355	5
YDR284C	0.00122733623472142	3
YDR285W	0.000329051879661303	1
YDR286C	0.00106973978073266	4
YDR287W	0.00116066946155033	2
YDR288W	0.000582520145611115	3
YDR289C	0.00158902813955569	5
YDR291W	0.000362836268363402	2
YDR292C	0.000915980312632255	5
YDR293C	0.000717244726111756	13
YDR294C	0.000943604160376697	8
YDR295C	0.00081832428179286	4
YDR296W	0.00113746167137781	7
YDR297W	0.00121746023136084	8
YDR298C	0.00200910781692519	13
YDR299W	0.00195069831049595	2
YDR300C	0.00133217275183155	7
YDR301W	0.000547646310330294	5
YDR302W	0.00179324798656518	3
YDR303C	0.000588160629500176	7
YDR304C	0.00230047730025018	33
YDR305C	0.00116251172188431	3
YDR306C	0.000584639157039108	3
YDR307W	0.000938461603929917	3
YDR308C	0.00135778918027755	9
YDR309C	0.00170150713110245	4
YDR310C	0.000459693151902276	10
YDR311W	0.00101432037698039	4
YDR313C	0.000464925204664459	3
YDR314C	0.000254093981005132	3
YDR315C	0.000460632375496141	3
YDR316W	0.000897992125748584	4
YDR317W	0.00104762826185581	1
YDR318W	0.000788829619985775	2
YDR319C	0.000911612531777654	5
YDR320C	0.00115668571324587	2
YDR320CA	0.000886101387272164	8
YDR321W	0.00172915521767095	20
YDR322CA	0.00364544879392378	4
YDR322W	0.00121220009970984	5
YDR323C	0.00045967921241958	1
YDR324C	0.00124327123446863	6
YDR325W	0.000487845537947447	4
YDR326C	0.00040843761275197	4
YDR328C	0.00201230752048796	19
YDR329C	0.000742913981241399	2
YDR330W	0.00132541249876002	2
YDR331W	0.00103638209269115	7
YDR332W	0.000270394354872523	4
YDR333C	0.000813727695867955	4
YDR334W	0.000231932142231443	3
YDR335W	0.000638686555026412	6
YDR336W	0.000389553428150266	2
YDR337W	0.00154019541192604	3
YDR338C	0.000610888800784094	2
YDR339C	0.00165721603998326	14
YDR341C	0.00185566571094272	27
YDR346C	0.00142512128466926	16
YDR347W	0.00063268595487556	4
YDR348C	0.00128293479470186	8
YDR349C	0.000471295576546027	7
YDR350C	0.000232290577945463	2
YDR351W	0.000625645650873299	4
YDR352W	0.000937291881466784	2
YDR353W	0.0030651987714439	27
YDR354W	0.000968192080414577	10
YDR356W	0.000882988996345706	3
YDR357C	0.000727970736126759	4
YDR358W	0.00142779165671213	1
YDR359C	0.000300173465182324	6
YDR361C	0.0017702855412348	4
YDR362C	0.000600946431623084	3
YDR363W	0.000621109247689031	2
YDR363WA	0.00264386593795528	24
YDR364C	0.000503459195129644	4
YDR365C	0.000998563229756498	4
YDR367W	0.000830734268458573	5
YDR368W	0.00251555341322953	7
YDR369C	0.000652198196167024	1
YDR370C	0.000411253502533226	3
YDR371W	0.000740843603226416	1
YDR372C	0.00112431016226656	16
YDR373W	0.00128161955868863	7
YDR374WA	0.000904047727622042	7
YDR375C	0.000711239674422384	3
YDR376W	0.00085952169410383	5
YDR377W	0.00262491511026682	13
YDR378C	0.00124899200629808	16
YDR379CA	0.00234086414316658	6
YDR379W	0.000565692952760538	1
YDR380W	0.00120199351751576	3
YDR381CA	0.00129640038007983	3
YDR381W	0.00260108472462326	50
YDR382W	0.0045038086463336	270
YDR383C	0.000837518753672898	3
YDR384C	0.0021219343711685	8
YDR386W	0.000616117051889372	3
YDR387C	0.000290619303254334	5
YDR388W	0.00128964390281169	22
YDR389W	0.000499587842735263	8
YDR390C	0.000917336039676646	3
YDR391C	0.00106656483009763	3
YDR392W	0.0015118012224147	2
YDR393W	0.000501668131556024	3
YDR394W	0.00159659725145005	11
YDR395W	0.00108363820733647	17
YDR397C	0.00110812194881653	9
YDR398W	0.00121882223165224	2
YDR399W	0.00190476603667573	27
YDR400W	0.00102813377114986	3
YDR404C	0.00126357059171153	7
YDR405W	0.00127429373031057	1
YDR406W	0.000444823968490519	2
YDR407C	0.000333493442901024	5
YDR408C	0.00130089727668858	9
YDR410C	0.000718498830804248	4
YDR411C	0.00100978509226901	4
YDR412W	0.00259111743524899	6
YDR414C	0.000552745748853707	2
YDR415C	0.00179880780153823	3
YDR416W	0.000634367517988483	4
YDR419W	0.000576937839822785	2
YDR421W	0.000265625298460074	5
YDR422C	0.000535342237828918	5
YDR423C	0.000680629434661803	4
YDR424C	0.00231152987148545	16
YDR425W	0.000975486420623878	1
YDR427W	0.00150856219261418	8
YDR428C	0.000986785128991557	6
YDR429C	0.00202664261957695	20
YDR430C	0.000820407571313295	5
YDR432W	0.00385364774035682	24
YDR434W	0.000995049419302866	7
YDR435C	0.000852204350731512	4
YDR436W	0.000664146763883271	2
YDR437W	0.00139061261804776	3
YDR439W	0.000679762964743386	1
YDR440W	0.000618576039568386	5
YDR441C	0.000801715632795212	11
YDR443C	0.000322527992272105	4
YDR444W	0.000361888992945862	1
YDR448W	0.000826948207653676	5
YDR449C	0.00122199280898361	8
YDR451C	0.00124380676474699	5
YDR452W	0.000660090885502247	8
YDR453C	0.00180586283463895	3
YDR454C	0.00233358828814666	25
YDR456W	0.000619989938412306	6
YDR457W	0.000379638841517554	12
YDR458C	0.000717750623745369	3
YDR459C	0.000187568183438019	1
YDR460W	0.00107290038113537	5
YDR461CA	0.00220478643811045	4
YDR461W	0.0074156292579716	32
YDR462W	0.00184851794720959	6
YDR463W	0.00129526459343412	5
YDR464W	0.000535080434932241	4
YDR465C	0.00138379043623155	2
YDR466W	0.000481205321728286	1
YDR468C	0.00267709656916652	2
YDR469W	0.000949044153667581	6
YDR470C	0.000982789376693328	3
YDR471W	0.00333232800668255	125
YDR472W	0.00128065272292012	3
YDR473C	0.00112882948837769	2
YDR475C	0.000420430164911559	2
YDR476C	0.00090818913318442	9
YDR477W	0.00116870764953142	10
YDR478W	0.00101428604786912	1
YDR479C	0.000559931653324648	1
YDR480W	0.00101090589473235	3
YDR481C	0.00109376736217239	14
YDR482C	0.00111135279416378	4
YDR483W	0.00114977416123892	18
YDR484W	0.000794192314946055	5
YDR485C	0.000836841965322528	1
YDR486C	0.00154418257545321	3
YDR488C	0.000438688856524595	4
YDR489W	0.00094916307177395	3
YDR490C	0.000676311572911591	2
YDR492W	0.00163525298359606	4
YDR493W	0.0023418208190976	6
YDR494W	0.00120047821867943	5
YDR495C	0.000653416240718537	2
YDR496C	0.00172141058440947	8
YDR497C	0.000674814469087574	13
YDR498C	0.000805410079926698	3
YDR499W	0.000435121767459769	2
YDR500C	0.00388020579942647	175
YDR501W	0.00097090407073582	2
YDR502C	0.003088298305407	24
YDR503C	0.000708725775789508	1
YDR505C	0.000688568317739379	6
YDR506C	0.000909359477260247	2
YDR507C	0.000915727762105815	4
YDR508C	0.00110794146654857	19
YDR510W	0.00291395668267951	43
YDR511W	0.00142345914110092	8
YDR512C	0.00173634421674809	4
YDR513W	0.00281085009450871	20
YDR514C	0.00102766731164563	2
YDR515W	0.00135929310774167	3
YDR516C	0.00163612076010541	8
YDR517W	0.000845681685995414	9
YDR518W	0.00154115116958237	4
YDR519W	0.0020597111932354	8
YDR520C	0.000626923545818659	2
YDR524C	0.000438524000171834	2
YDR524CB	0.00749261207935121	266
YDR525WA	0.00232898178525799	5
YDR527W	0.000933590351711017	3
YDR528W	0.000467766597052067	5
YDR529C	0.00175106030363232	12
YDR530C	0.000738518529982442	4
YDR531W	0.000903100211902182	2
YDR532C	0.000925201768883261	3
YDR533C	0.00229243422562249	2
YDR534C	0.0016224789974847	1
YDR538W	0.000711845305551039	2
YDR539W	0.00102219983625541	2
YDR540C	0.00107158618098149	3
YDR541C	0.000459123816902868	3
YEL001C	0.00165858506213906	15
YEL002C	0.00133793053663336	17
YEL003W	0.00160024166815238	12
YEL004W	0.00100106212910258	1
YEL005C	0.000506471701333254	2
YEL006W	0.00054678189938731	4
YEL009C	4.5468466918116e-05	46
YEL011W	0.000893288141807397	1
YEL012W	0.00145243977307227	3
YEL013W	0.000979175679335362	10
YEL015W	0.00132267754340558	5
YEL016C	0.000295688856750453	3
YEL017CA	0.00426521301635969	115
YEL017W	0.001097883647279	3
YEL018W	0.0010445998165377	4
YEL019C	0.00125940178348403	5
YEL020C	0.000554506944125769	2
YEL020WA	0.00316932669552483	12
YEL022W	0.000577590952186942	10
YEL024W	0.00262565638799533	6
YEL025C	0.000194915776057719	1
YEL026W	0.00356429784391269	41
YEL027W	0.00296937686483974	91
YEL029C	0.000651803473121605	5
YEL031W	0.000976492421464679	19
YEL032W	0.000697992763348189	3
YEL034W	0.00565379348265908	232
YEL036C	0.000871933550334828	5
YEL037C	0.00208560464541899	16
YEL038W	0.00120602364376556	6
YEL040W	0.00131664928247878	17
YEL041W	0.000568407163929229	2
YEL042W	0.00132452534028181	8
YEL043W	0.000354959001117521	6
YEL044W	0.00158267406669263	7
YEL046C	0.00220560349155475	34
YEL047C	0.00163089360264888	16
YEL048C	0.0007881338147023	4
YEL050C	0.000876182393402126	3
YEL051W	0.00185769134632685	37
YEL052W	0.000609527913845444	4
YEL053C	0.000602186710833901	1
YEL055C	0.000820635478360285	8
YEL056W	0.000930153259129345	3
YEL058W	0.00102632122396046	7
YEL059CA	0.000956387935069867	3
YEL060C	0.0018067049867259	10
YEL061C	0.000522640228535286	2
YEL062W	0.000476453644697736	1
YEL063C	0.0012140682165002	8
YEL064C	0.000633846841300124	1
YEL065W	0.00103193638890406	14
YEL066W	0.00131417623969367	6
YEL071W	0.0016894842348168	29
YER001W	0.000960068935593218	6
YER002W	0.00459280211840923	9
YER003C	0.00229460392314801	19
YER004W	0.00154095160292564	7
YER005W	0.000463180397553746	4
YER006W	0.00170542545167786	12
YER007CA	0.00217095149239774	12
YER007W	0.000917817638760696	1
YER008C	0.000574794624356901	3
YER009W	0.00267585566404809	53
YER010C	0.000788760796983906	3
YER012W	0.00175886324763908	25
YER013W	0.000714877181879212	1
YER014W	0.000794876699574147	3
YER015W	0.000400652917234661	2
YER016W	0.000975564488157558	7
YER017C	0.000490565543915685	7
YER018C	0.000550735803772918	5
YER019CA	0.00191001345082109	35
YER019W	0.000798710886892818	9
YER020W	0.000846109692335512	3
YER021W	0.00105368181795685	14
YER022W	0.000901347280002763	2
YER023W	0.00157485794491247	27
YER024W	0.000138986174359633	1
YER025W	0.00232262661786146	21
YER026C	0.00167196933800693	18
YER027C	0.00177305308917128	3
YER028C	0.000580132494714148	1
YER029C	0.00193825293880646	5
YER030W	0.00382564773977243	9
YER031C	0.00213571831729614	9
YER032W	0.000656771180756692	2
YER033C	0.000525611045082069	2
YER034W	0.00174357049401737	2
YER035W	0.00183929630923154	5
YER036C	0.00177675942738157	31
YER037W	0.00129135478796884	4
YER038C	0.000415115599697926	2
YER040W	0.000625909707572789	3
YER041W	0.000168229281168409	3
YER042W	0.00210307401575313	11
YER043C	0.00343531159361188	85
YER044C	0.00243242586897663	5
YER045C	0.000584979735913257	1
YER046W	0.000549481012607347	3
YER047C	0.000811710825732797	2
YER048C	0.00226194281644132	7
YER048WA	0.00198159829564062	8
YER049W	0.00135654820635097	6
YER050C	0.00187613677891053	9
YER051W	0.000537196161767923	4
YER052C	0.00156974746100317	9
YER053C	0.00112254286170542	2
YER053CA	0.00695740526490997	1
YER055C	0.00112421456740458	36
YER056C	0.00161576097167658	11
YER057C	0.00283601438357141	14
YER058W	0.00214269227840588	2
YER059W	0.000933970462415223	4
YER060W	0.000500407340562253	2
YER061C	0.000658904515452956	1
YER062C	0.00256164469890381	10
YER063W	0.00210226395754838	10
YER064C	0.00109130547424812	4
YER067W	0.00184860549775032	1
YER068W	0.00159670782542023	4
YER069W	0.000681475542213753	3
YER070W	0.00135933376061229	19
YER071C	0.00127028692828052	4
YER072W	0.00213170085387158	91
YER073W	0.00113312319622372	19
YER074WA	0.00172932400723926	14
YER075C	0.000521538996578384	2
YER076C	0.000545795813058473	2
YER077C	0.000644969970816539	1
YER078C	0.000704860578667204	3
YER080W	0.00124284727313283	11
YER081W	0.000582292057399146	5
YER082C	0.00135010832873046	8
YER083C	0.00117648102093852	4
YER086W	0.00131450712684238	17
YER087CB	0.00225072880626016	25
YER087W	0.00103337945499782	2
YER088C	0.00092981082084918	4
YER089C	0.000761953957237876	10
YER090W	0.00215054469825362	10
YER091C	0.00314194895905542	43
YER092W	0.00141064737016802	6
YER093C	0.00032134362624871	2
YER093CA	0.00111667572800719	2
YER094C	0.00145165626210269	13
YER095W	0.00141230938107563	3
YER098W	0.000376910597456534	1
YER099C	0.00145940062819341	7
YER100W	0.00286509892942167	8
YER101C	0.00161022357957951	2
YER103W	0.00155068473740251	2
YER104W	0.00184358254185999	3
YER105C	0.000502921353777688	3
YER107C	0.00120484023656775	4
YER110C	0.00172823726972065	26
YER111C	0.000467305479748792	3
YER112W	0.00243772241303196	5
YER113C	0.000446640405490548	3
YER114C	0.000853488833744218	5
YER115C	0.000188489950056398	6
YER116C	0.000926547484663643	3
YER118C	0.00119555515792139	2
YER119C	0.000880985700879183	2
YER120W	0.00235635965928094	22
YER122C	0.00156179203786081	13
YER123W	0.000948724774860787	2
YER124C	0.000946307452124555	22
YER125W	0.00094378701651534	17
YER126C	0.00252093014949808	11
YER127W	0.00126753886603763	6
YER128W	0.00154497560009488	2
YER129W	0.000258805510246637	4
YER130C	0.00085844198863023	2
YER131W	0.00342457605704383	136
YER132C	0.000191760381562053	3
YER133W	0.00169848485235262	26
YER134C	0.00131826989740722	8
YER136W	0.00188438894769527	13
YER137C	0.00109462605138625	1
YER139C	0.00166704331780114	1
YER140W	0.000438995531097186	4
YER142C	0.000822128318670917	1
YER143W	0.00180915716012289	3
YER144C	0.000366518945122587	1
YER145C	0.00113051900187456	20
YER146W	0.00122707018762703	22
YER147C	0.000504130872767482	1
YER148W	0.00146272078869503	7
YER149C	0.000625690245450114	4
YER150W	0.00149300062963286	1
YER151C	0.00102744555563619	11
YER152C	0.000384643134386894	11
YER153C	0.000214145476733301	1
YER154W	0.000528314200631527	6
YER155C	0.000330341496471511	11
YER156C	0.00157480827397912	8
YER157W	0.000615296830698798	5
YER158C	0.000700269162286009	2
YER159C	0.00174341468442058	3
YER161C	0.00105450286206995	8
YER162C	0.000978561711686585	2
YER163C	0.000739583450516717	4
YER164W	0.000873286983741747	6
YER165W	0.00281235583673293	80
YER166W	0.000507235064631173	10
YER167W	0.00052384631372517	2
YER168C	0.000924089740119205	7
YER169W	0.000581825985846444	4
YER170W	0.00155851562662375	1
YER171W	0.000725620133766956	7
YER172C	0.000452565647281828	2
YER173W	0.000257254580816441	2
YER174C	0.00102284673843786	2
YER175C	0.00118982653398169	3
YER176W	0.000840188934641609	4
YER177W	0.00225020714828853	75
YER178W	0.00137980812406791	70
YER180CA	0.00122262695076654	7
YER182W	0.0014338430311483	4
YER183C	0.0010312111358954	7
YER184C	0.000163208278530299	2
YFL001W	0.00078841164451953	3
YFL002C	0.000804156311778331	1
YFL004W	0.0010891541692005	20
YFL005W	0.00229407065409013	13
YFL007W	0.000437358711532493	10
YFL008W	0.000778361854666574	5
YFL010C	0.00289961955501585	12
YFL013C	0.00112527224678935	4
YFL014W	0.0057850571466642	4
YFL016C	0.00110502730917543	5
YFL017C	0.00119760732790933	5
YFL017WA	0.00200993946564538	4
YFL018C	0.00193902825351268	24
YFL021W	0.000754941129779233	1
YFL022C	0.00206251755519761	14
YFL023W	0.00123348318609552	1
YFL024C	0.000485764452310525	2
YFL025C	0.000541226765640871	2
YFL026W	0.000811119271382222	32
YFL027C	0.000466688099566033	3
YFL028C	0.00131985896452699	4
YFL029C	0.000968919861942475	2
YFL031W	1.38232863622499e-05	74
YFL034CA	0.00294588603908846	24
YFL034CB	0.00169764090094935	4
YFL034W	0.000612377204816537	3
YFL036W	0.000630103376351494	3
YFL037W	0.00150495113377034	29
YFL038C	0.00194429985726003	43
YFL039C	0.00316651557966427	170
YFL041W	0.00100266736850664	6
YFL042C	0.000803190243240254	4
YFL044C	0.00140512511031825	6
YFL045C	0.00331109582182141	53
YFL046W	0.00116471220307797	2
YFL047W	0.000571008848054881	3
YFL048C	0.00133413853918439	6
YFL049W	0.000961116704658173	2
YFL054C	0.000358504794680723	2
YFR001W	0.00218943809374447	7
YFR002W	0.000763507040095038	4
YFR003C	0.00175046022080285	5
YFR004W	0.00226468314612119	11
YFR005C	0.00065587123760229	7
YFR006W	0.00167145615145888	7
YFR007W	0.000983676914850931	1
YFR008W	0.00160875728412541	1
YFR009W	0.0014286249292276	13
YFR010W	0.00171798299608266	15
YFR011C	0.00275549404451318	4
YFR013W	0.000662978274793172	1
YFR014C	0.000978705847154409	2
YFR015C	0.000963018790899041	2
YFR017C	0.00104129595140464	1
YFR018C	0.000500624436733703	9
YFR021W	0.000911157573410727	1
YFR022W	0.000178474225004696	2
YFR024CA	0.00152385591424612	12
YFR025C	0.000779112465658896	8
YFR027W	0.00125260173824599	3
YFR028C	0.000724604918932452	7
YFR029W	0.000509579747710059	1
YFR030W	0.000767363830647588	6
YFR031C	0.000437915025688608	2
YFR032CA	0.00555919046038856	270
YFR033C	0.00113879733779507	10
YFR034C	0.00103102711740597	5
YFR036W	0.00191892749320005	5
YFR037C	0.00123763301165765	9
YFR038W	0.000595879785291973	1
YFR039C	0.000696555449893095	3
YFR040W	0.000644314483196847	4
YFR041C	0.00127233490408749	2
YFR042W	0.000984182987862029	4
YFR043C	0.00143696478576592	2
YFR044C	0.00171116060695449	33
YFR045W	0.00119888066710008	1
YFR046C	0.00063985106180365	2
YFR047C	0.00153087074730523	8
YFR048W	0.000613527602431869	3
YFR049W	0.00231783499675928	6
YFR050C	0.00175318042531747	16
YFR051C	0.00127390184059702	10
YFR052W	0.00142673991114992	7
YFR053C	0.00329592446978982	25
YFR055W	0.00121104377880212	7
YGL001C	0.00159359927663207	17
YGL002W	0.000684264336898776	9
YGL003C	0.000558887400280843	1
YGL004C	0.00130833958350612	2
YGL005C	0.000772293933005975	4
YGL006W	0.000475037354854551	4
YGL008C	0.00250863074560004	313
YGL009C	0.00184960565346936	53
YGL010W	0.000647224988985811	2
YGL011C	0.00168503847506306	19
YGL012W	0.00116963781349748	28
YGL013C	0.000433632008350347	4
YGL014W	0.00054797398896788	6
YGL016W	0.000556286877153092	6
YGL017W	0.000861971734546253	3
YGL018C	0.0019482392840587	2
YGL019W	0.00112160277768358	8
YGL020C	0.00173729358958219	8
YGL021W	0.000761360206359976	2
YGL022W	0.000673821927799984	11
YGL023C	0.000500603330649014	5
YGL025C	0.00121559363078847	3
YGL026C	0.00224374501602247	23
YGL027C	0.000965500590085672	8
YGL028C	0.00191318733773874	15
YGL029W	0.00366752909524614	6
YGL030W	0.00539419350725614	195
YGL032C	0.00146571046792694	15
YGL035C	0.00128875196119904	4
YGL036W	0.000423767736943023	3
YGL037C	0.00270459268469409	25
YGL038C	0.000941801284936688	6
YGL039W	0.00131713083842619	7
YGL040C	0.00180273368756284	15
YGL041WA	0.0013890332398655	4
YGL043W	0.00193474646013596	11
YGL044C	0.00195521620436581	4
YGL045W	0.000673341838871603	1
YGL047W	0.00142978469604481	4
YGL048C	0.00159204518547352	17
YGL049C	0.00126727741205183	7
YGL050W	0.0013534565550592	2
YGL054C	0.0024297682781774	19
YGL055W	0.00203030325845838	17
YGL056C	0.00124779717038745	4
YGL057C	0.000741329986139067	3
YGL058W	0.00186696385421381	9
YGL059W	0.000500906354660096	3
YGL060W	0.000753853458575096	3
YGL061C	0.00115336682038666	3
YGL063W	0.000238989987351469	1
YGL064C	0.000808915859708022	2
YGL065C	0.0011843695078467	5
YGL066W	0.00120234286577611	2
YGL067W	0.000909466048604973	4
YGL068W	0.00181552823285452	11
YGL070C	0.0021927405422298	8
YGL071W	0.00051587639434401	4
YGL073W	0.00060537535429711	2
YGL075C	0.000780177827440338	2
YGL077C	0.00101746027279045	8
YGL078C	0.00196104218211812	6
YGL079W	0.000605144818139188	4
YGL080W	0.00196532391335065	3
YGL081W	0.00112968315485483	2
YGL082W	0.00119058296305462	4
YGL083W	0.00081197523233058	4
YGL084C	0.000976677846543466	7
YGL085W	0.000564065975171767	3
YGL086W	0.000640434999422222	4
YGL087C	0.00255586858451732	5
YGL090W	0.000302465419581162	3
YGL091C	0.00130845607321572	3
YGL092W	0.000580241083737158	10
YGL093W	0.000564318466806907	2
YGL094C	0.000295781360150443	4
YGL095C	0.000820659571896334	4
YGL097W	0.00162638302699986	7
YGL098W	0.0013991892457125	3
YGL099W	0.00150032289378556	10
YGL100W	0.00100285180386086	12
YGL101W	0.00158070152312146	1
YGL103W	0.00366191512189704	459
YGL104C	0.000696482497803762	1
YGL105W	0.00239226163035242	49
YGL106W	0.00275459166822587	23
YGL107C	0.000772473069614683	3
YGL108C	0.0017321520908483	4
YGL110C	0.0010364343327815	5
YGL111W	0.00102225197823492	5
YGL112C	0.00105040820351966	8
YGL113W	0.000263459947204539	1
YGL114W	0.00054094182466509	1
YGL115W	0.000809151824138543	7
YGL116W	0.00117431872696603	4
YGL117W	0.000459080585928149	2
YGL119W	0.000834265545635748	1
YGL120C	0.00139707532475519	11
YGL123W	0.00411730969257223	262
YGL124C	0.000540281894205233	1
YGL125W	0.000855585604510693	6
YGL126W	0.000430765242482272	4
YGL127C	0.00108655115909972	4
YGL128C	0.00103676315171792	1
YGL129C	0.00107995484291054	7
YGL130W	0.00126181184737573	3
YGL131C	0.000199436116112041	1
YGL133W	0.000635842203939899	3
YGL134W	0.0002993305901966	2
YGL136C	0.000378182423801124	3
YGL137W	0.00132220367417445	25
YGL139W	0.000628507374132683	2
YGL140C	0.000365282003378566	2
YGL141W	0.000797787414480703	5
YGL142C	0.00043980228972495	3
YGL143C	0.000684531696401948	4
YGL144C	0.000335464835206698	1
YGL145W	0.00103495926688112	2
YGL148W	0.00181780223631147	32
YGL150C	0.000498650346951503	3
YGL151W	0.000591772222075163	5
YGL153W	0.00148960073992827	4
YGL154C	0.000428039566267855	1
YGL155W	0.000487269826277042	3
YGL156W	0.00098653371889043	1
YGL157W	0.00176972202483943	6
YGL159W	0.000921128460040997	2
YGL160W	0.000613695376383147	3
YGL161C	0.0011958413950804	11
YGL162W	0.000647934657792547	1
YGL163C	0.000613382282949373	2
YGL164C	0.00129389706455982	2
YGL166W	0.000969874551903013	2
YGL167C	0.000721103372250857	9
YGL169W	0.000883109448732359	5
YGL171W	0.00147047445216097	1
YGL172W	0.00140751463168196	7
YGL173C	0.000889748718753093	15
YGL174W	0.00126973238525498	2
YGL175C	0.000378821370034704	2
YGL176C	0.000215505134653651	1
YGL178W	0.000575674680255608	3
YGL179C	0.0005189895735454	1
YGL180W	0.000508666258578432	3
YGL181W	0.00145346946199191	7
YGL184C	0.00142116114084734	1
YGL185C	0.00105842302060849	3
YGL186C	0.00141846718259221	5
YGL187C	0.00267000338682889	11
YGL190C	0.00090846892759906	5
YGL191W	0.00275316339231106	23
YGL194C	0.000931316039732907	1
YGL194CA	0.00130780633954278	3
YGL195W	0.000703180684199262	34
YGL196W	0.000854670393796364	6
YGL197W	0.000354142876802409	7
YGL198W	0.000907567242100399	5
YGL200C	0.00146320838234519	29
YGL201C	0.000889800357357794	5
YGL202W	0.00186853818669506	20
YGL203C	0.00124541986940446	4
YGL206C	0.00144492217985291	25
YGL207W	0.00136974416412096	12
YGL208W	0.00104018654453039	1
YGL209W	0.00131773253998394	2
YGL210W	0.00159788954237856	5
YGL211W	0.000611415865108459	7
