Gene	Num_of_events	Avg_initiation_time(sec)
1513	35	14.3568
1514	592	17.3091
1515	162	30.9976
1516	34	131.225
1517	115907	3.80838
1518	0	nan
1519	17	189.309
1520	37	143.437
1521	16	88.7425
1522	79	172.09
1523	12	98.6015
1524	9	143.042
1525	25	34.0457
1526	295	10.1987
1527	3	103.554
1528	1817	3.02778
1529	0	inf
1530	7	115.535
1531	35	75.7957
1532	29	150.777
1533	96	55.0053
1534	24	183.226
1535	84	91.6924
1536	26	170.892
1537	171	103.808
1538	4715	5.62505
1539	588	16.9274
1540	799	4.991
1541	34	37.8567
1542	198	5.01205
1543	14	122.091
1544	40	148.645
1545	157	51.5666
1546	2258	8.40193
1547	644	17.1454
1548	3	158.775
1549	51	46.3449
1550	410	7.36158
1551	1601	8.80599
1552	252	27.616
1553	38	66.7565
1554	360	19.4734
1555	64	60.9057
1556	16	113.525
1557	84	36.0578
1558	42	56.9243
1559	104	14.1683
1560	155	9.68853
1561	44	44.1723
1562	27	72.9373
1563	143	13.8667
1564	209	35.1154
1565	134	29.2526
1566	1080	10.6119
1567	51	47.6306
1568	1710	9.1329
1569	713	30.3431
1570	157	19.2242
1571	109	45.7931
1572	423	9.50222
1573	265	18.8898
1574	48	10.4471
1575	242	30.581
1576	202	34.9063
1577	2030	10.8663
1578	313	23.3362
1579	18	155.682
1580	1059	10.3747
1581	123	110.137
1582	44	34.8209
1583	132	26.101
1584	24	198.887
1585	23620	2.66674
1586	12	163.739
1587	41	48.3471
1588	28	52.3986
1589	132	35.0803
1590	6	188.812
1591	1	390.26
1592	541	19.3286
1593	29	34.0525
1594	107	32.801
1595	52	20.0274
1596	82	92.2855
1597	37	25.7934
1598	485	18.9225
1599	3445	9.26471
1600	75	61.8554
1601	8	429.863
1602	38	26.3268
1603	6	71.202
1604	21	81.8125
1605	10	345.426
1606	268	7.44025
1607	40	82.6572
1608	192	10.4288
1609	192	10.3585
1610	35	54.0118
1611	145	36.8323
1612	113	65.5279
1613	134	32.315
1614	70	20.8349
1615	81	35.6312
1616	85	29.0934
1617	62	49.957
1618	15	131.848
1619	3	631.557
1620	598	22.9742
1621	261	39.969
1622	305	10.0301
1623	2797	5.36999
1624	8	162.932
1625	199	29.6703
1626	476	42.8917
1627	35	199.788
1628	134	18.8157
1629	848	24.5467
1630	97	120.683
1631	149	53.7918
1632	1315	10.3068
1633	4056	5.16921
1634	107	46.2923
1635	562	13.3468
1636	226	32.2453
1637	724	10.4139
1638	38	70.6814
1639	5	210.811
1640	17	104.105
1641	477	9.40744
1642	42	46.9544
1643	16	91.1163
1644	43	74.4838
1645	44	43.3435
1646	24	145.389
1647	381	23.3866
1648	1	636.94
1649	7	130.484
1650	12	132.328
1651	104	69.5603
1652	16	149.759
1653	87	75.3852
1654	302	59.6303
1655	6	104.617
1656	19	57.9463
1657	340	16.2933
1658	2	672.529
1659	2836	5.27605
1660	233	26.8296
1661	2640	5.51262
1662	4	111.353
1663	89	85.6204
1664	65	39.4495
1665	452	12.1526
1666	460	16.4282
1667	20834	1.91998
1668	9	124.704
1669	48	165.338
1670	106	115.043
1671	48	74.3121
1672	483	15.5922
1673	237	60.5363
1674	13	175.148
1675	52	19.9399
1676	72	20.4953
1677	96	53.1207
1678	1687	8.66347
1679	7	305.396
1680	101	76.452
1681	54	17.7974
1682	57	46.1673
1683	1638	5.46881
1684	26	37.7928
1685	1128	4.87179
1686	40	194.9
1687	65	37.566
1688	650	17.1019
1689	7	414.893
1690	228	24.1581
1691	348	29.2661
1692	200	19.7739
1693	82	124.581
1694	22	48.8097
1695	941	23.0268
1696	7	44.6765
1697	8	156.028
1698	220	11.3869
1699	269	9.26569
1700	184	74.0014
1701	148	19.4149
1702	46	30.8774
1703	647	8.4527
1704	1050	4.77784
1705	697	30.4883
1706	62	16.2231
1707	18	120.35
1708	5	389.27
1709	17	264.231
1710	49	32.6668
1711	92	22.3517
1712	8160	2.94063
1713	22	108.944
1714	155	22.5945
1715	1457	11.0128
1716	330	23.7187
1717	230	46.0537
1718	410	20.8426
1719	15	145.622
1720	429	12.8353
1721	10	332.313
1722	339	29.3275
1723	110	52.9269
1724	1676	16.6056
1725	108	42.3858
1726	190	18.0993
1727	79	93.2702
1728	22	120.917
1729	115	40.6171
1730	593	24.9631
1731	6	91.1884
1732	29	66.758
1733	227	15.3413
1734	118	69.7271
1735	24	70.1131
1736	36	65.9371
1737	19	128.077
1738	138	22.1798
1739	60	70.8814
1740	69	40.1598
1741	312	57.881
1742	116	83.9266
1743	389	30.9392
1744	94	16.1372
1745	11	257.32
1746	28	102.393
1747	1164	4.29282
1748	332	22.4749
1749	55	9.11248
1750	37	35.8758
1751	11	91.9141
1752	9	143.37
1753	138	25.8407
1754	10	561.875
1755	94	25.2947
1756	11	147.277
1757	41	24.3628
1758	3206	7.78501
1759	46	164.085
1760	28	18.2744
1761	381	29.4521
1762	22	93.1941
1763	31	44.197
1764	127	19.2864
1765	7	93.8599
1766	11	90.2151
1767	22	49.9096
1768	9	62.8442
1769	75	54.8686
1770	30	35.4321
1771	12	96.8135
1772	305	19.6298
1773	5	70.7562
1774	154	12.9556
1775	111	9.21701
1776	11	161.438
1777	79	25.7724
1778	167	47.5644
1779	135	30.0387
1780	38	13.187
1781	135	56.2982
1782	334	15.2152
1783	57	44.9177
1784	109	83.236
1785	167	65.7851
1786	154	19.1581
1787	139	14.2084
1788	88	72.3743
1789	15	237.442
1790	682	12.9901
1791	22	83.1559
1792	174	19.7139
1793	59	35.3016
1794	160	28.0016
1795	4	978.503
1796	11	173.209
1797	68	7.43042
1798	1019	4.40389
1799	191	15.2726
1800	411	36.1009
1801	179	8.29679
1802	174	49.6116
1803	16	84.6177
1804	96	58.9053
1805	293	29.1442
1806	71	43.5539
1807	520	20.1507
1808	579	13.9572
1809	30	77.7483
1810	355	33.007
1811	85	16.885
1812	58	17.4219
1813	26	86.33
1814	12	229.041
1815	1255	6.41019
1816	37	120.482
1817	21	43.8278
1818	1244	8.83024
1819	59	88.8916
1820	16	92.3492
1821	23	44.9661
1822	46	86.9902
1823	18	76.1001
1824	17	215.529
1825	146	41.2461
1826	9	112.266
1827	101	46.2011
1828	154	44.2389
1829	9	232.722
1830	6	548.3
1831	22	106.22
1832	27	64.6358
1833	218	9.23105
1834	30	95.533
1835	62	44.2535
1836	258	21.1778
1837	104	18.3208
1838	78	19.3258
1839	364	19.8816
1840	112	78.7215
1841	5	245.457
1842	144	39.2455
1843	34	27.0865
1844	45	43.8588
1845	121	24.2994
1846	42	35.8137
1847	558	5.38255
1848	52	70.6208
1849	23	68.4619
1850	11	46.2623
1851	38	111.224
1852	49	40.5443
1853	2	257.527
1854	53	42.1169
1855	4	59.3031
1856	1	336.343
1857	13	221.822
1858	6	99.0897
1859	353	14.2621
1860	582	12.9051
1861	18	182.785
1862	16	144.316
1863	28	74.5488
1864	1036	15.3277
1865	36	122.521
1866	26	40.4008
1867	378	25.6134
1868	26	180.682
1869	170	11.8564
1870	965	4.67527
1871	1519	10.1694
1872	352	37.1967
1873	853	9.98927
1874	92	51.4078
1875	47	115.504
1876	12	80.0462
1877	75	34.5368
1878	9	109.533
1879	234	14.8909
1880	41	88.9774
1881	48	120.802
1882	41	75.2598
1883	9	182.811
1884	577	27.9127
1885	968	17.0075
1886	439	20.2974
1887	19	131.434
1888	833	29.7569
1889	17	29.3365
1890	1356	7.71675
1891	36	84.6636
1892	65	70.9351
1893	9	123.198
1894	43	95.5274
1895	8685	2.07099
1896	7	290.242
1897	42	23.7492
1898	44	46.0025
1899	3364	4.45785
1900	1334	9.38547
1901	53	79.359
1902	354	14.1121
1903	206	7.21338
1904	809	4.9527
1905	387	20.2173
1906	53	48.451
1907	501	28.0343
1908	1385	12.9036
1909	104	59.5139
1910	125	83.555
1911	627	9.54672
1912	101	34.7473
1913	14	111.895
1914	88631	3.85578
1915	391	26.1092
1916	17	27.6122
1917	364	51.2414
1918	22	101.134
1919	24	101.77
1920	114	50.4698
1921	58	52.7821
1922	88	28.0555
1923	8	67.6087
1924	14	111.621
1925	114	26.0032
1926	7	333.251
1927	21	49.3973
1928	41	25.3958
1929	1	1149.25
1930	889	15.6751
1931	71	65.3154
1932	87	88.6141
1933	29	102.966
1934	38	69.188
1935	2073	4.59102
1936	914	9.29103
1937	96	32.647
1938	79	67.3989
1939	1390	5.36949
1940	1757	13.2729
1941	331	7.54163
1942	34	60.8749
1943	367	10.769
1944	527	11.3686
1945	25	109.778
1946	178	19.5609
1947	8	63.6922
1948	331	7.52223
1949	7	314.945
1950	1	984.523
1951	29	78.8812
1952	31	103.496
1953	37	84.0457
1954	56	37.3935
1955	535	6.58273
1956	1207	4.5563
1957	22	39.9989
1958	401	2.49893
1959	97	46.013
1960	146	39.2429
1961	162	39.5966
1962	16	80.1183
1963	7	53.1769
1964	165	20.9854
1965	244	32.2717
1966	273	27.8261
1967	73	19.6456
1968	279	26.1972
1969	18	52.2727
1970	1023	4.88145
1971	504	45.6228
1972	98	15.3825
1973	2	671.243
1974	322	12.418
1975	164	34.2703
1976	896	7.78472
1977	2138	6.36104
1978	407	50.4243
1979	183	29.1199
1980	259	21.0793
1981	231	39.764
1982	155	29.3546
1983	728	4.77879
1984	545	10.2013
1985	114	26.793
1986	28	119.444
1987	1166	5.98971
1988	15	91.9919
1989	42	36.3003
1990	27	36.6109
1991	134	11.092
1992	154	44.1216
1993	119	56.6053
1994	248	27.9696
1995	127	77.2205
1996	100	39.5336
1997	52	82.0547
1998	11942	3.68428
1999	2323	14.628
2000	28	70.9495
2001	81	38.2418
2002	9	98.4512
2003	154	42.2222
2004	143	67.4887
2005	280	10.7406
2006	457	13.044
2007	3	41.6985
2008	612	6.61456
2009	21	100.63
2010	66349	3.56481
2011	332	17.7957
2012	9	169.935
2013	4	712.469
2014	83	17.9017
2015	52	71.4765
2016	288	10.5565
2017	31	81.3204
2018	1648	5.16095
2019	22	341.806
2020	26	38.4423
2021	9	127.143
2022	2365	15.0066
2023	5	256.54
2024	153	23.3819
2025	298	32.4433
2026	32	48.704
2027	962	19.7536
2028	5	462.087
2029	646	17.0991
2030	747	11.3605
2031	86	30.426
2032	52	81.8353
2033	411	17.0782
2034	155	51.6037
2035	9	103.654
2036	16	73.0792
2037	34	77.7831
2038	1020	11.6578
2039	27	88.6504
2040	12	109.111
2041	1397	6.05514
2042	14	86.7531
2043	69	33.7461
2044	31	56.7472
2045	9	87.8434
2046	125	60.6526
2047	23	56.524
2048	1312	8.7953
2049	26	19.4908
2050	79	127.847
2051	69	65.5652
2052	306	17.9248
2053	101	14.9082
2054	7	336.932
2055	7	61.3306
2056	12	167.257
2057	138	17.9341
2058	518	23.31
2059	199	25.1219
2060	82	12.3604
2061	89	22.812
2062	30	72.7234
2063	209	38.7582
2064	15	162.315
2065	170	17.8602
2066	111	44.3729
2067	1575	5.39692
2068	720	9.72366
2069	63213	4.47742
2070	25	90.6981
2071	685	16.6587
2072	73	33.2423
2073	90596	4.5095
2074	19	26.3714
2075	11	49.4061
2076	478	26.0855
2077	2448	7.77069
2078	70	47.3207
2079	285	15.5854
2080	7	72.773
2081	85	49.5665
2082	40	130.324
2083	17	110.225
2084	28	100.326
2085	595	24.6684
2086	257	35.0361
2087	375	3.98982
2088	577	12.1272
2089	359	11.1234
2090	59	46.8722
2091	3	190.85
2092	208	49.0689
2093	133	15.1672
2094	41895	1.3007
2095	13	168.688
2096	410	36.1323
2097	6	82.7065
2098	192	20.9561
2099	84	74.9426
2100	65	44.5965
2101	36	14.3135
2102	62	55.3321
2103	43	34.4237
2104	188	45.7437
2105	154	39.6809
2106	45	37.1536
2107	4264	5.16385
2108	165	31.5976
2109	589	29.4203
2110	1192	10.921
2111	24	56.6221
2112	82	97.0766
2113	77	38.7069
2114	177	19.5591
2115	281	37.4755
2116	64	23.5544
2117	213	16.2317
2118	4	769.188
2119	25	64.4862
2120	40	84.7848
2121	643	10.0818
2122	928	8.06791
2123	911	7.65424
2124	20	106.174
2125	497	10.1919
2126	1106	9.07532
2127	176	42.7506
2128	344	31.1665
2129	462	25.593
2130	36	77.7161
2131	43	11.6566
2132	56	71.7511
2133	272	20.5526
2134	100976	3.96625
2135	220	34.7065
2136	10	139.847
2137	1175	10.2425
2138	0	inf
2139	23	60.6501
2140	128	68.7653
2141	606	9.13371
2142	23	50.0171
2143	432	15.8643
2144	1137	13.098
2145	4	134.995
2146	35	115.563
2147	67	30.5779
2148	9	391.201
2149	62	101.264
2150	465	55.7643
2151	226	15.4559
2152	93	62.3961
2153	210	14.4933
2154	88	52.3874
2155	396	28.1063
2156	2	91.2192
2157	42	48.6743
2158	100	40.2267
2159	1796	2.78142
2160	122	17.2777
2161	34	50.1129
2162	237	32.035
2163	1884	12.0325
2164	5	110.605
2165	18	47.4595
2166	5	227.959
2167	2	188.596
2168	17	160.923
2169	245	24.1159
2170	35	63.6199
2171	32	202.539
2172	367	17.7666
2173	179	36.837
2174	370	31.9477
2175	36	81.1059
2176	476	5.2254
2177	2138	14.7993
2178	50	84.5424
2179	34	146.158
2180	0	inf
2181	433	18.3727
2182	84	34.7629
2183	51	29.7806
2184	163	25.2763
2185	153	16.2791
2186	133	17.87
2187	4	396.794
2188	27	33.2582
2189	468	11.6824
2190	692	10.9999
2191	10	170.512
2192	588	8.54147
2193	4	86.7259
2194	42	92.7182
2195	25	88.8448
2196	269	23.5655
2197	296	32.6004
2198	9	154.915
2199	18	67.492
2200	61	60.2529
2201	35	53.5133
2202	5	88.2194
2203	721	15.9916
2204	11	333.306
2205	135	93.7727
2206	19	75.2661
2207	2669	4.67592
2208	11	165.157
2209	347	19.8744
2210	109	18.4958
2211	72	67.7536
2212	2	472.374
2213	86	30.201
2214	56	27.8414
2215	1	359.904
2216	162	25.2942
2217	4	517.423
2218	233	14.8309
2219	29	129.507
2220	4	170.658
2221	396	8.8387
2222	175	20.3212
2223	58	17.2969
2224	385	28.4493
2225	13	231.48
2226	282	22.9565
2227	133	29.61
2228	26	21.5761
2229	4	58.7798
2230	14	193.813
2231	488	79.809
2232	652	10.7761
2233	29	105.067
2234	447	10.0365
2235	79	37.79
2236	344	25.1692
2237	6	37.9149
2238	77	95.6228
2239	94	61.2754
2240	7	65.9913
2241	51	40.1278
2242	164	20.5704
2243	764	12.3834
2244	413	10.8476
2245	28	88.0108
2246	12	94.9151
2247	31	143.694
2248	88	76.7246
2249	11	296.474
2250	44	44.2143
2251	22	111.173
2252	2	948.867
2253	13	99.3092
2254	54	35.3483
2255	138	51.6828
2256	43	33.9374
2257	151	56.3273
2258	47	30.0314
2259	19	24.5159
2260	10	150.706
2261	932	4.28538
2262	4	120.432
2263	10	58.3698
2264	118	37.7152
2265	179	16.5762
2266	281	14.4649
2267	191	29.4352
2268	25	23.1669
2269	65	38.415
2270	11	41.2027
2271	11	41.6116
2272	26	75.525
2273	68	53.3981
2274	7	203.348
2275	30	64.7478
2276	112	26.6063
2277	15	31.3334
2278	174	19.7108
2279	38	37.8141
2280	18	111.766
2281	18	89.9317
2282	11	143.138
2283	12	244.13
2284	1	542.081
2285	13	35.8866
2286	30	16.6432
2287	39	126.099
2288	80	44.1988
2289	35	62.2262
2290	22	88.3112
2291	38	174.463
2292	585	14.5571
2293	2154	5.1114
2294	43	54.9311
2295	74	20.32
2296	49	89.0998
2297	99	65.4625
2298	380	34.5594
2299	54	92.0217
2300	58	25.4211
2301	13	357.183
2302	238	18.9598
2303	605	34.1632
2304	45	72.1844
2305	2	141.076
2306	463	14.1811
2307	121	12.2871
2308	470	8.54745
2309	139	75.0273
2310	10	81.8797
2311	59	101.708
2312	139	17.6854
2313	20	69.7408
2314	3449	3.19493
2315	23	72.3205
2316	16034	2.49295
2317	34831	1.63674
2318	34	95.6336
2319	14	104.941
2320	390	23.0328
2321	352	12.5866
2322	65	45.9913
2323	1084	11.9914
2324	3259	9.68738
2325	139	21.8771
2326	548	15.3435
2327	545	9.98329
2328	9	293.481
2329	1080	9.7673
2330	40	58.2134
2331	10	113.81
2332	954	12.5182
2333	73484	6.33484
2334	107	32.8214
2335	39	59.4014
2336	59	60.8982
2337	101	28.9755
2338	15	75.1448
2339	31	123.385
2340	2	478.689
2341	5	130.649
2342	38	70.381
2343	52	117.578
2344	1	753.204
2345	41	24.179
2346	26	100.674
2347	15	82.4663
2348	41	104.868
2349	15	117.326
2350	25	50.5828
2351	272	44.5874
2352	51	18.157
2353	11	191.824
2354	32	246.395
2355	12	97.3065
2356	48	123.924
2357	10746	2.09497
2358	105898	2.00141
2359	205	60.9931
2360	88	65.9251
2361	10	60.5935
2362	35	26.8014
2363	27	99.9115
2364	218	13.348
2365	95	21.1658
2366	67	37.7839
2367	31	32.6645
2368	2	230.305
2369	60	126.164
2370	39	384.478
2371	21	18.3176
2372	104	14.5086
2373	14	114.659
2374	222	8.71633
2375	34	180.061
2376	13	39.3835
2377	30	79.3414
2378	27	54.8068
2379	85	57.0658
2380	135	49.1406
2381	443	7.92754
2382	14	152.16
2383	26113	2.67986
2384	6	83.0375
2385	1062	10.4253
2386	384	8.98865
2387	75	60.3096
2388	18	128.742
2389	33	87.319
2390	28	169.663
2391	696	15.0312
2392	568	10.5492
2393	1343	23.7447
2394	36	29.717
2395	95	21.8637
2396	2451	5.10885
2397	74	34.9004
2398	42	38.6983
2399	113	40.3758
2400	385	22.921
2401	4	147.347
2402	13	163.346
2403	108	27.8219
2404	24	66.8887
2405	1201	4.99051
2406	262	9.57633
2407	248	36.6822
2408	297	30.7754
2409	1518	17.6135
2410	1338	5.61181
2411	127	15.5793
2412	101	20.4864
2413	452	8.85043
2414	114	16.7325
2415	18	53.821
2416	811	15.0943
2417	299	15.0163
2418	40	69.4049
2419	48	41.5573
2420	14	78.2407
2421	159	61.6764
2422	69	70.07
2423	22	47.6273
2424	237	24.6627
2425	587	22.5386
2426	57	62.3014
2427	12	157.346
2428	129	70.7767
2429	24	94.9266
2430	1118	13.0325
2431	86	46.2793
2432	35	47.4159
2433	20	82.0603
2434	36	28.1817
2435	13	80.7032
2436	14	171.536
2437	906	7.67997
2438	3	519.392
2439	5	201.024
2440	141	28.1299
2441	7128	9.5292
2442	604	15.8765
2443	39	104.848
2444	81	47.7446
2445	20	93.9554
2446	1976	4.05974
2447	8	64.1702
2448	516	22.4662
2449	14613	2.90719
2450	0	nan
2451	76137	2.64651
2452	43	101.448
2453	9	837.209
2454	522	7.62153
2455	153	6.40727
2456	11	91.0507
2457	54	75.6596
2458	231	34.2133
2459	47	62.6046
2460	234	23.5595
2461	728	14.4903
2462	27	222.855
2463	7	177.12
2464	105	18.6867
2465	788	18.9365
2466	5301	2.45151
2467	945	4.76975
2468	110	31.9769
2469	44	22.3729
2470	644	16.9431
2471	357	8.34234
2472	9	163.412
2473	31	82.5505
2474	2	252.143
2475	132	64.0178
2476	6	284.221
2477	146	27.4855
2478	1	462.024
2479	28	82.6647
2480	1	499.539
2481	144	20.6563
2482	43	58.552
2483	39	27.426
2484	185109	1.98257
2485	315	15.8206
2486	131	47.0586
2487	100	24.7698
2488	27446	3.13113
2489	217	20.2861
2490	36	125.029
2491	26	17.7594
2492	26721	1.88894
2493	176	31.8985
2494	90	16.666
2495	286	61.2695
2496	259	11.4091
2497	267	32.9335
2498	17	122.068
2499	3823	4.58716
2500	12718	2.20211
2501	30	33.1536
2502	1032	44.7536
2503	19	233.512
2504	74	51.4384
2505	15	130.782
2506	405	18.7416
2507	230	6.44849
2508	10	277.137
2509	27	103.901
2510	317	7.94934
2511	7	121.164
2512	834	27.6201
2513	7	73.3412
2514	57	71.8778
2515	31	61.5387
2516	607	5.80317
2517	170	8.90357
2518	6	321.459
2519	10	143.225
2520	12	139.709
2521	47	56.4524
2522	76	37.956
2523	167	52.6753
2524	65604	1.68421
2525	48	50.4205
2526	1982	4.79501
2527	2412	4.14292
2528	20	116.489
2529	35	60.3546
2530	11	44.7592
2531	122	42.2865
2532	32	84.1635
2533	62	40.5387
2534	34	43.9035
2535	35	58.1274
2536	78	88.8859
2537	137	29.2482
2538	35	56.2693
2539	3	539.413
2540	258	43.3307
2541	514	27.7758
2542	1873	13.3205
2543	55	45.8653
2544	13	157.424
2545	9	170.372
2546	20	68.2967
2547	304	22.6556
2548	11	148.966
2549	95	24.4957
2550	834	13.1629
2551	1	0
2552	316	11.0384
2553	1392	8.24871
2554	427	3.51759
2555	87	11.3136
2556	5	119.687
2557	29667	9.69175
2558	13	188.539
2559	19	314.999
2560	1316	31.0801
2561	638	8.55153
2562	19	83.9804
2563	17	104.333
2564	31	71.912
2565	20	81.3169
2566	25	105.026
2567	88	28.2026
2568	1235	17.8853
2569	441	23.5061
2570	15	68.1116
2571	11	80.6417
2572	49	48.1898
2573	1527	5.21981
2574	205	20.0576
2575	181	32.2544
2576	1556	22.7719
2577	50	28.5293
2578	69	22.4737
2579	71	49.1632
2580	25	123.671
2581	47	78.5634
2582	69	50.0173
2583	1804	17.8276
2584	10	441.019
2585	95	15.7663
2586	14949	2.77855
2587	14	153.402
2588	29	114.016
2589	21	119.984
2590	44	47.0101
2591	32	223.341
2592	68	41.3636
2593	2	365.013
2594	6	96.1572
2595	34	160.394
2596	294	20.5547
2597	10	105.923
2598	21	130.997
2599	627	22.6583
2600	272	16.7147
2601	103	28.6727
2602	8	140.134
2603	18	31.7655
2604	10	163.989
2605	61	113.606
2606	40208	7.21664
2607	122	87.0305
2608	22	65.3976
2609	7	322.312
2610	299	42.2166
2611	210	21.3295
2612	47	52.8718
2613	84	24.3307
2614	666	6.01604
2615	10	138.777
2616	10	63.9415
2617	298	23.1589
2618	70	76.94
2619	316	9.53716
2620	7	149.477
2621	14	29.5551
2622	1008	12.3859
2623	150	38.5736
2624	118	30.0697
2625	179	27.8048
2626	3	258.761
2627	43	47.511
2628	215	9.3457
2629	30	151.876
2630	27	96.506
2631	0	nan
2632	677	18.5583
2633	2047	11.6982
2634	36	148.93
2635	16	31.0889
2636	498	21.0789
2637	19	108.386
2638	61	23.5624
2639	105	24.5446
2640	33	73.4032
2641	113	40.8642
2642	16	198.324
2643	48	81.4193
2644	111	22.4017
2645	86	88.6763
2646	2121	23.6278
2647	426	17.7769
2648	711	6.99809
2649	41	105.415
2650	25	118.083
2651	844	3.55194
2652	83	17.7712
2653	67	55.834
2654	2106	8.97953
2655	49	47.7771
2656	92	21.2519
2657	153	19.865
2658	98	20.3032
2659	64	14.5345
2660	442	4.50762
2661	231	12.8904
2662	6	433.305
2663	150	16.8371
2664	41	24.848
2665	8	263.769
2666	16	328.982
2667	43	68.7358
2668	539	10.2166
2669	0	nan
2670	106	34.8437
2671	40	49.3989
2672	20	217.549
2673	23	127.055
2674	13	32.3207
2675	65	64.2309
2676	26	95.5325
2677	74	19.9912
2678	739	14.2551
2679	290	20.6888
2680	14	150.803
2681	60	38.0949
2682	138	17.5153
2683	69	42.5058
2684	18	56.3872
2685	110	51.5082
2686	111	13.3134
2687	113	22.7549
2688	8	56.9466
2689	4	405.622
2690	377	11.8033
2691	389	12.7948
2692	39	192.11
2693	141	28.5283
2694	18	174.914
2695	8	563.849
2696	4	592.6
2697	50	9.94434
2698	16	272.704
2699	54	28.1548
2700	627	26.3218
2701	2797	5.194
2702	64	38.1655
2703	34	69.3965
2704	22	49.6627
2705	123	45.3165
2706	6	89.4466
2707	55	36.9731
2708	1598	9.00009
2709	47	20.6261
2710	25	44.5486
2711	58	43.5516
2712	219	15.932
2713	194	64.8988
2714	50	43.8344
2715	39	79.6969
2716	7	104.309
2717	1296	13.813
2718	6	152.92
2719	8	111.337
2720	20	44.0678
2721	20	48.7523
2722	37	25.9074
2723	75	66.8725
2724	329	19.5648
2725	49	75.081
2726	51	38.5148
2727	40	34.8007
2728	232	13.1593
2729	30	129.608
2730	878	6.80361
2731	31	133.122
2732	19	92.4964
2733	50	62.1748
2734	16	141.392
2735	10	50.9513
2736	79	50.7663
2737	22	20.4444
2738	21	23.8883
2739	117	22.0739
2740	907	7.74458
2741	484	13.3205
2742	78	76.0064
2743	176	14.1821
2744	92	43.8125
2745	205	14.4915
2746	320	17.2241
2747	7	122.389
2748	8	223.286
2749	13	74.2483
2750	5	94.9762
2751	37	83.1085
2752	12	83.9677
2753	3	285.279
2754	34	94.5801
2755	33	54.5236
2756	42	101.353
2757	835	6.01768
2758	283	21.1045
2759	340	41.8105
2760	69	73.5966
2761	2	261.428
2762	42	46.477
2763	34	28.32
2764	380	26.9437
2765	759	24.5724
2766	182	13.5573
2767	28	89.346
2768	82	30.3268
2769	437	34.3825
2770	1502	17.2789
2771	673	5.94424
2772	81	48.7275
2773	840	7.10863
2774	0	inf
2775	150	29.9786
2776	93	60.6346
2777	38	149.596
2778	24	125.123
2779	41	65.1819
2780	471	13.6173
2781	338	13.3285
2782	64	39.3723
2783	1298	9.2496
2784	5	665.298
2785	32	49.2092
2786	88	83.784
2787	166	9.08246
2788	51	39.9723
2789	1	569.732
2790	1093	10.4374
2791	105	32.7645
2792	67	79.7739
2793	147	27.2671
2794	11	80.2095
2795	85	47.5224
2796	52	38.6132
2797	516	27.1552
2798	596	20.0871
2799	77	31.5991
2800	40	33.4308
2801	54	132.947
2802	22	192.211
2803	912	20.8256
2804	306	60.8504
2805	352	18.4866
2806	4	168.91
2807	15	129.264
2808	289	20.9636
2809	2957	3.04886
2810	8	124.33
2811	12414	4.26816
2812	14	37.1435
2813	216	36.9931
2814	253	49.9147
2815	94	44.9557
2816	148	35.9603
2817	28	67.8317
2818	333	12.0357
2819	41	219.744
2820	4	868.393
2821	292	8.54347
2822	29	32.47
2823	23	38.9932
2824	667	7.53929
2825	45	63.071
2826	92	32.2658
2827	70	20.8842
2828	13	260.34
2829	8	146.188
2830	19	89.7023
2831	49	39.1071
2832	1166	8.90241
2833	5	94.3528
2834	24	92.2593
2835	44	53.5955
2836	766	10.4762
2837	39	114.722
2838	1093	10.5527
2839	88	23.5213
2840	325	26.9029
2841	46	200.764
2842	391	26.6565
2843	7	63.3037
2844	10	229.619
2845	46	31.7481
2846	748	8.01892
2847	1865	8.31853
2848	120	59.8735
2849	283	23.1831
2850	595	14.2953
2851	27	18.9993
2852	14	93.6094
2853	764	18.4172
2854	36	152.721
2855	1210	14.8262
2856	50	312.075
2857	94	45.1008
2858	955	23.0205
2859	33	118.925
2860	94	65.6969
2861	70	84.7184
2862	1108	6.80978
2863	10	203.496
2864	2435	2.05132
2865	703	4.95193
2866	9	47.8872
2867	18	30.7941
2868	14	133.356
2869	56	46.5362
2870	46	120.129
2871	50	40.0219
2872	20	173.993
2873	125	65.2812
2874	552	17.315
2875	528	8.46183
2876	61	63.329
2877	27	81.2232
2878	17	62.7815
2879	106	19.1643
2880	1	654.651
2881	54	66.2774
2882	79	49.295
2883	65	102.826
2884	1572	5.42081
2885	20	83.5774
2886	13	33.0308
2887	2614	3.2451
2888	205	41.4137
2889	38	54.0865
2890	216	11.3603
2891	97	52.0058
2892	10	169.276
2893	3423	4.38511
2894	15	241.124
2895	479	8.34907
2896	25	61.7601
2897	5119	2.44215
2898	1115	8.50076
2899	37	13.5297
2900	31	116.923
2901	89	11.2872
2902	487	29.3719
2903	19	104.963
2904	29	35.8275
2905	73	48.3763
2906	15	28.2733
2907	595	7.6217
2908	30	40.7399
2909	5	309.446
2910	281	27.2099
2911	172	31.66
2912	37	93.556
2913	50	59.5012
2914	273	28.6185
2915	18	94.1685
2916	2	447.663
2917	56	79.3968
2918	155	26.3083
2919	17	154.308
2920	53	28.3694
2921	16	84.6754
2922	405	13.6585
2923	7	138.84
2924	115	40.1785
2925	1460	12.3686
2926	1619	6.47889
2927	53	40.3471
2928	61	82.629
2929	48	148.899
2930	494	12.1788
2931	81	51.8443
2932	20	52.4187
2933	10	133.356
2934	7	91.8609
2935	4	146.45
2936	168	32.7449
