Gene	Num_of_events	Avg_initiation_time(sec)
2937	2569	3.50866
2938	140	17.529
2939	219	11.4767
2940	11449	2.84004
2941	32	110.846
2942	95	26.1316
2943	433	4.62745
2944	9	31.9646
2945	421	30.2422
2946	1	981.599
2947	16153	2.4466
2948	74	54.0888
2949	2234	12.8006
2950	557	16.2345
2951	46	32.8239
2952	713	16.1786
2953	373	24.0066
2954	115	68.1813
2955	272	26.861
2956	60	48.168
2957	105	14.0435
2958	22	48.1528
2959	35	104.474
2960	66	164.675
2961	104	32.3443
2962	36	25.6533
2963	21	74.6608
2964	5	169.343
2965	100	25.7705
2966	552	19.0989
2967	224	49.793
2968	61798	6.0591
2969	81	18.7861
2970	103	101.909
2971	40	51.3703
2972	546	9.25714
2973	83	71.7171
2974	15	181.086
2975	627	15.0652
2976	62	31.1662
2977	33	167.088
2978	20	24.5632
2979	51	128.654
2980	33	86.4215
2981	94	84.6112
2982	121	63.4097
2983	1715	6.40303
2984	47	70.5756
2985	86	41.3028
2986	62	40.2232
2987	215	22.9835
2988	70	42.2513
2989	25	105.599
2990	78	32.1046
2991	1262	31.6748
2992	19	116.686
2993	168	21.1437
2994	16	73.7224
2995	30	89.6204
2996	34	129.476
2997	16	75.2988
2998	169	28.4807
2999	420	20.6269
3000	229	52.0742
3001	23	63.1445
3002	34	65.8173
3003	51	57.7418
3004	135	11.2492
3005	10	149.925
3006	331	7.64334
3007	6	122.983
3008	65	38.4384
3009	7221	5.33461
3010	119	12.5639
3011	273	20.5052
3012	620	17.8686
3013	6	435.615
3014	12	174.596
3015	147	20.39
3016	167	21.2731
3017	56	81.768
3018	4	107.561
3019	6608	6.6595
3020	30	150.405
3021	3	700.44
3022	34	185.448
3023	1877	6.95515
3024	20	127.2
3025	8	52.1959
3026	278	16.3786
3027	92	16.5639
3028	22	81.0687
3029	147	31.852
3030	5	100.412
3031	17	84.7612
3032	17	96.1145
3033	68	29.4884
3034	10	248.805
3035	12	80.4567
3036	41	34.8489
3037	231	29.1878
3038	1930	11.8644
3039	64	55.2509
3040	154	39.0254
3041	56	42.1767
3042	164	21.7344
3043	176	33.5368
3044	357	20.7699
3045	105	47.7766
3046	31	104.841
3047	209	21.283
3048	15	139.33
3049	10	482.073
3050	4	227.694
3051	19	49.5522
3052	18	94.7561
3053	17	81.9061
3054	320	31.8151
3055	298	18.7374
3056	250	20.4216
3057	74	26.6899
3058	616	6.45887
3059	2	254.072
3060	38	54.8816
3061	72	42.3211
3062	38	42.5676
3063	31	32.9292
3064	7	71.0711
3065	160	12.4625
3066	125	23.0648
3067	9	221.356
3068	17	90.5062
3069	109	54.8837
3070	5	416.714
3071	96	63.9005
3072	121	27.9302
3073	188	37.0057
3074	75	19.7502
3075	66	32.074
3076	47	32.9203
3077	95	16.0319
3078	183	8.16554
3079	14	60.1883
3080	48	66.4617
3081	104	27.2423
3082	89	53.9615
3083	247	18.1797
3084	386	13.0667
3085	80	12.8195
3086	84	44.3015
3087	332	10.5847
3088	7	74.0224
3089	170	25.4037
3090	88	22.6954
3091	22	79.6573
3092	60	25.5623
3093	126	28.7736
3094	7	156.735
3095	1348	6.67182
3096	28	188.324
3097	13	64.9622
3098	143	13.5244
3099	454	22.2547
3100	679	11.0634
3101	70	20.4342
3102	2	300.862
3103	74	56.5343
3104	426	6.98627
3105	28	17.5795
3106	10	175.089
3107	699	5.72826
3108	30	16.9951
3109	27	110.045
3110	88	41.8731
3111	439	14.688
3112	102	29.7499
3113	80	44.0006
3114	274	12.6268
3115	36	99.2446
3116	0	nan
3117	4	441.164
3118	74	97.7242
3119	34	75.305
3120	159	148.158
3121	21	82.6268
3122	27	33.6149
3123	970	4.11602
3124	69	51.528
3125	146	10.3189
3126	152	13.4694
3127	25	49.554
3128	30	92.8288
3129	1243	4.02781
3130	30	96.2257
3131	61	102.679
3132	23	54.8278
3133	85	51.8291
3134	31	59.7072
3135	38	36.4294
3136	12	125.736
3137	25	41.0622
3138	338	10.2854
3139	127	19.693
3140	132	22.6894
3141	496	11.1355
3142	26	39.4539
3143	240	37.9942
3144	8	270.794
3145	3	332.57
3146	572	28.0842
3147	69633	1.4646
3148	37564	1.18478
3149	628	23.0468
3150	51	82.4186
3151	18	144.849
3152	17	142.182
3153	32	98.6284
3154	146	46.1067
3155	197	21.0807
3156	6	164.468
3157	145	53.1526
3158	85	49.561
3159	123	12.3014
3160	288	10.3108
3161	10	58.3737
3162	253	36.7348
3163	36	133.137
3164	1	0
3165	253	31.027
3166	99	33.4752
3167	25	48.086
3168	146	10.2168
3169	28	90.1823
3170	80	48.3612
3171	242	6.17268
3172	39	101.388
3173	31	66.8409
3174	878	18.353
3175	1802	2.50057
3176	19	131.735
3177	66	30.2137
3178	5	108.402
3179	52	131.84
3180	59821	4.1875
3181	319	27.1329
3182	6	161.859
3183	64	41.2908
3184	247	25.8645
3185	173	26.2448
3186	14	211.312
3187	113	31.3767
3188	683	23.2272
3189	14	117.168
3190	59	130.118
3191	384	26.1557
3192	21	143.145
3193	1	1268.04
3194	1	469.44
3195	315	19.0097
3196	79397	2.22989
3197	872	4.59458
3198	10	252.795
3199	2	1329.65
3200	57	83.3437
3201	31	91.6911
3202	14	225.007
3203	67	63.5219
3204	46	86.4334
3205	344	12.9476
3206	113	94.3928
3207	43	76.187
3208	19	469.487
3209	561	25.2692
3210	22	177.202
3211	872	9.15347
3212	104	19.4784
3213	26	59.2771
3214	25	37.3822
3215	13	171.117
3216	6036	9.21727
3217	30	122.365
3218	12	42.8069
3219	188	26.7852
3220	1604	7.78238
3221	100	30.1983
3222	18	76.7713
3223	230	30.0937
3224	140	10.7398
3225	43	88.9752
3226	273	21.9266
3227	164	24.9686
3228	28	74.7116
3229	13	347.998
3230	34	286.846
3231	107	23.7326
3232	3	580.227
3233	50	48.5045
3234	58	144.408
3235	4	376.94
3236	429	37.6932
3237	1	722.756
3238	1920	10.9377
3239	120	46.6504
3240	103	19.4391
3241	8	138.493
3242	134	22.8484
3243	245	26.022
3244	16	112.696
3245	6	91.1456
3246	6	269.296
3247	7153	3.7019
3248	41	50.0981
3249	48	73.0646
3250	13	58.426
3251	1712	3.80409
3252	79	34.0662
3253	8	135.153
3254	7	346.145
3255	8	190.154
3256	21	65.9945
3257	48	98.7412
3258	10	142.93
3259	30	46.9147
3260	296	33.4371
3261	26	60.9781
3262	336	13.2349
3263	79	76.5868
3264	119	53.757
3265	8524	2.34759
3266	448	24.6364
3267	110	52.1853
3268	92	55.6215
3269	1295	8.47798
3270	8	96.2456
3271	130	59.9103
3272	145	32.0243
3273	13	53.4066
3274	237	27.2723
3275	34334	6.54918
3276	29	179.302
3277	214	7.03463
3278	47	33.0222
3279	41	71.7819
3280	41	81.3409
3281	7	46.1721
3282	6	83.9
3283	13	224.006
3284	127	55.0915
3285	13	110.807
3286	126	30.7803
3287	73	81.6861
3288	4	114.909
3289	11	43.5591
3290	160	9.18528
3291	82	36.4642
3292	21	78.8639
3293	540	25.7951
3294	331	10.6581
3295	42	44.7443
3296	379	18.8586
3297	948	25.4615
3298	43	23.063
3299	436	31.8278
3300	1184	11.3634
3301	69	52.1759
3302	80	38.2227
3303	216	25.663
3304	102	24.5616
3305	52	69.2938
3306	32	63.249
3307	74	23.9892
3308	92	69.1839
3309	18	88.357
3310	444	20.1632
3311	21	206.431
3312	130	47.4008
3313	83	23.3339
3314	47	38.5961
3315	208	25.9413
3316	42	25.1921
3317	25	81.9823
3318	260	45.6872
3319	2	236.625
3320	52	27.0589
3321	451	8.95478
3322	7	297.313
3323	15	276.267
3324	25	39.9478
3325	31	51.7801
3326	140	65.6259
3327	8	122.806
3328	780	17.8971
3329	20	158.146
3330	118	52.8566
3331	23	131.967
3332	499	11.0816
3333	52	72.939
3334	241	49.894
3335	78	63.6872
3336	662	6.073
3337	101	29.0866
3338	1627	8.93513
3339	13	79.1427
3340	24	102.494
3341	10	141.511
3342	503	9.01539
3343	468	26.0999
3344	99	30.1842
3345	42	144.018
3346	102348	2.4034
3347	653	27.9122
3348	58	52.9752
3349	4	252.278
3350	48	154.459
3351	73	86.4377
3352	255	23.0159
3353	100	28.2864
3354	4	755.88
3355	91	11.1495
3356	309	6.40289
3357	22	46.7467
3358	968	10.2473
3359	4	117.172
3360	17	75.4761
3361	252	29.3046
3362	33	43.6782
3363	152	55.7064
3364	348	10.0672
3365	1106	3.16695
3366	49	107.843
3367	708	10.6843
3368	814	3.67703
3369	200	42.8305
3370	57	55.0231
3371	22	166.237
3372	312	34.9985
3373	10507	3.09239
3374	33	42.0492
3375	179	49.6403
3376	83	61.5206
3377	39	50.9962
3378	45	64.0747
3379	10	131.246
3380	138	18.6581
3381	41	308.912
3382	1700	10.2936
3383	933	7.52011
3384	13	64.5282
3385	58	54.5421
3386	30	74.6007
3387	388	8.94042
3388	18	81.2641
3389	1777	9.02441
3390	16	299.588
3391	242	12.3213
3392	2	1171.17
3393	159	70.8463
3394	215	36.0536
3395	31	142.847
3396	58	78.388
3397	7	690.494
3398	51	38.7003
3399	247	19.8257
3400	677	6.64116
3401	655	20.1261
3402	130	64.0558
3403	29	81.5208
3404	386	14.19
3405	20	77.3732
3406	561	34.6145
3407	117	37.3327
3408	631	27.75
3409	92	74.0784
3410	140	21.669
3411	1337	4.88765
3412	30	100.033
3413	14	127.042
3414	277	54.6582
3415	192	40.6787
3416	44	90.6073
3417	12	79.5618
3418	7355	6.66462
3419	53	55.5275
3420	57	64.7959
3421	244	18.5479
3422	228	24.1929
3423	28	36.5678
3424	1956	8.44984
3425	110	26.8143
3426	30	34.7253
3427	1	659.945
3428	81	70.8934
3429	288	15.7911
3430	10356	5.16757
3431	2	643.152
3432	17	148.501
3433	29	35.5128
3434	55	96.5459
3435	24	109.232
3436	21	448.29
3437	38	72.4988
3438	63	25.018
3439	1318	10.9903
3440	188	30.7793
3441	15	488.774
3442	186	51.2655
3443	65	61.6668
3444	143	36.2985
3445	87	56.7616
3446	43	113.36
3447	15	67.4776
3448	15	152.54
3449	30	111.186
3450	37	47.8903
3451	1997	4.74646
3452	0	nan
3453	31	48.5614
3454	4	231.084
3455	3630	4.54945
3456	26	127.276
3457	532	10.2812
3458	6	56.7004
3459	14	130.666
3460	105	39.498
3461	403	13.7695
3462	18	224.707
3463	23	47.9977
3464	1	747.742
3465	10	150.342
3466	13	180.007
3467	52	128.301
3468	131	26.0676
3469	89	43.4855
3470	513	20.3642
3471	65	33.528
3472	47	47.9155
3473	56	166.852
3474	491	26.3528
3475	630	26.2486
3476	2	69.059
3477	466	8.53333
3478	17	58.531
3479	98543	6.35772
3480	94	82.2785
3481	17	62.7173
3482	109	9.11393
3483	1660	13.849
3484	30	70.6317
3485	6	308.445
3486	1	739.704
3487	577	3.46823
3488	647	3.86703
3489	4	138.376
3490	78	73.1655
3491	54	84.1716
3492	16	307.395
3493	886	7.95699
3494	6	238.276
3495	26	67.1984
3496	19	202.452
3497	3	231.418
3498	1212	17.9061
3499	72	80.5806
3500	837	13.1197
3501	54	27.7267
3502	13	76.7079
3503	394	70.4538
3504	21	46.5174
3505	8	545.589
3506	18	76.4975
3507	22	159.015
3508	46	49.5853
3509	1350	17.4935
3510	14	241.408
3511	31	33.6021
3512	109	17.7816
3513	23397	3.5695
3514	200	34.7067
3515	4	128.552
3516	20	266.771
3517	218	25.3389
3518	7	261.191
3519	398	18.4501
3520	367	28.2453
3521	1500	4.34975
3522	128	26.2507
3523	175	71.9862
3524	220	36.0784
3525	105	59.7762
3526	203	14.8602
3527	53	19.7498
3528	9	53.9687
3529	561	9.82891
3530	8	134.658
3531	4870	3.90958
3532	420	12.0497
3533	69	121.575
3534	44	97.3559
3535	13	140.097
3536	15	182.667
3537	129	26.8678
3538	968	13.9654
3539	7	289.603
3540	48	21.4391
3541	189	47.1879
3542	64	87.1876
3543	23	38.4733
3544	371	24.3853
3545	95	107.217
3546	145	35.035
3547	477	29.2532
3548	7	376.239
3549	11	239.128
3550	598	5.84945
3551	20	158.079
3552	127	51.0023
3553	29	111.704
3554	6	93.157
3555	25	54.1399
3556	2770	5.05398
3557	4	114.987
3558	539	9.38104
3559	139	41.8018
3560	33	45.587
3561	61	41.8074
3562	1043	22.0407
3563	237	27.1151
3564	35	43.3659
3565	18	91.9265
3566	48	64.4105
3567	106	41.1038
3568	16	120.284
3569	40	59.3457
3570	1099	4.56979
3571	51	19.576
3572	26328	2.48739
3573	19	113.83
3574	19	214.444
3575	18	77.6043
3576	946	19.7315
3577	18	93.177
3578	46	72.3779
3579	104	28.8937
3580	45	69.7715
3581	367	24.739
3582	577	23.9486
3583	441	22.7332
3584	1	1303.12
3585	15	163.297
3586	31	339.85
3587	25	133.038
3588	58	26.7963
3589	11	46.6281
3590	1028	6.31187
3591	30	103.278
3592	142	20.0238
3593	101	97.1817
3594	138	18.675
3595	637	16.6447
3596	21	134.085
3597	723	6.24564
3598	5	207.038
3599	0	nan
3600	105	23.3831
3601	213	16.5334
3602	1	673.456
3603	215	18.2914
3604	3	449.497
3605	12	93.6518
3606	272	27.0238
3607	514	19.0824
3608	57	33.8292
3609	32	47.1062
3610	24	104.15
3611	22	261.782
3612	502	5.89406
3613	130	19.7817
3614	143	32.2952
3615	1046	9.01421
3616	73	41.9097
3617	7	82.7229
3618	45	102.733
3619	36	84.0805
3620	138	76.5111
3621	73	26.5677
3622	110	31.8029
3623	140	21.2825
3624	35	145.38
3625	35	161.454
3626	19	51.0542
3627	106	90.8852
3628	1862	14.6336
3629	91	45.8228
3630	70	71.885
3631	12	121.212
3632	88	40.9133
3633	31	79.0008
3634	19	54.9486
3635	50	76.9704
3636	38	116.419
3637	5186	7.23167
3638	276	21.6279
3639	245	52.5352
3640	75	28.1458
3641	208	11.959
3642	166	25.9869
3643	137	32.7938
3644	1635	14.3426
3645	259	37.712
3646	1900	10.0278
3647	847	16.5035
3648	10	180.975
3649	132	80.6033
3650	51	195.935
3651	321	22.644
3652	36	29.252
3653	444	11.1609
3654	508	12.9084
3655	11	101.253
3656	23	183.643
3657	15	151.207
3658	68	21.1291
3659	44	43.7258
3660	365	12.15
3661	82	88.1047
3662	204	81.8362
3663	413	25.9921
3664	404	12.252
3665	10	285.635
3666	4	296.441
3667	37	150.516
3668	1235	3.22932
3669	154	16.1945
3670	306	19.4045
3671	23	44.6024
3672	37	56.3972
3673	45	57.9621
3674	148	41.4427
3675	788	8.84507
3676	380	18.3196
3677	55	36.292
3678	30	89.6544
3679	878	6.25943
3680	10	165.315
3681	76	39.7546
3682	82	47.588
3683	72	75.3166
3684	3	135.009
3685	45	53.8579
3686	2	326.853
3687	43	21.9425
3688	461	24.0249
3689	119	40.3871
3690	4466	17.0815
3691	645	27.2479
3692	27936	4.90996
3693	161	27.9123
3694	1289	22.2464
3695	115	57.8393
3696	28	69.5281
3697	42	123.735
3698	4	246.743
3699	330	21.4686
3700	5955	3.10739
3701	25	86.1533
3702	99	83.1572
3703	55	107.463
3704	75	37.1561
3705	496	34.8806
3706	1925	11.4111
3707	98	10.2193
3708	182	13.6284
3709	8	263.294
3710	2010	6.96894
3711	35	77.4798
3712	129	19.703
3713	1285	9.62046
3714	1167	8.97642
3715	50	28.2422
3716	57	73.7014
3717	20	99.1562
3718	221	18.2394
3719	5	301.694
3720	17	123.567
3721	265	23.9785
3722	342	23.4371
3723	11	70.968
3724	27	98.2339
3725	341	23.445
3726	7	332.394
3727	41	138.206
3728	944	11.1414
3729	250	47.0327
3730	612	25.8986
3731	10	95.0777
3732	22	46.7148
3733	215	35.6262
3734	372	32.5086
3735	674	33.6348
3736	40	76.7423
3737	48	108.54
3738	626	27.7931
3739	276	52.4891
3740	203	24.1603
3741	1	0
3742	9	207.589
3743	373	36.7645
3744	141	25.0968
3745	58	61.9802
3746	524	6.61713
3747	266	43.5071
3748	209	34.2754
3749	1925	3.11637
3750	36	99.0141
3751	32	49.0683
3752	60	54.3296
3753	24	101.697
3754	149	34.28
3755	68	51.0973
3756	19	88.7391
3757	553	17.1168
3758	8	64.3913
3759	971	19.7163
3760	262	56.0647
3761	3228	3.7133
3762	14	85.0389
3763	20	175.311
3764	148	16.7968
3765	114	33.6003
3766	44	87.9494
3767	61	75.1244
3768	2637	9.44178
3769	7	387.337
3770	2305	13.8629
3771	973	6.69039
3772	37	36.7962
3773	362	11.0125
3774	150	71.9014
3775	60	26.7906
3776	78	55.2873
3777	3	59.8586
3778	93	122.873
3779	38	92.292
3780	20	174.669
3781	124	53.3605
3782	317	12.7386
3783	467	7.48083
3784	439	5.70468
3785	2	300.459
3786	13	131.952
3787	55	91.429
3788	356	17.0071
3789	11	87.3446
3790	48	74.6347
3791	643	6.97417
3792	2	884.514
3793	38	86.765
3794	75	63.9712
