Gene	Avg_ribo_stall
993	0.302746
994	0.393902
995	0.0100378
996	0.227443
997	0.060122
998	0.140401
999	0
1000	0.0640263
1001	0.0444914
1002	0.68517
1003	2.84346
1004	0.848184
1005	0.0662151
1006	0.563554
1007	0.0489533
1008	0
1009	0.0932917
1010	0.0429603
1011	4.5267
1012	0.63883
1013	0.296235
1014	0.0216452
1015	0.258946
1016	0.0298302
1017	0.337608
1018	0.0668347
1019	0.0586963
1020	0.570089
1021	0.0497131
1022	0.246623
1023	0.0485096
1024	0.739237
1025	0.0360928
1026	0.0310054
1027	0.0248092
1028	0.876707
1029	0.147338
1030	0.150742
1031	0.0910709
1032	0.113685
1033	0.227428
1034	0.342615
1035	0.110192
1036	0.0446841
1037	0.200475
1038	0.141601
1039	6.36653
1040	2.36338
1041	0.0563183
1042	0.875255
1043	0.186582
1044	0.0795618
1045	1.14416
1046	0.128724
1047	0.162408
1048	0.0622027
1049	0.30516
1050	0
1051	0.818817
1052	1.30039
1053	0.066549
1054	0.148869
1055	1.17971
1056	0.080201
1057	0.0820316
1058	0.0802568
1059	0.073576
1060	0.0744987
1061	0.115141
1062	0.0924055
1063	0.140176
1064	0.607429
1065	0.0592251
1066	0.147831
1067	0.193614
1068	0.0672145
1069	0.0245095
1070	0.0950795
1071	0.0323991
1072	0.169296
1073	0.0565997
1074	0.46885
1075	0.261874
1076	1.06341
1077	0.280802
1078	7.11187
1079	0.468309
1080	0.0630432
1081	0.0588009
1082	0.10333
1083	0.00793654
1084	0.0617317
1085	0.166532
1086	0.0757781
1087	0.00734714
1088	0.311586
1089	0.467185
1090	0.452451
1091	0.183058
1092	0.0836267
1093	1.07341
1094	0.262744
1095	0.503503
1096	0.170182
1097	0
1098	0.121836
1099	0.0652849
1100	1.43395
1101	0.560535
1102	0.208756
1103	0.268118
1104	0.101051
1105	0
1106	0.505981
1107	0.0491142
1108	0.111258
1109	3.68203
1110	0.163152
1111	0.123871
1112	0.00958198
1113	0.378651
1114	0.521578
1115	0.0521638
1116	0
1117	0.084225
1118	0.856406
1119	0.122269
1120	0.297251
1121	0.202758
1122	0.146115
1123	0.142081
1124	0.0583678
1125	0.0564357
1126	0.111234
1127	0.328636
1128	0.312472
1129	0.363646
1130	0.0851031
1131	1.04359
1132	0.229571
1133	0.099348
1134	0.00704713
1135	1.85249
1136	0.0347013
1137	2.26846
1138	0
1139	0.189686
1140	0.0801192
1141	0.203249
1142	0.5605
1143	1.93988
1144	0.353206
1145	0.249118
1146	1.21823
1147	0.0190873
1148	0.163691
1149	1.08173
1150	0.200391
1151	0.353041
1152	0.177489
1153	0.102691
1154	0.0327269
1155	9.44845
1156	0.301663
1157	0.105574
1158	0.0552947
1159	0.245178
1160	0.05836
1161	0.0530401
1162	0.0734454
1163	0.039522
1164	0.0496819
1165	0.0156194
1166	0.111247
1167	0.0278014
1168	0.0189778
1169	0.4538
1170	0.886217
1171	0.353026
1172	0.108452
1173	0.0795665
1174	0.00893144
1175	0.00292099
1176	0.0629532
1177	0.0286041
1178	0.224738
1179	0.309426
1180	0.000609124
1181	0.325887
1182	0.160553
1183	0.223652
1184	0.133908
1185	0.0562151
1186	0.565525
1187	0.211689
1188	0.420345
1189	0
1190	1.30933
1191	2.11332
1192	0.00593215
1193	0.891756
1194	0.149307
1195	14.2398
1196	0.164542
1197	1.67563
1198	0.0950337
1199	0.514174
1200	0.000269336
1201	0.494765
1202	0.00754745
1203	0.275539
1204	3.8372
1205	1.00906
1206	0.0201347
1207	0.0163944
1208	1.02802
1209	0.116666
1210	0.0276388
1211	0.635308
1212	0.0714093
1213	0.367178
1214	0.0111067
1215	0.797928
1216	0.0494466
1217	0
1218	0.589934
1219	0.0230936
1220	0.876035
1221	0.193843
1222	1.82569
1223	0.504512
1224	4.16426
1225	2.09222
1226	0.362253
1227	0.0632866
1228	1.9291
1229	0.840725
1230	0.0293098
1231	0.051182
1232	1.37831
1233	0.00205521
1234	0.923166
1235	0.0424863
1236	0.0685453
1237	0.0471501
1238	0.109518
1239	0.266867
1240	0.0539248
1241	0.864692
1242	0.328898
1243	0.243247
1244	0.747832
1245	0.104089
1246	1.69302
1247	0
1248	2.79591
1249	1.20162
1250	0.42199
1251	0.00396706
1252	0.19862
1253	0.835646
1254	0.72368
1255	0.0678985
1256	0
1257	0.436954
1258	0.443908
1259	2.05642
1260	0.111588
1261	0.0203292
1262	0.0777945
1263	0.00384966
1264	0.174828
1265	8.74336
1266	0.158179
1267	0.0114234
1268	0.0302161
1269	0.08302
1270	0.535346
1271	0.134798
1272	0.335064
1273	0.376295
1274	0.0576077
1275	0.529286
1276	0.080284
1277	0.0219673
1278	1.11726
1279	0.918539
1280	0.305308
1281	0.0483286
1282	0.115626
1283	0.0693244
1284	0
1285	0.478001
1286	0.739641
1287	0.3027
1288	0.0821779
1289	0.712116
1290	0.0441974
1291	1.40998
1292	0.134358
1293	5.24298
1294	0.850947
1295	0.385022
1296	0.0830417
1297	0.0291568
1298	0.000644706
1299	0.0424168
1300	0.445739
1301	0.0404548
1302	0.755478
1303	0.197105
1304	1.13973
1305	0.584333
1306	0.0761692
1307	0.0506605
1308	0.275433
1309	1.7118
1310	3.12045
1311	0.128733
1312	0.0187149
1313	0.0424301
1314	0.62498
1315	0.217713
1316	0.000386536
1317	0.534176
1318	1.09099
1319	0.103299
1320	0.32479
1321	0.121833
1322	0.238186
1323	0.150386
1324	2.61412
1325	0.0344623
1326	0.208192
1327	0.0235041
1328	0.114999
1329	0
1330	0.0972828
1331	0.027013
1332	0.0441239
1333	3.49403
1334	1.26448
1335	0.185274
1336	1.11051
1337	0.886027
1338	0.773983
1339	0.205334
1340	0.0749439
1341	0.066042
1342	0.117377
1343	4.01249
1344	0.0111071
1345	1.95991
1346	0.290435
1347	1.39063
1348	0
1349	0.0175891
1350	0.157693
1351	0.0150969
1352	0.437875
1353	0
1354	1.15901
1355	0.340925
1356	0.0145722
1357	0.226751
1358	0.0323018
1359	0.0111429
1360	1.11498
1361	0.0405407
1362	0
1363	0.0303709
1364	0.204386
1365	0.571989
1366	0.190109
1367	0.114042
1368	0.145236
1369	0.149531
1370	0.134282
1371	0.0843954
1372	0.648395
1373	9.02296
1374	0.356105
1375	0.013628
1376	0.429519
1377	0.123707
1378	0.0543442
1379	0.292768
1380	0.0540805
1381	0.00302139
1382	0.0396028
1383	0.0234261
1384	0.208147
1385	6.5197
1386	2.7254
1387	0.0769655
1388	0.208371
1389	0.177247
1390	0
1391	0.0340993
1392	0.124099
1393	1.22543
1394	1.65714
1395	0.575863
1396	0.332607
1397	1.27071
1398	0.462789
1399	0.106759
1400	0.216045
1401	0.033756
1402	0.102844
1403	1.92798
1404	0.0966192
1405	2.56049
1406	0.0915974
1407	0.018894
1408	0.0565926
1409	0.89783
1410	0.0495513
1411	0.203554
1412	0.0542861
1413	0
1414	1.42043
1415	0.429235
1416	0.0330082
1417	0.0264121
1418	2.32551
1419	2.23564
1420	15.5246
1421	0.477162
1422	0.117327
1423	0.263867
1424	2.57638
1425	0.0136923
1426	0.0313935
1427	0.365155
1428	0.17666
1429	0.0133288
1430	0.668906
1431	0.118129
1432	0.144812
1433	1.0575
1434	0.293735
1435	0.319651
1436	0.0405983
1437	0.0814122
1438	0.707182
1439	1.308
1440	0.257012
1441	0.0106164
1442	0.0976466
1443	0.0686934
1444	0.0132071
1445	0.192353
1446	0.116472
1447	0
1448	0.680009
1449	0.125097
1450	0.16605
1451	0.162489
1452	0.0211047
1453	0.270263
1454	0.136961
1455	4.86081
1456	0.237101
1457	0.500683
1458	0.224846
1459	0.799538
1460	0.028444
1461	0.11027
1462	0.152033
1463	0.156794
1464	0.0455555
1465	0.0991331
1466	1.7058
1467	0.0332664
1468	0.0452511
1469	0.562335
1470	0.13786
1471	0.49919
1472	1.20755
1473	0.6778
1474	0.284596
1475	3.62425
1476	0.147766
1477	1.31619
1478	0.0631305
1479	0.0072358
1480	0.142921
1481	0.163902
1482	0.0389769
1483	15.5808
1484	6.70634
1485	0.00692023
1486	0.980779
1487	0.770829
1488	0.114355
1489	0.102868
1490	0.159512
1491	0.271758
1492	0.210029
1493	0.198625
1494	0.417079
1495	0.0355678
1496	0.256911
1497	0.0531482
1498	0.265512
1499	4.08605
1500	0.431954
1501	1.03219
1502	0.279054
1503	2.87628
1504	0.150358
1505	0.233003
1506	0.0450536
1507	2.91896
1508	0.285751
1509	0.450516
1510	1.45512
1511	0.191409
1512	0.546106
1513	0.371174
1514	0.0632194
1515	0.180337
1516	1.3423
1517	0.994884
1518	0.0999305
1519	0.539829
1520	1.46568
1521	0.616626
1522	0.0492138
1523	0.311808
1524	0.00552799
1525	0.0841525
1526	0.0271975
1527	0
1528	0.0395253
1529	0.307526
1530	0.185708
1531	0.0752349
1532	0.469147
1533	0.46004
1534	0.162487
1535	7.22867e-06
1536	0.0438381
1537	0.341232
1538	1.06731
1539	0.0129661
1540	0.306771
1541	0.0594226
1542	0.184634
1543	0.193858
1544	0.147945
1545	0.0112425
1546	0.12733
1547	0.293526
1548	0.00659857
1549	0.104628
1550	0.338045
1551	0.0116946
1552	0.0181502
1553	0.117595
1554	0.593752
1555	0.198852
1556	1.12785
1557	0.272305
1558	0.0818738
1559	7.54621
1560	0.0204808
1561	2.26433
1562	3.20971
1563	0.177642
1564	0.0970084
1565	0.376746
1566	0.160767
1567	0.324991
1568	0.0108734
1569	0
1570	0.208838
1571	0.45938
1572	0
1573	0.0590662
1574	1.21297
1575	9.2915
1576	0.00680106
1577	0.244378
1578	0.0250324
1579	0.100547
1580	0.0316802
1581	0.305789
1582	0.169521
1583	0
1584	0.23369
1585	0.00684138
1586	0.0389576
1587	2.95529
1588	0.0294285
1589	0.0644627
1590	0.207084
1591	0.0205963
1592	0.105282
1593	0.0230854
1594	0.0898365
1595	1.30798
1596	0.0369461
1597	0.0851344
1598	0.447587
1599	0
1600	0.0977225
1601	0.0764674
1602	0.603802
1603	0.07593
1604	0.0190198
1605	0.548512
1606	0.0145479
1607	0.09497
1608	0.1469
1609	0.127748
1610	0.349519
1611	0.13622
1612	0.133629
1613	0.654565
1614	1.16993
1615	0.141269
1616	0.000482444
1617	0
1618	0.0781006
1619	0.00720938
1620	0.0165234
1621	0.785214
1622	0.1935
1623	0.0937927
1624	0.509935
1625	0.621332
1626	0.15048
1627	0.740285
1628	0
1629	0.0213187
1630	4.52354
1631	0.257063
1632	0.18044
1633	0.16447
1634	1.88336
1635	0.302457
1636	2.71012
1637	0.223338
1638	3.75032
1639	1.23078
1640	0.0174109
1641	0.0616184
1642	0.376085
1643	0.176981
1644	0.152139
1645	0.332835
1646	0.0139242
1647	0.110161
1648	0.0587802
1649	0.516013
1650	0.648844
1651	0.0395468
1652	0.120687
1653	0.0721988
1654	1.27602
1655	0.190777
1656	0.297328
1657	0.381416
1658	0.629394
1659	0
1660	0.124009
1661	0.522744
1662	0.0318081
1663	2.58783
1664	0.00117978
1665	0.363507
1666	0.177267
1667	0.0269032
1668	0.0282401
1669	1.5023
1670	0.0170036
1671	4.14267
1672	5.35827
1673	0.212892
1674	0.00559734
1675	0.00836386
1676	0.10484
1677	0
1678	0.120641
1679	6.45342
1680	0.107339
1681	0.0606279
1682	0.00394922
1683	0.0263504
1684	1.39579
1685	0.112461
1686	0.067452
1687	0.103007
1688	0.359816
1689	0
1690	0.134892
1691	0.451313
1692	1.02962
1693	0.0236474
1694	0.121713
1695	0.114989
1696	0.462812
1697	0.0184143
1698	0.0453818
1699	0.133526
1700	0.450192
1701	0.139396
1702	0.0552849
1703	0
1704	0.12911
1705	0.674577
1706	8.31832
1707	0.109946
1708	0.0715679
1709	0.0795028
1710	0
1711	0.0411595
1712	0.0272398
1713	9.21715
1714	0.315301
1715	0.0510366
1716	6.94099
1717	0.303223
1718	0.0884592
1719	0.0937424
1720	0.015921
1721	0.0212108
1722	0.185175
1723	0.079723
1724	0.213149
1725	0.464586
1726	0.0781717
1727	0.015429
1728	0.512908
1729	0.629595
1730	0.147964
1731	0.0194156
1732	0.16024
1733	1.58322
1734	3.13424
1735	0.0101858
1736	0.214942
1737	0.0871727
1738	0.116238
1739	0
1740	0.0292574
1741	0.256701
1742	0.0337052
1743	0.0482309
1744	0.149466
1745	0.0560276
1746	0.660148
1747	0.170439
1748	0.304665
1749	0.161935
1750	0.228061
1751	0.412473
1752	0.0749666
1753	3.90266
1754	0.0146647
1755	0.0241248
1756	0.336959
1757	0.0112626
1758	0.259467
1759	0.178312
1760	3.56489
1761	0.130257
1762	0.00962082
1763	0.0303266
1764	0
1765	0.0157376
1766	0.09707
1767	0.141105
1768	0.152611
1769	0.933599
1770	0.0816478
1771	0.475777
1772	0.418716
1773	0.0829097
1774	0.0445399
1775	0.129615
1776	0.0992145
1777	0.244245
1778	0.922666
1779	0.088774
1780	0.535135
1781	0.172804
1782	0.0929831
1783	0.0408833
1784	0.515708
1785	4.65766
1786	0.120054
1787	0.0209135
1788	0.0281899
1789	0.738779
1790	0.125639
1791	0.955033
1792	0.43263
1793	0.0394786
1794	0
1795	1.24558
1796	0.464062
1797	0.0333865
1798	0.330348
1799	0.111388
1800	0.0366546
1801	0.458813
1802	0.0302926
1803	0.135519
1804	0.137518
1805	0.00858081
1806	0.259503
1807	0.0556325
1808	4.54596
1809	0.129825
1810	0.467072
1811	0.311706
1812	2.12276
1813	0.813913
1814	0.0301593
1815	3.11574
1816	0.0849867
1817	0.221602
1818	0.0489062
1819	2.19095
1820	0.0192385
1821	0.0505099
