Gene	Num_of_events	Avg_total_elong_time(sec)	Num_elng_stall	Num_chx_stall
2093	26	33.6316	0	0
2094	47	169.639	0	0
2095	16	196.191	0	0
2096	45	52.4759	0	0
2097	88	184.107	1	0
2098	24	99.7315	0	0
2099	57	107.614	2	0
2100	494	21.3376	0	0
2101	258	36.3912	0	0
2102	18	243.93	1	0
2103	28	374.502	0	0
2104	38	103.961	0	0
2105	16	45.7992	0	0
2106	5	83.8738	0	0
2107	66	72.3827	0	0
2108	389	67.6302	0	0
2109	30	95.9653	0	0
2110	28	129.362	0	0
2111	85	32.0134	0	0
2112	27	64.0878	0	0
2113	13	115.243	0	0
2114	2572	40.6028	9	0
2115	145	41.1836	0	0
2116	31	127.689	0	0
2117	4619	40.007	11	0
2118	25	90.0046	0	0
2119	12	260.574	0	0
2120	68	52.6368	0	0
2121	140	97.327	1	0
2122	29	39.5062	0	0
2123	500	56.1066	1	0
2124	52	26.5677	0	0
2125	126	44.7575	0	0
2126	9546	13.6646	1	0
2127	1	101.339	0	0
2128	28	56.8807	0	0
2129	150	82.7662	0	0
2130	124	113.639	0	0
2131	102	52.6318	0	0
2132	58	48.7819	0	0
2133	29	16.4202	0	0
2134	402	52.4092	2	0
2135	81	64.0056	1	0
2136	14	92.3693	0	0
2137	3	122.938	0	0
2138	78	118.252	0	0
2139	41	99.896	0	0
2140	69	82.6661	0	0
2141	1826	43.7457	2	0
2142	33	45.9764	0	0
2143	31	87.2968	0	0
2144	32	159.384	0	0
2145	581	10.3387	1	0
2146	22	52.9975	0	0
2147	134	25.5834	0	0
2148	92	104.09	0	0
2149	15	64.1873	0	0
2150	22	42.6752	0	0
2151	498	13.0382	0	0
2152	26	30.6594	0	0
2153	67	96.5222	0	0
2154	190	35.9164	0	0
2155	136	23.2622	1	0
2156	5	205.615	0	0
2157	79	16.7241	0	0
2158	24	94.2147	0	0
2159	172	100.575	0	0
2160	211	27.0275	0	0
2161	16	159.281	0	0
2162	23	54.8237	0	0
2163	129	41.1609	0	0
2164	212	46.8737	1	0
2165	134	71.2504	1	0
2166	37	63.5841	1	0
2167	7	31.3999	0	0
2168	31	167.983	0	0
2169	61	24.7601	0	0
2170	115	192.889	2	0
2171	16	160.843	0	0
2172	309	68.7564	4	0
2173	124	45.0108	0	0
2174	142	52.1835	0	0
2175	53	91.7952	0	0
2176	62	139.121	0	0
2177	147	65.8418	0	0
2178	202	18.85	1	0
2179	582	47.5295	2	0
2180	30	80.6232	0	0
2181	454	42.6908	0	0
2182	120	51.1877	1	0
2183	20	85.5663	0	0
2184	20	121.487	0	0
2185	23	159.829	2	0
2186	41	172.9	0	0
2187	36	48.2276	0	0
2188	56	49.4922	0	0
2189	4542	15.9979	2	0
2190	8161	18.0403	2	0
2191	13	112.066	0	0
2192	51	110.018	0	0
2193	48	47.9059	0	0
2194	368	28.4795	1	0
2195	208	45.8012	2	0
2196	171	44.737	1	0
2197	200	29.3653	1	0
2198	16	103.943	0	0
2199	43	116.472	0	0
2200	27	125.708	0	0
2201	116	36.1803	0	0
2202	13	73.8144	0	0
2203	312	58.5996	0	0
2204	517	132.134	2	0
2205	297	44.9477	0	0
2206	31	50.6753	0	0
2207	1732	69.1029	3	0
2208	66	62.4515	1	0
2209	56	57.4406	1	0
2210	68	46.3646	0	0
2211	60	27.8556	0	0
2212	35	78.8314	0	0
2213	52	78.458	0	0
2214	52	108.383	0	0
2215	6	108.383	0	0
2216	94	47.2441	0	0
2217	429	43.0818	1	0
2218	37	131.509	0	0
2219	31	57.6304	0	0
2220	43	79.0165	0	0
2221	79	23.037	0	0
2222	25	114.534	0	0
2223	106	58.8744	0	0
2224	32	82.9691	0	0
2225	30	118.151	0	0
2226	138	54.8978	0	0
2227	12	123.882	0	0
2228	33	119.951	0	0
2229	303	133.526	1	0
2230	50	60.6012	1	0
2231	299	25.1546	0	0
2232	40	165.421	0	0
2233	10	40.3906	0	0
2234	68	43.9822	0	0
2235	95	219.299	1	0
2236	299	50.0021	1	0
2237	79	63.2653	0	0
2238	339	31.5221	1	0
2239	53	57.5134	1	0
2240	71	95.2942	1	0
2241	18	74.1892	0	0
2242	1211	49.0397	3	0
2243	222	41.5958	0	0
2244	361	131.893	0	0
2245	137	189.267	1	0
2246	198	35.3598	0	0
2247	54	163.117	0	0
2248	21	385.74	1	0
2249	83	83.9018	0	0
2250	15	37.6303	0	0
2251	9486	15.022	12	0
2252	6	53.4044	0	0
2253	40	80.1094	0	0
2254	73	65.2614	1	0
2255	54	141.989	0	0
2256	537	21.5265	0	0
2257	35	38.3782	0	0
2258	112	122.756	0	0
2259	443	77.21	1	0
2260	150	122.328	3	0
2261	24	105.563	0	0
2262	120	58.4829	0	0
2263	8	94.5057	0	0
2264	12	194.697	0	0
2265	17	255.46	0	0
2266	44	98.1512	0	0
2267	21	170.999	0	0
2268	41	48.8779	0	0
2269	30	80.1583	0	0
2270	84	69.5137	1	0
2271	29	98.0222	0	0
2272	13	179.336	0	0
2273	205	28.5738	0	0
2274	45	35.063	0	0
2275	9	228.671	1	0
2276	138	31.8073	1	0
2277	159	60.8344	0	0
2278	154	41.6939	1	0
2279	12	152.756	0	0
2280	83	117.828	0	0
2281	45	66.9738	0	0
2282	45	26.67	0	0
2283	114	236.245	0	0
2284	27	123.589	0	0
2285	96	64.2281	1	0
2286	54	21.8086	0	0
2287	53	97.8043	0	0
2288	152	57.0127	0	0
2289	512	69.5913	1	0
2290	18	55.0915	0	0
2291	56	25.9856	0	0
2292	66	36.0485	0	0
2293	42	47.9525	0	0
2294	39	62.0263	0	0
2295	453	24.47	0	0
2296	8	177.768	0	0
2297	40	33.7589	0	0
2298	36	63.7078	0	0
2299	62	55.0995	0	0
2300	40	44.9707	0	0
2301	89	176.225	1	0
2302	41	49.6662	0	0
2303	106	36.686	0	0
2304	123	46.6951	0	0
2305	844	22.0657	3	0
2306	213	33.3891	0	0
2307	465	31.0771	1	0
2308	388	68.6288	2	0
2309	65	21.4641	0	0
2310	67	40.9985	0	0
2311	33	349.877	0	0
2312	66	51.26	0	0
2313	565	73.8329	3	0
2314	166	95.5663	1	0
2315	100	29.1575	0	0
2316	1045	88.3183	3	0
2317	24	84.5418	0	0
2318	806	68.7069	4	0
2319	13	91.945	0	0
2320	35	112.558	0	0
2321	177	189.612	0	0
2322	40	57.9808	0	0
2323	323	30.4685	0	0
2324	25	92.7494	0	0
2325	1854	40.1236	3	0
2326	29	145.481	0	0
2327	63	34.0535	0	0
2328	60	49.6535	0	0
2329	125	110.281	1	0
2330	1259	62.6909	4	0
2331	43	38.7453	0	0
2332	89	68.0427	0	0
2333	62	262.148	1	0
2334	50	222.515	0	0
2335	20	74.0346	0	0
2336	26	63.7496	0	0
2337	17	143.954	0	0
2338	43	67.8555	0	0
2339	14	65.3191	1	0
2340	167	140.866	0	0
2341	42	138.125	0	0
2342	110	60.8381	0	0
2343	142	74.0175	1	0
2344	482	36.6558	0	0
2345	14	131.582	0	0
2346	36	109.659	0	0
2347	27	88.7105	0	0
2348	42	70.016	0	0
2349	198	59.8481	0	0
2350	84	114.38	0	0
2351	28	145.267	0	0
2352	359	16.6764	2	0
2353	114	52.5719	0	0
2354	168	31.8167	0	0
2355	60	44.8139	0	0
2356	44	41.4362	0	0
2357	82	92.1845	0	0
2358	37	139.509	0	0
2359	12	97.9907	0	0
2360	89	37.6157	0	0
2361	44	108.651	0	0
2362	33	182.596	0	0
2363	130	192.755	1	0
2364	200	153.685	1	0
2365	105	36.8657	2	0
2366	1167	136.296	11	0
2367	79	79.4153	1	0
2368	60	110.638	1	0
2369	6	114.134	0	0
2370	29	176.646	0	0
2371	14	92.6884	0	0
2372	79	119.593	0	0
2373	27	45.8431	0	0
2374	25	116.649	0	0
2375	49	80.5457	0	0
2376	9	194.348	0	0
2377	15	114.044	0	0
2378	46	136.783	0	0
2379	8	243.977	0	0
2380	245	23.6948	0	0
2381	354	33.2213	1	0
2382	78	165.004	1	0
2383	17	120.725	0	0
2384	12	107.213	0	0
2385	60	107.193	0	0
2386	11	132.485	0	0
2387	12	100.002	0	0
2388	157	23.24	0	0
2389	20	61.4065	0	0
2390	82	268.188	1	0
2391	27	98.4111	1	0
2392	347	72.6778	1	0
2393	44	124.42	0	0
2394	193	44.9415	1	0
2395	24	41.2816	0	0
2396	345	47.2102	1	0
2397	12	48.2406	0	0
2398	658	27.1517	1	0
2399	463	23.9143	0	0
2400	429	74.3329	1	0
2401	335	25.8343	0	0
2402	94	58.5712	0	0
2403	35	52.87	0	0
2404	17	99.7571	0	0
2405	75	9.00561	0	0
2406	107	102.029	1	0
2407	17	196.925	0	0
2408	693	255.747	8	0
2409	74	58.7506	0	0
2410	14	120.721	0	0
2411	611	9.74902	1	0
2412	84	59.8461	0	0
2413	126	68.8498	0	0
2414	17944	5.90465	2	0
2415	29	61.2801	0	0
2416	23	64.9749	0	0
2417	383	36.8661	1	0
2418	34	145.595	1	0
2419	498	25.0737	1	0
2420	53	21.8498	0	0
2421	396	37.9494	1	0
2422	87	87.8849	1	0
2423	14	65.7238	0	0
2424	408	35.3524	0	0
2425	40	109.118	1	0
2426	419	22.3721	0	0
2427	57	157.776	0	0
2428	46	71.8583	0	0
2429	51	113.208	1	0
2430	69	136.15	1	0
2431	4432	19.7726	8	0
2432	11	40.0908	0	0
2433	22	91.4587	0	0
2434	13	99.5219	0	0
2435	107	58.9074	1	0
2436	58	137.574	0	0
2437	620	11.5686	0	0
2438	1202	39.5746	1	0
2439	20	122.094	0	0
2440	20	38.4954	0	0
2441	341	54.2808	0	0
2442	358	76.5862	2	0
2443	284	19.8219	0	0
2444	472	45.7515	0	0
2445	116	131.422	0	0
2446	7478	13.0755	3	0
2447	369	39.8459	1	0
2448	330	17.4438	0	0
2449	50	49.554	0	0
2450	16	110.733	0	0
2451	127	63.5857	0	0
2452	134	22.3812	1	0
2453	5	51.0501	2	0
2454	232	89.4086	0	0
2455	19	125.257	0	0
2456	53063	3.29441	14	0
2457	23781	8.51667	6	0
2458	168	36.5321	1	0
2459	23	71.3128	0	0
2460	64	91.2839	0	0
2461	350	52.115	0	0
2462	40	195.203	0	0
2463	81	132.226	0	0
2464	262	96.2473	0	0
2465	97	94.9488	0	0
2466	35	40.1757	0	0
2467	19	129.756	0	0
2468	174	8.90267	0	0
2469	18	127.198	0	0
2470	32	327.173	0	0
2471	51	53.9338	0	0
2472	8	106.422	0	0
2473	10	47.64	0	0
2474	148	119.635	1	0
2475	800	31.6392	1	0
2476	124	34.6211	0	0
2477	72	100.363	0	0
2478	209	93.6559	0	0
2479	17	86.5531	0	0
2480	81	12.8072	0	0
2481	94	115.221	1	0
2482	36	72.5888	0	0
2483	1605	30.2408	4	0
2484	13	54.8768	0	0
2485	182	17.6132	0	0
2486	51	58.0704	0	0
2487	47	43.4137	0	0
2488	13	36.1695	0	0
2489	170	74.7926	0	0
2490	806	26.5937	2	0
2491	97	82.8737	0	0
2492	1104	61.6368	1	0
2493	215	31.0493	0	0
2494	18	72.4204	0	0
2495	48	54.7403	0	0
2496	152	17.3836	0	0
2497	233	38.3154	1	0
2498	501	26.0651	1	0
2499	49	131.532	0	0
2500	43	243.662	1	0
2501	139	54.6669	1	0
2502	26	226.036	0	0
2503	77	23.1558	0	0
2504	15	187.793	0	0
2505	10	149.545	0	0
2506	7	184.541	0	0
2507	28	121.834	0	0
2508	58	196.639	0	0
2509	76	117.754	0	0
2510	62	58.1087	0	0
2511	209	22.5624	0	0
2512	3608	55.4031	4	0
2513	67	117.149	0	0
2514	556	12.1788	0	0
2515	93	84.9069	0	0
2516	42	44.0494	0	0
2517	116	73.9188	1	0
2518	50	93.8791	0	0
2519	35	85.7524	0	0
2520	26	80.9154	2	0
2521	70	23.729	0	0
2522	34	45.6482	0	0
2523	38	32.96	0	0
2524	63	28.5421	0	0
2525	59	125.897	0	0
2526	157	58.4024	1	0
2527	4	156.637	0	0
2528	38	76.4108	0	0
2529	220	18.1288	0	0
2530	690	72.2937	2	0
2531	453	58.0144	1	0
2532	14	405.302	0	0
2533	90	22.6543	0	0
2534	157	46.8471	0	0
2535	793	25.8234	0	0
2536	762	35.5598	3	0
2537	293	59.8413	0	0
2538	106	35.0682	0	0
2539	73	36.7324	0	0
2540	178	59.0695	0	0
2541	282	60.4918	0	0
2542	557	34.7757	0	0
2543	58	77.5532	0	0
2544	66	62.7659	1	0
2545	77	17.4845	0	0
2546	56	57.4977	0	0
2547	30	75.8574	0	0
2548	409	17.7825	0	0
2549	276	23.3422	0	0
2550	363	42.9392	0	0
2551	16	146.984	0	0
2552	20	198.507	0	0
2553	62	177.628	0	0
2554	89	236.106	1	0
2555	53	53.3576	0	0
2556	26	49.8803	0	0
2557	12006	8.59276	9	0
2558	63	39.8422	0	0
2559	48	27.8977	0	0
2560	18	96.7837	0	0
2561	67	36.8014	0	0
2562	43	56.4273	0	0
2563	88	45.4005	1	0
2564	40	33.229	0	0
2565	112	98.1744	0	0
2566	6669	17.4145	9	0
2567	1792	38.7357	4	0
2568	16	134.717	0	0
2569	152	144.392	1	0
2570	25	106.586	0	0
2571	47	46.3923	0	0
2572	44	40.0343	0	0
2573	9	22.3286	0	0
2574	54	47.724	0	0
2575	57	51.8444	0	0
2576	362	61.8565	0	0
2577	242	30.6897	0	0
2578	10	118.051	0	0
2579	22	23.8693	0	0
2580	1290	51.1898	2	0
2581	36	72.4088	0	0
2582	34173	14.4362	19	0
2583	147	67.9246	0	0
2584	156	62.8315	0	0
2585	27	136.294	0	0
2586	28	233.946	0	0
2587	41	60.4343	0	0
2588	23	103.871	0	0
2589	129	86.8093	0	0
2590	70	168.736	0	0
2591	277	24.6257	0	0
2592	14	40.4	0	0
2593	355	13.8043	0	0
2594	14	85.6409	0	0
2595	127	181.618	0	0
2596	23	240.725	0	0
2597	2778	34.9515	5	0
2598	38	270.436	0	0
2599	17	58.5139	0	0
2600	127	53.0059	0	0
2601	287	97.4026	2	0
2602	191	39.5268	0	0
2603	35	69.5789	0	0
2604	1298	50.7746	3	0
2605	40	34.478	0	0
2606	161	26.4004	0	0
2607	138	41.339	0	0
2608	186	22.3834	0	0
2609	115	63.6257	0	0
2610	73	94.5989	0	0
2611	72	15.1711	0	0
2612	296	41.7223	1	0
2613	232	59.6149	0	0
2614	748	27.8939	0	0
2615	100	237.99	0	0
2616	26	61.5927	0	0
2617	25	98.583	1	0
2618	352	27.2825	0	0
2619	59	266.265	0	0
2620	20	141.193	0	0
2621	550	22.2652	2	0
2622	16	102.626	0	0
2623	97	21.7579	0	0
2624	141	53.2905	0	0
2625	79	53.5523	0	0
2626	28	172.466	0	0
2627	119	68.6416	0	0
2628	47	137.74	0	0
2629	188	54.2259	1	0
2630	618	29.0515	1	0
2631	36	101.847	0	0
2632	45	68.7595	0	0
2633	88	66.5662	0	0
2634	279	93.3836	0	0
2635	96	110.786	2	0
2636	36	177.326	0	0
2637	280	34.7723	0	0
2638	17	139.073	0	0
2639	1224	59.1848	3	0
2640	15	214.15	0	0
2641	211	75.901	2	0
2642	162	37.2972	0	0
2643	125	37.0204	1	0
2644	30	62.4009	0	0
2645	74	61.5844	0	0
2646	117	91.0384	3	0
2647	330	54.4209	1	0
2648	15	90.6684	0	0
2649	6	117.825	0	0
2650	86	38.3983	0	0
2651	62	54.621	1	0
2652	15	60.0858	0	0
2653	195	13.0155	0	0
2654	1149	108.809	8	0
2655	11	42.4778	0	0
2656	18327	11.5662	10	0
2657	47	167.638	1	0
2658	136	21.7298	0	0
2659	53	67.2059	0	0
2660	65123	23.8032	45	0
2661	133	20.3889	0	0
2662	42	96.7601	1	0
2663	352	24.3222	0	0
2664	23	154.819	0	0
2665	256	31.4344	0	0
2666	886	19.3303	0	0
2667	45	163.802	0	0
2668	182	14.3591	1	0
2669	356	25.2159	0	0
2670	44	130.944	0	0
2671	143	133.753	0	0
2672	41	90.4093	0	0
2673	16	70.0956	0	0
2674	452	51.7992	0	0
2675	11	121.174	0	0
2676	83	113.07	0	0
2677	588	52.5856	3	0
2678	5837	35.346	8	0
2679	37	61.7826	0	0
2680	160	20.0156	1	0
2681	351	37.8557	1	0
2682	30	26.072	0	0
2683	78	35.9039	0	0
2684	54	98.7168	0	0
2685	40	85.6043	0	0
2686	75	48.0724	0	0
2687	12	177.864	0	0
2688	130	48.8742	0	0
2689	37	46.746	0	0
2690	910	29.5221	2	0
2691	16207	6.56281	2	0
2692	8	63.8836	0	0
2693	172	40.2466	0	0
2694	130	85.3641	0	0
2695	41	244.729	0	0
2696	199	68.389	0	0
2697	277	81.1407	1	0
2698	28	192.823	0	0
2699	34	76.1134	0	0
2700	40	69.8161	0	0
2701	18	77.504	0	0
2702	17	51.7342	0	0
2703	96	104.135	0	0
2704	170	58.4683	0	0
2705	59	53.607	0	0
2706	41	89.7957	0	0
2707	2082	23.5935	4	0
2708	174	37.6099	0	0
2709	382	44.108	2	0
2710	21	131.135	0	0
2711	316	26.5234	1	0
2712	27	88.3857	0	0
2713	66	103.06	0	0
2714	139	92.982	2	0
2715	447	73.0946	0	0
2716	255	49.8548	0	0
2717	61	194.329	0	0
2718	131	37.4163	0	0
2719	7	80.2736	0	0
2720	25	122.876	1	0
2721	70	110.962	0	0
2722	219	18.9646	0	0
2723	250	17.8581	0	0
2724	107	17.6621	0	0
2725	44	81.1087	0	0
2726	233	30.8785	0	0
2727	541	31.7424	3	0
2728	183	65.9594	1	0
2729	53	30.1342	0	0
2730	813	60.8324	5	0
2731	84	125.908	0	0
2732	47	86.0525	1	0
2733	44	59.5871	0	0
2734	237	38.462	1	0
2735	148	54.7517	1	0
2736	52873	16.7112	30	0
2737	118	36.18	0	0
2738	12	104.624	0	0
2739	5176	9.05283	6	0
2740	270	118.014	2	0
2741	76	35.8705	0	0
2742	350	24.3505	0	0
2743	51	76.8497	0	0
2744	83	136.146	0	0
2745	204	56.167	1	0
2746	89	22.2428	0	0
2747	23	119.901	0	0
2748	31	21.54	1	0
2749	16	154.419	0	0
2750	431	52.4274	0	0
2751	52	171.143	0	0
2752	57	105.099	0	0
2753	59	85.6355	0	0
2754	10	150.106	0	0
2755	25	77.6681	0	0
2756	94	112.432	2	0
2757	16333	12.2912	8	0
2758	553	49.4619	1	0
2759	1299	212.501	10	0
2760	63	52.7206	0	0
2761	174	67.5549	0	0
2762	82	103.402	1	0
2763	132	28.1549	0	0
2764	109	65.6561	0	0
2765	571	28.3446	0	0
2766	129	88.9793	0	0
2767	994	17.2782	2	0
2768	63	51.0879	0	0
2769	52	71.2429	0	0
2770	109	57.2049	0	0
2771	695	28.8194	1	0
2772	8	171.268	0	0
2773	27	111.166	0	0
2774	12	176.14	0	0
2775	10	386.773	0	0
2776	53	101.781	0	0
2777	88	165.572	0	0
2778	94	48.8827	0	0
2779	368	46.0711	0	0
2780	18	51.3592	0	0
2781	122	209.381	2	0
2782	915	135.533	5	0
2783	157	74.2712	1	0
2784	326	84.9297	1	0
2785	48	117.083	2	0
2786	112	33.4206	1	0
2787	150	190.616	0	0
2788	1287	40.3627	3	0
2789	110	58.5457	0	0
2790	14	69.1029	0	0
2791	6	118.784	0	0
2792	603	99.003	1	0
2793	107	83.6137	0	0
2794	162	67.3042	0	0
2795	12	64.8382	0	0
2796	143	40.5745	0	0
2797	98	35.8377	0	0
2798	82	93.0927	1	0
2799	20	132.899	0	0
2800	24	127.267	1	0
2801	143	53.4092	0	0
2802	445	43.4463	0	0
2803	1014	30.102	5	0
2804	85	83.3599	1	0
2805	41	82.9322	0	0
2806	85	105.912	2	0
2807	56	113.838	0	0
2808	51	25.64	0	0
2809	40	150.62	0	0
2810	57	54.6192	0	0
2811	18	85.7242	0	0
2812	56	115.555	0	0
2813	162	43.353	0	0
2814	229	48.8414	0	0
2815	45	128.334	1	0
2816	39	159.216	0	0
2817	55	120.165	0	0
2818	112	47.9501	0	0
2819	53	258.188	0	0
2820	237	34.0389	0	0
2821	35	107.074	0	0
2822	32	46.9573	0	0
2823	99	65.7669	1	0
2824	52	74.0768	1	0
2825	10	37.4457	0	0
2826	3996	32.9407	7	0
2827	796	39.5525	1	0
2828	20	80.1995	0	0
2829	44	39.5245	0	0
2830	61	43.0365	0	0
2831	362	74.1465	3	0
2832	127	27.4331	0	0
2833	0	nan	0	0
2834	9	68.8361	0	0
2835	62	44.8808	0	0
2836	9	706.883	0	0
2837	45	53.4328	0	0
2838	140	90.9587	0	0
2839	7798	7.52104	2	0
2840	6	92.6182	0	0
2841	62	43.4565	0	0
2842	8	69.1572	0	0
2843	115	45.5344	0	0
2844	41	83.7977	0	0
2845	17	129.956	0	0
2846	404	32.3932	0	0
2847	241	55.4953	1	0
2848	32	111.347	0	0
2849	137	32.998	0	0
2850	18	97.5079	0	0
2851	147	53.6743	0	0
2852	356	48.185	2	0
2853	156	87.5372	0	0
2854	259	21.7798	0	0
2855	54	49.2253	1	0
2856	50	54.057	0	0
2857	43	70.4609	0	0
2858	42	91.7239	1	0
2859	58	120.226	0	0
2860	284	44.6792	2	0
2861	475	42.0137	0	0
2862	89	187.398	0	0
2863	49	21.8675	1	0
2864	162	92.229	3	0
2865	72	32.2448	0	0
2866	22	174.977	0	0
2867	13	54.3567	0	0
2868	75	49.0272	1	0
2869	36	156.788	0	0
2870	92	119.354	1	0
2871	18	45.985	0	0
2872	551	62.399	5	0
2873	342	77.53	0	0
2874	72	285.889	0	0
2875	198	15.5623	0	0
2876	30	186.663	0	0
2877	24	110.081	0	0
2878	7	133.08	0	0
2879	114	61.6075	1	0
2880	14	111.358	0	0
2881	160	115.772	0	0
2882	14	76.0355	0	0
2883	5	167.068	0	0
2884	44	105.188	2	0
2885	65	73.8707	0	0
2886	8	118.547	0	0
2887	148	103.857	0	0
2888	351	8.43324	0	0
2889	124	80.1187	0	0
2890	190	69.1334	0	0
2891	75	97.762	0	0
2892	125	134.19	1	0
2893	227	19.2257	0	0
2894	91	248.256	0	0
2895	1082	67.7942	6	0
2896	12	18.3233	0	0
2897	32	118.152	0	0
2898	172	223.498	1	0
2899	88	69.2645	1	0
2900	191	46.1786	0	0
2901	567	108.798	2	0
2902	129	39.6362	0	0
2903	117	83.9279	2	0
2904	116	123.827	0	0
2905	85	148.561	0	0
2906	48	123.425	0	0
2907	10	43.1041	0	0
2908	80	116.868	0	0
2909	80	103.444	0	0
2910	96	83.87	0	0
2911	95	51.0099	0	0
2912	85	467.482	2	0
2913	68	39.9618	0	0
2914	31	104.217	0	0
2915	91	236.782	0	0
2916	33	31.4226	0	0
2917	5753	12.7362	7	0
2918	18	123.184	0	0
2919	9	140.007	0	0
2920	9	84.0947	0	0
2921	69	96.0993	0	0
2922	49	97.3909	0	0
2923	78	51.5832	0	0
2924	11	82.2974	0	0
2925	16	148.067	0	0
2926	118	102.383	0	0
2927	91	45.9117	1	0
2928	32	76.7859	0	0
2929	30	126.109	0	0
2930	31	58.8867	0	0
2931	239	24.5605	0	0
2932	676	19.0958	3	0
2933	79	37.1699	0	0
2934	3	144.746	0	0
2935	20	79.384	0	0
2936	32	34.2042	0	0
2937	420	46.7814	1	0
2938	87	57.3147	0	0
2939	77	62.9658	0	0
2940	53	83.9078	0	0
2941	84	26.7349	1	0
2942	23	39.882	0	0
2943	54	82.2358	0	0
2944	14	298.338	0	0
2945	217	44.5825	2	0
2946	86	55.6194	0	0
2947	896	58.18	2	0
2948	391	85.9167	1	0
2949	66	190.889	0	0
2950	101	78.8003	0	0
2951	116	63.7971	0	0
2952	13	116.214	0	0
2953	77	30.6101	0	0
2954	558	8.41651	0	0
2955	69	165.777	0	0
2956	67	36.6614	0	0
2957	77	32.3797	0	0
2958	3791	8.96156	1	0
2959	88985	36.3073	54	0
2960	65	148.496	0	0
2961	15	114.311	0	0
2962	105	68.8754	0	0
2963	233	25.284	0	0
2964	168	35.5094	0	0
2965	125	39.954	0	0
2966	63	106.367	0	0
2967	1019	52.2093	2	0
2968	42	135.29	0	0
2969	2852	40.0499	5	0
2970	83	41.6197	0	0
2971	1410	68.7298	5	0
2972	23490	7.64625	2	0
2973	21	61.3856	0	0
2974	114	50.9633	0	0
2975	229	28.6517	0	0
2976	240	24.7633	1	0
2977	14	165.003	0	0
2978	57	26.2569	0	0
2979	96	106.141	0	0
2980	25	59.8811	0	0
2981	43	169.65	0	0
2982	18	121.175	0	0
2983	27	36.7911	0	0
2984	231	27.9395	2	0
2985	28823	15.4869	9	0
2986	34	94.1432	0	0
2987	118	33.8177	1	0
2988	92	56.1299	0	0
2989	35	78.1905	0	0
2990	57	60.5044	0	0
2991	284	89.3614	1	0
2992	24	211.54	0	0
2993	39	78.003	0	0
2994	11	229.085	0	0
2995	2	471.192	0	0
2996	100	96.9217	1	0
2997	113	82.512	0	0
2998	83	69.5425	0	0
2999	22	57.5843	1	0
3000	3	136.047	0	0
3001	126	43.2714	0	0
3002	57	88.869	1	0
3003	33	144.637	0	0
3004	54	185.108	1	0
3005	22	54.9691	0	0
3006	6	104.212	0	0
3007	47	72.1061	1	0
3008	72	18.9567	0	0
3009	487	55.7433	0	0
3010	37	50.9118	0	0
3011	13	102.87	0	0
3012	81	23.7118	0	0
3013	9	68.504	0	0
3014	104	755.706	1	0
3015	28	67.6655	0	0
3016	38	76.246	0	0
3017	26294	16.0797	45	0
3018	49657	9.4539	16	0
3019	187	65.2845	0	0
3020	58	115.901	0	0
3021	35	137.364	0	0
3022	19	81.692	0	0
3023	57	112.171	0	0
3024	148	34.5727	0	0
3025	80	32.5162	0	0
3026	136	94.3055	1	0
3027	28	91.4055	0	0
3028	95	42.6324	0	0
3029	28	142.885	0	0
3030	25	45.6658	0	0
3031	139	137.198	0	0
3032	37	72.9106	0	0
3033	55	133.63	0	0
3034	20	48.3983	0	0
3035	68	96.8236	0	0
3036	5	123.121	0	0
3037	105	47.3711	0	0
3038	12	71.5917	0	0
3039	31	155.646	0	0
3040	36	115.189	0	0
3041	5	62.6802	0	0
3042	17	68.3306	0	0
3043	22	106.025	0	0
3044	115	119.058	0	0
3045	11	37.3691	0	0
3046	49	41.1667	0	0
3047	38	11.993	0	0
3048	113	19.5645	0	0
3049	75	145.649	0	0
3050	35	119.226	0	0
3051	14822	20.2617	16	0
3052	61	57.0681	0	0
3053	18	91.3162	0	0
3054	1348	70.6898	4	0
3055	156	17.2261	0	0
3056	89	69.1765	0	0
3057	34	37.5364	0	0
3058	42	121.078	0	0
3059	41	36.4418	0	0
3060	118	27.0473	0	0
3061	405	42.2641	0	0
3062	48	112.458	0	0
3063	1359	50.6779	1	0
3064	15	143.53	0	0
3065	27	112.745	0	0
3066	105	33.7077	0	0
3067	1126	29.7304	2	0
3068	2034	35.9636	3	0
3069	140	55.3561	0	0
3070	128	121.762	0	0
3071	63	83.7972	0	0
3072	18632	7.10252	1	0
3073	517	37.0135	4	0
3074	67	171.44	0	0
3075	53	112.127	0	0
3076	48	200.654	0	0
3077	43	84.0217	0	0
3078	82	67.5506	0	0
3079	1482	28.667	4	0
3080	148	30.0295	0	0
3081	109	43.1447	0	0
3082	120	60.6738	0	0
3083	278	72.5012	0	0
3084	1297	53.7294	1	0
3085	126	51.0108	0	0
3086	342	16.7931	0	0
3087	137	38.7638	0	0
3088	197	67.1429	0	0
3089	172	20.6305	0	0
3090	63	56.7856	1	0
3091	217	108.315	0	0
3092	40	132.311	0	0
3093	423	36.5752	1	0
3094	105	48.3678	0	0
3095	40	74.5019	0	0
3096	40	33.396	0	0
3097	65	76.7788	0	0
3098	26	67.949	0	0
3099	279	106.888	1	0
3100	63	60.0892	0	0
3101	1437	46.4723	4	0
3102	34	27.038	0	0
3103	29	129.336	0	0
3104	219	54.0029	1	0
3105	242	33.3599	1	0
3106	200	121.992	0	0
3107	28	160.475	0	0
3108	34	64.3514	0	0
3109	121	63.0251	0	0
3110	51	61.0016	0	0
