Gene	Num_of_events	Avg_total_elong_time(sec)	Num_elng_stall	Num_chx_stall
1079	133	80.0122	2	0
1080	52	53.786	0	0
1081	22	123.866	0	0
1082	68	25.5247	0	0
1083	11	59.7352	0	0
1084	49	96.0257	0	0
1085	183	28.9735	0	0
1086	34	233.252	0	0
1087	8	119.196	0	0
1088	82	77.5053	0	0
1089	213	63.2708	2	0
1090	117	68.5672	1	0
1091	105	102.038	0	0
1092	93	21.9487	0	0
1093	1025	21.1964	2	0
1094	86	94.2223	0	0
1095	88	504.949	1	0
1096	41	116.143	1	0
1097	6	68.1453	0	0
1098	92	54.7538	0	0
1099	151	13.0837	1	0
1100	3823	3.44834	2	0
1101	209	28.5365	0	0
1102	101	83.0525	0	0
1103	44	224.734	0	0
1104	42	60.7795	0	0
1105	3	146.976	0	0
1106	105	35.3134	0	0
1107	93	28.7339	0	0
1108	55	74.6994	0	0
1109	7514	11.534	3	0
1110	72	46.5588	0	0
1111	44	74.2802	0	0
1112	17	155.419	0	0
1113	153	48.0004	1	0
1114	214	91.4177	1	0
1115	17	37.0314	0	0
1116	11	102.7	0	0
1117	50	55.0747	0	0
1118	285	88.9347	1	0
1119	94	34.0023	1	0
1120	382	52.3791	0	0
1121	85	97.7631	0	0
1122	17	134.017	0	0
1123	85	38.2529	1	0
1124	40	104.404	1	0
1125	55	47.2555	0	0
1126	32	128.98	0	0
1127	123	48.6654	0	0
1128	248	20.2042	0	0
1129	111	61.4401	0	0
1130	18	170.157	0	0
1131	273	83.825	1	0
1132	151	84.9534	0	0
1133	50	65.7348	0	0
1134	17	121.535	0	0
1135	11889	7.14589	1	0
1136	37	88.749	0	0
1137	1308	35.4254	0	0
1138	7	48.2367	0	0
1139	67	125.456	1	0
1140	33	95.1063	1	0
1141	56	172.836	1	0
1142	346	95.2509	3	0
1143	2150	13.3195	0	0
1144	217	25.8268	0	0
1145	120	36.2267	0	0
1146	1005	18.7327	1	0
1147	41	79.9549	0	0
1148	77	64.9085	0	0
1149	254	73.9461	2	0
1150	141	67.2114	0	0
1151	120	69.1256	0	0
1152	298	18.0344	0	0
1153	24	129.215	0	0
1154	20	74.5507	0	0
1155	33545	4.89263	6	0
1156	205	13.3475	5	0
1157	58	62.4784	0	0
1158	53	69.9261	0	0
1159	381	19.2478	0	0
1160	55	55.9601	0	0
1161	34	54.2349	0	0
1162	68	65.7663	0	0
1163	83	26.4025	0	0
1164	31	68.6014	0	0
1165	29	37.3765	0	0
1166	34	80.5361	0	0
1167	66	24.0205	1	0
1168	36	49.7313	0	0
1169	492	30.7635	2	0
1170	403	65.2748	1	0
1171	333	16.7054	1	0
1172	22	65.3893	0	0
1173	26	51.408	0	0
1174	37	54.6931	0	0
1175	41	39.0279	0	0
1176	20	101.321	0	0
1177	78	32.6396	0	0
1178	196	75.0674	0	0
1179	95	81.7502	0	0
1180	14	84.151	0	0
1181	7998	4.01235	0	0
1182	71	59.7761	0	0
1183	87	51.4632	0	0
1184	122	40.3126	1	0
1185	26	94.7603	1	0
1186	690	10.2696	0	0
1187	111	218.511	1	0
1188	306	24.6666	0	0
1189	6	191.168	0	0
1190	2762	10.0359	0	0
1191	4726	14.9228	2	0
1192	51	49.5358	0	0
1193	313	146.444	3	0
1194	41	146.888	0	0
1195	22986	11.203	18	0
1196	91	82.3742	0	0
1197	554	56.295	1	0
1198	113	39.1226	0	0
1199	361	62.658	0	0
1200	17	80.4457	0	0
1201	201	67.8035	0	0
1202	37	154.384	0	0
1203	197	30.4331	0	0
1204	1401	46.9388	3	0
1205	470	56.9551	1	0
1206	63	25.1519	0	0
1207	33	60.2094	0	0
1208	1249	27.6499	1	0
1209	57	81.9385	0	0
1210	16	111.52	0	0
1211	124	157.795	1	0
1212	66	58.8596	0	0
1213	130	95.1568	1	0
1214	48	15.9591	0	0
1215	297	78.1664	1	0
1216	19	159.703	0	0
1217	9	99.4628	0	0
1218	193	74.8452	1	0
1219	7	81.0601	0	0
1220	286	86.803	0	0
1221	172	27.1479	0	0
1222	876	66.3766	1	0
1223	106	115.411	1	0
1224	737	34.3661	6	0
1225	767	51.8385	2	0
1226	197	37.942	0	0
1227	32	107.649	0	0
1228	386	71.8295	3	0
1229	497	24.4383	1	0
1230	16	82.3766	0	0
1231	29	215.958	0	0
1232	2452	13.8322	1	0
1233	43	37.8086	0	0
1234	846	27.3517	1	0
1235	18	178.035	0	0
1236	41	86.9994	0	0
1237	23	106.707	0	0
1238	122	55.8342	0	0
1239	68	122.32	0	0
1240	63	48.3597	1	0
1241	1164	13.9946	1	0
1242	139	83.6041	0	0
1243	55	90.0886	0	0
1244	309	78.381	1	0
1245	45	108.57	0	0
1246	841	40.9536	1	0
1247	4	138.484	0	0
1248	888	61.3812	1	0
1249	546	39.3126	2	0
1250	101	68.6676	1	0
1251	10	71.7423	0	0
1252	156	35.5443	0	0
1253	661	15.9659	0	0
1254	346	34.3331	0	0
1255	24	145.781	0	0
1256	18	172.647	0	0
1257	69	38.5453	1	0
1258	167	28.6541	0	0
1259	1018	62.8537	3	0
1260	120	45.1346	0	0
1261	13	68.5423	0	0
1262	43	127.81	0	0
1263	11	127.195	0	0
1264	380	25.3362	0	0
1265	5422	35.0435	10	0
1266	234	15.7586	0	0
1267	9	77.8318	0	0
1268	31	25.0329	0	0
1269	29	147.804	1	0
1270	278	50.8106	0	0
1271	282	13.3766	0	0
1272	143	82.7439	2	0
1273	300	23.0743	0	0
1274	36	80.3237	0	0
1275	249	67.0068	0	0
1276	53	43.0928	0	0
1277	94	4.54688	0	0
1278	765	43.005	1	0
1279	360	68.7981	1	0
1280	663	14.6263	0	0
1281	59	20.6582	0	0
1282	62	76.9998	0	0
1283	24	77.4175	0	0
1284	10	70.099	0	0
1285	458	26.3639	1	0
1286	371	31.9792	0	0
1287	81	88.6296	0	0
1288	28	24.9883	0	0
1289	135	87.2618	0	0
1290	46	119.153	0	0
1291	492	97.6278	1	0
1292	103	23.8303	1	0
1293	3513	19.161	9	0
1294	419	67.1025	0	0
1295	462	14.8411	0	0
1296	22	157.19	0	0
1297	29	48.2225	0	0
1298	11	113.968	0	0
1299	40	75.1812	2	0
1300	246	81.9483	0	0
1301	58	50.9964	0	0
1302	225	78.0448	0	0
1303	97	53.888	1	0
1304	423	73.1438	1	0
1305	974	11.6254	1	0
1306	45	92.5029	0	0
1307	65	109.034	0	0
1308	164	75.483	2	0
1309	425	65.9779	0	0
1310	2426	55.4647	1	0
1311	142	23.8044	0	0
1312	17	252.395	0	0
1313	43	27.514	0	0
1314	360	33.5606	1	0
1315	67	63.8468	0	0
1316	6	121.895	0	0
1317	177	55.691	3	0
1318	422	35.9149	1	0
1319	56	59.8922	0	0
1320	71	90.7958	0	0
1321	99	31.8701	0	0
1322	25	226.689	0	0
1323	98	58.647	0	0
1324	787	120.038	6	0
1325	24	166.533	0	0
1326	219	25.2831	0	0
1327	30	119.433	0	0
1328	65	170.644	0	0
1329	19	34.1856	0	0
1330	47	47.3155	0	0
1331	39	52.7588	0	0
1332	26	81.4096	0	0
1333	1001	38.6312	0	0
1334	396	71.9317	1	0
1335	35	78.9111	0	0
1336	406	88.4906	3	0
1337	300	112.126	1	0
1338	488	30.6586	0	0
1339	144	53.0109	1	0
1340	63	31.4772	0	0
1341	20	194.313	0	0
1342	33	79.0422	0	0
1343	8679	9.44402	6	0
1344	12	292.119	0	0
1345	873	42.9376	2	0
1346	198	30.4292	0	0
1347	473	54.1729	1	0
1348	13	23.7384	0	0
1349	24	34.8058	0	0
1350	38	100.607	0	0
1351	13	49.1459	0	0
1352	93	76.9951	0	0
1353	7	144.897	0	0
1354	413	67.8333	3	0
1355	492	18.229	1	0
1356	9	136.665	0	0
1357	179	32.9649	0	0
1358	44	75.3512	0	0
1359	30	23.5273	0	0
1360	225	129.261	2	0
1361	84	85.7477	0	0
1362	1	61.0458	0	0
1363	61	64.7252	0	0
1364	68	339.295	0	0
1365	221	52.0532	0	0
1366	70	116.266	0	0
1367	33	98.9837	0	0
1368	108	24.4746	0	0
1369	145	55.3319	0	0
1370	36	122.385	0	0
1371	57	42.1907	1	0
1372	115	209.796	2	0
1373	4288	48.8216	9	0
1374	95	223.1	0	0
1375	17	129.63	0	0
1376	119	89.6322	0	0
1377	43	138.63	0	0
1378	28	39.8407	0	0
1379	91	118.713	1	0
1380	22	353.722	1	0
1381	7	121.4	0	0
1382	43	40.2101	0	0
1383	56	43.7131	0	0
1384	73	179.391	0	0
1385	3031	33.6473	5	0
1386	1849	51.9856	3	0
1387	155	14.3763	0	0
1388	117	41.3391	0	0
1389	145	34.8561	0	0
1390	5	134.53	0	0
1391	46	68.7899	0	0
1392	15	102.161	0	0
1393	429	111.509	2	0
1394	576	30.4588	4	0
1395	101	333.916	2	0
1396	66	179.97	0	0
1397	562	35.3688	1	0
1398	91	112.904	0	0
1399	421	7.26236	0	0
1400	92	75.6334	0	0
1401	106	23.9914	0	0
1402	129	12.536	0	0
1403	807	59.5712	1	0
1404	21	91.9201	0	0
1405	543	67.5367	1	0
1406	25	125.731	0	0
1407	16	136.134	0	0
1408	24	166.462	0	0
1409	497	72.6583	0	0
1410	33	82.8063	0	0
1411	109	47.1166	0	0
1412	36	58.3004	0	0
1413	25	49.6692	0	0
1414	1305	13.6806	1	0
1415	137	51.6814	0	0
1416	34	159.672	1	0
1417	32	192.535	0	0
1418	803	61.4235	2	0
1419	1497	29.3091	3	0
1420	9966	30.8498	20	0
1421	120	105.079	0	0
1422	71	112.779	0	0
1423	161	43.9626	1	0
1424	3113	20.9546	3	0
1425	44	37.0237	0	0
1426	30	120.415	0	0
1427	143	63.2512	0	0
1428	44	99.7875	0	0
1429	12	107.214	0	0
1430	275	30.5788	0	0
1431	55	127.113	0	0
1432	152	27.6079	0	0
1433	443	41.9325	1	0
1434	101	76.8012	0	0
1435	193	68.5328	0	0
1436	14	55.9502	0	0
1437	34	38.7287	1	0
1438	338	90.2992	1	0
1439	468	68.9059	1	0
1440	186	22.8111	2	0
1441	13	123.449	0	0
1442	38	70.9976	0	0
1443	34	99.6237	0	0
1444	18	37.5367	0	0
1445	95	74.4167	1	0
1446	24	84.2707	0	0
1447	3	142.145	0	0
1448	321	61.9162	3	0
1449	116	54.9822	0	0
1450	68	54.1907	0	0
1451	91	91.2545	1	0
1452	20	122.782	0	0
1453	95	122.081	0	0
1454	20	187.593	0	0
1455	26803	4.3729	9	0
1456	210	22.6064	1	0
1457	113	63.1367	0	0
1458	168	22.5181	0	0
1459	218	94.0065	1	0
1460	15	123.727	0	0
1461	51	81.1882	0	0
1462	46	152.138	0	0
1463	58	44.6448	0	0
1464	82	33.8594	1	0
1465	49	40.6234	0	0
1466	994	59.6062	1	0
1467	16	50.115	0	0
1468	29	67.9206	0	0
1469	248	45.5924	0	0
1470	46	107.312	0	0
1471	251	22.9134	0	0
1472	511	40.8181	0	0
1473	247	80.4865	2	0
1474	181	45.4719	0	0
1475	1434	46.9976	5	0
1476	146	53.6579	1	0
1477	508	49.0567	2	0
1478	124	32.6642	0	0
1479	13	100.601	0	0
1480	55	65.2174	0	0
1481	68	48.623	0	0
1482	33	168.092	0	0
1483	14160	64.9417	11	0
1484	1931	82.5255	12	0
1485	17	32.3315	0	0
1486	600	34.505	2	0
1487	621	63.2433	1	0
1488	42	171.062	0	0
1489	68	132.273	0	0
1490	60	163.425	0	0
1491	60	82.6701	0	0
1492	83	30.475	0	0
1493	164	48.3787	0	0
1494	266	34.073	0	0
1495	22	126.467	1	0
1496	155	99.2575	1	0
1497	54	123.036	0	0
1498	71	71.3426	1	0
1499	937	82.9908	8	0
1500	144	128.271	3	0
1501	480	69.8483	0	0
1502	358	14.8128	0	0
1503	18772	6.65054	3	0
1504	353	16.6875	0	0
1505	90	84.7009	0	0
1506	33	147.554	0	0
1507	1279	26.7011	4	0
1508	115	79.1211	0	0
1509	198	46.841	0	0
1510	549	46.4204	0	0
1511	107	25.7526	0	0
1512	371	43.6623	1	0
1513	128	56.517	1	0
1514	19	94.9946	0	0
1515	112	33.9286	0	0
1516	500	54.297	1	0
1517	157	131.18	0	0
1518	53	45.519	1	0
1519	805	16.1979	0	0
1520	668	46.0225	5	0
1521	109	95.9831	0	0
1522	40	51.2656	1	0
1523	285	21.0541	0	0
1524	26	73.8805	0	0
1525	50	97.2242	0	0
1526	62	40.617	0	0
1527	7	75.7513	0	0
1528	27	92.9056	0	0
1529	117	70.1507	1	0
1530	52	113.211	0	0
1531	70	57.1868	0	0
1532	367	26.6232	1	0
1533	335	20.4396	2	0
1534	46	115.403	0	0
1535	22	134.019	0	0
1536	32	64.818	0	0
1537	159	78.9031	0	0
1538	234	65.117	2	0
1539	40	37.8832	0	0
1540	127	20.5649	0	0
1541	42	53.4466	0	0
1542	83	61.7316	1	0
1543	66	118.287	0	0
1544	129	80.2059	0	0
1545	26	42.3594	0	0
1546	44	118.327	0	0
1547	227	18.8904	0	0
1548	26	71.6499	0	0
1549	72	53.7103	0	0
1550	119	207.234	0	0
1551	18	159.805	1	0
1552	21	173.316	0	0
1553	62	91.4786	0	0
1554	220	62.6182	0	0
1555	91	41.1905	0	0
1556	295	84.6798	3	0
1557	201	57.1655	0	0
1558	31	33.2437	0	0
1559	30408	10.744	10	0
1560	20	78.8989	0	0
1561	2076	37.8038	2	0
1562	1135	20.757	9	0
1563	41	102.938	0	0
1564	127	22.7485	0	0
1565	103	97.2128	0	0
1566	90	77.5022	0	0
1567	182	76.4121	0	0
1568	6	113.639	0	0
1569	10	130.629	0	0
1570	103	54.1191	0	0
1571	108	91.2808	0	0
1572	20	44.4016	0	0
1573	17	82.5465	0	0
1574	262	106.779	4	0
1575	20110	16.7313	13	0
1576	11	114.483	0	0
1577	109	85.2287	1	0
1578	38	68.774	0	0
1579	81	24.7299	0	0
1580	21	48.512	0	0
1581	130	67.1124	0	0
1582	74	77.1282	0	0
1583	3	229.257	0	0
1584	40	198.69	1	0
1585	12	78.7841	0	0
1586	24	52.5679	0	0
1587	624	116.312	3	0
1588	24	126.302	0	0
1589	16	192.702	0	0
1590	72	139.561	0	0
1591	24	109.996	0	0
1592	60	68.5666	0	0
1593	6	111.642	0	0
1594	34	102.928	0	0
1595	1022	44.9607	1	0
1596	24	209.568	0	0
1597	48	176.543	0	0
1598	117	55.2555	1	0
1599	8	42.2244	0	0
1600	28	62.0459	0	0
1601	17	157.797	0	0
1602	211	42.8836	2	0
1603	33	56.3868	0	0
1604	31	100.051	0	0
1605	267	55.2292	0	0
1606	12	50.9865	0	0
1607	26	136.419	0	0
1608	48	74.5375	0	0
1609	45	41.8813	0	0
1610	133	131.266	0	0
1611	101	71.3802	0	0
1612	28	79.7005	0	0
1613	179	80.0898	0	0
1614	243	218.761	2	0
1615	55	47.0558	0	0
1616	21	56.3247	0	0
1617	2	83.8235	0	0
1618	37	133.98	0	0
1619	10	101.646	0	0
1620	23	139.187	0	0
1621	180	79.4588	0	0
1622	28	82.5523	1	0
1623	65	58.747	0	0
1624	121	89.2485	0	0
1625	510	20.5944	2	0
1626	85	80.2553	0	0
1627	1065	16.2452	0	0
1628	15	70.6802	0	0
1629	75	11.2683	0	0
1630	514	387.335	5	0
1631	111	74.6335	0	0
1632	53	245.375	0	0
1633	84	48.0455	0	0
1634	842	32.6551	2	0
1635	86	151.136	0	0
1636	703	66.8496	5	0
1637	87	109.318	1	0
1638	678	195.258	2	0
1639	273	135.234	1	0
1640	17	74.5333	0	0
1641	49	66.5478	0	0
1642	171	34.0596	0	0
1643	92	61.0041	0	0
1644	59	58.2834	0	0
1645	132	55.2264	1	0
1646	48	72.8588	0	0
1647	52	139.963	0	0
1648	40	85.7101	0	0
1649	249	23.591	2	0
1650	239	44.1344	0	0
1651	46	29.8823	0	0
1652	55	68.3421	0	0
1653	65	44.9123	0	0
1654	727	39.4233	1	0
1655	337	10.762	0	0
1656	170	23.0068	0	0
1657	84	135.578	0	0
1658	237	86.0977	0	0
1659	3	129.044	0	0
1660	239	27.1699	0	0
1661	262	41.7708	0	0
1662	29	132.773	0	0
1663	597	106.642	0	0
1664	19	112.843	0	0
1665	107	47.7479	1	0
1666	84	133.28	0	0
1667	32	44.5104	0	0
1668	10	162.01	0	0
1669	593	25.6432	0	0
1670	19	67.1685	0	0
1671	483	83.4524	0	0
1672	2483	62.8621	7	0
1673	68	64.4881	0	0
1674	8	34.9605	0	0
1675	40	58.5253	0	0
1676	40	40.0088	0	0
1677	1	208.118	0	0
1678	64	95.4303	0	0
1679	6183	36.074	8	0
1680	56	53.6858	1	0
1681	45	50.5441	0	0
1682	55	31.5595	0	0
1683	25	95.7804	0	0
1684	491	35.9241	1	0
1685	51	89.954	0	0
1686	42	127.995	0	0
1687	50	76.2986	1	0
1688	152	60.1514	1	0
1689	16	42.7527	0	0
1690	121	51.1792	0	0
1691	721	8.95342	0	0
1692	146	107.931	0	0
1693	25	65.1911	0	0
1694	72	56.9677	0	0
1695	81	101.376	0	0
1696	112	236.606	1	0
1697	20	58.781	0	0
1698	22	32.75	0	0
1699	119	43.1514	0	0
1700	214	54.422	0	0
1701	583	14.2718	0	0
1702	81	49.1364	0	0
1703	7	103.448	0	0
1704	97	40.3401	0	0
1705	249	42.2105	2	0
1706	22633	8.42539	10	0
1707	38	60.2574	0	0
1708	108	31.1658	0	0
1709	66	24.4976	0	0
1710	10	62.9668	0	0
1711	8	247.059	0	0
1712	45	41.746	0	0
1713	16405	9.27865	15	0
1714	246	19.0915	0	0
1715	45	40.3793	0	0
1716	5120	10.3698	6	0
1717	163	33.5656	0	0
1718	34	60.2728	0	0
1719	93	88.3422	0	0
1720	23	48.1885	0	0
1721	16	48.3788	0	0
1722	127	54.054	0	0
1723	44	62.2704	0	0
1724	46	167.781	0	0
1725	218	57.9839	0	0
1726	75	23.4916	0	0
1727	22	56.0098	0	0
1728	222	85.039	2	0
1729	373	75.3948	1	0
1730	56	146.527	0	0
1731	44	33.5261	0	0
1732	54	52.9329	0	0
1733	1522	31.2231	2	0
1734	615	165.458	3	0
1735	14	67.5866	0	0
1736	191	19.5059	0	0
1737	42	89.5849	0	0
1738	50	105.554	0	0
1739	6	187.035	0	0
1740	15	147.01	0	0
1741	55	58.6744	0	0
1742	31	24.6275	0	0
1743	32	37.3218	0	0
1744	184	22.716	0	0
1745	27	99.4799	0	0
1746	320	35.7675	2	0
1747	67	63.7958	0	0
1748	72	59.1365	1	0
1749	180	31.683	0	0
1750	355	23.7717	0	0
1751	153	96.3749	1	0
1752	49	55.7929	0	0
1753	1626	39.0487	2	0
1754	16	75.2923	0	0
1755	31	139.386	0	0
1756	139	174.727	0	0
1757	26	81.876	0	0
1758	91	87.3979	0	0
1759	34	89.5501	0	0
1760	964	118.708	5	0
1761	113	37.2399	0	0
1762	31	55.7164	0	0
1763	50	179.625	0	0
1764	4	278.972	0	0
1765	36	128.719	0	0
1766	28	144.549	0	0
1767	44	65.358	0	0
1768	119	32.1771	0	0
1769	373	80.1207	5	0
1770	68	51.0279	1	0
1771	399	12.3723	0	0
1772	477	34.8643	1	0
1773	52	74.2774	0	0
1774	43	52.6693	0	0
1775	60	62.9036	0	0
1776	31	64.2089	0	0
1777	122	57.1496	0	0
1778	234	195.642	2	0
1779	43	75.8177	0	0
1780	136	96.5223	1	0
1781	53	42.7534	1	0
1782	45	77.673	0	0
1783	26	70.8412	0	0
1784	257	72.321	1	0
1785	1673	65.8203	3	0
1786	65	160.706	0	0
1787	24	33.2238	0	0
1788	21	52.4072	0	0
1789	153	106.822	1	0
1790	59	34.9694	0	0
1791	97	123.275	1	0
1792	243	43.2256	1	0
1793	69	35.8986	0	0
1794	18	195.535	0	0
1795	539	37.3175	1	0
1796	262	40.8346	1	0
1797	17	150.822	0	0
1798	62	76.0523	0	0
1799	52	61.0733	1	0
1800	18	119.135	0	0
1801	150	90.9514	1	0
1802	30	34.7355	0	0
1803	152	54.1842	0	0
1804	50	67.6941	0	0
1805	23	129.926	1	0
1806	77	44.2623	0	0
1807	30	39.148	0	0
1808	2101	54.542	3	0
1809	54	70.0502	0	0
1810	305	126.634	1	0
1811	181	40.691	0	0
1812	1529	34.2502	2	0
1813	146	53.4061	0	0
1814	53	18.1737	0	0
1815	630	122.612	2	0
1816	52	54.4202	0	0
1817	87	52.1975	0	0
1818	36	92.9294	0	0
1819	860	33.4929	2	0
1820	6	65.4288	0	0
1821	19	70.417	0	0
1822	566	15.3101	6	0
1823	24	177.649	0	0
1824	28	87.1794	0	0
1825	198	39.044	0	0
1826	168	52.6108	0	0
1827	61	34.1265	1	0
1828	1339	50.7333	7	0
1829	68	89.6875	1	0
1830	131	101.087	0	0
1831	112	69.8597	0	0
1832	2953	33.3784	6	0
1833	806	13.2962	2	0
1834	473	6.88885	1	0
1835	43	312.849	0	0
1836	1177	47.0107	4	0
1837	132	110.697	1	0
1838	189	55.6927	0	0
1839	16	164.636	0	0
1840	479	70.2569	0	0
1841	338	85.1587	1	0
1842	102	60.4526	0	0
1843	36	100.286	0	0
1844	145	42.7858	0	0
1845	111	136.088	0	0
1846	13	89.9884	0	0
1847	66	138.064	0	0
1848	27	124.122	0	0
1849	140	114.885	0	0
1850	5	37.1292	0	0
1851	83	71.7763	0	0
1852	80	32.2431	0	0
1853	569	119.963	4	0
1854	45	43.6697	0	0
1855	100	15.7741	0	0
1856	413	37.3824	2	0
1857	148	45.1014	1	0
1858	4250	9.2444	1	0
1859	87	70.8408	1	0
1860	285	67.0018	0	0
1861	23	73.2111	0	0
1862	8898	21.1608	12	0
1863	446	14.7642	0	0
1864	16	107.714	0	0
1865	16	340.621	0	0
1866	215	147.178	0	0
1867	256	37.64	0	0
1868	10	115.912	0	0
1869	39	54.7922	0	0
1870	15	79.0511	0	0
1871	53	88.0569	0	0
1872	200	70.2519	1	0
1873	102	28.0987	0	0
1874	275	45.1847	0	0
1875	71	34.7326	0	0
1876	99	187.286	0	0
1877	2236	48.3393	4	0
1878	342	34.9801	0	0
1879	37	122.799	0	0
1880	17	150.898	0	0
1881	20	52.517	0	0
1882	2742	92.3413	10	0
1883	39	95.3522	0	0
1884	26	21.7495	0	0
1885	247	58.6991	0	0
1886	198	102.852	2	0
1887	48	88.12	0	0
1888	36	43.1909	0	0
1889	61	42.5137	0	0
1890	49	124.577	0	0
1891	141	34.9001	0	0
1892	38	69.1673	0	0
1893	375	39.503	1	0
1894	29	75.6615	0	0
1895	24	62.7831	0	0
1896	39	63.7119	0	0
1897	40	169.896	0	0
1898	297	83.1504	1	0
1899	115	126.937	0	0
1900	97	42.7899	0	0
1901	91	65.1119	1	0
1902	762	86.182	0	0
1903	80	102.401	1	0
1904	374	34.3273	0	0
1905	101	37.0567	0	0
1906	53	213.745	0	0
1907	188	34.5574	0	0
1908	95	289.281	1	0
1909	54	154.82	0	0
1910	321	28.8797	2	0
1911	47	86.2404	1	0
1912	237	55.8047	1	0
1913	46	99.1312	0	0
1914	2682	36.8829	9	0
1915	44	43.2295	0	0
1916	90	206.199	2	0
1917	3132	28.4252	1	0
1918	56	53.3512	0	0
1919	313	38.9782	1	0
1920	2252	38.2924	2	0
1921	43	49.6725	0	0
1922	5	89.6029	0	0
1923	70	76.8345	1	0
1924	191	56.8827	0	0
1925	96	63.4738	0	0
1926	12	33.9755	0	0
1927	49	141.005	1	0
1928	14	104.191	0	0
1929	76	53.4202	0	0
1930	8	89.2302	0	0
1931	429	40.3461	0	0
1932	246	47.3876	0	0
1933	9	60.9295	0	0
1934	26035	8.54605	14	0
1935	90	84.9842	1	0
1936	87	21.5587	0	0
1937	65	105.502	0	0
1938	86	89.2455	0	0
1939	157	72.5185	1	0
1940	17	177.456	0	0
1941	21	71.5531	0	0
1942	7	50.9243	0	0
1943	41	104.076	0	0
1944	17	129.487	0	0
1945	52	110.182	0	0
1946	151	304.762	0	0
1947	60	45.4969	0	0
1948	19	108.145	0	0
1949	2539	30.5758	8	0
1950	10	248.61	0	0
1951	6	90.1281	0	0
1952	31	104.736	0	0
1953	92	88.5852	0	0
1954	58	86.4903	0	0
1955	17	35.9822	0	0
1956	64	100.844	0	0
1957	126	68.8438	0	0
1958	435	12.3484	1	0
1959	23	64.5171	0	0
1960	62	70.7735	0	0
1961	11	76.4962	0	0
1962	115	71.8382	0	0
1963	1153	11.3338	0	0
1964	36	92.9168	0	0
1965	1455	47.3559	1	0
1966	709	31.3384	2	0
1967	121	86.7259	0	0
1968	18178	9.37479	4	0
1969	23	77.6321	0	0
1970	124	41.4577	0	0
1971	625	34.0789	2	0
1972	35	96.8232	1	0
1973	186	64.8325	0	0
1974	24	63.5225	0	0
1975	349	60.8121	3	0
1976	1883	56.6168	7	0
1977	1316	71.9612	2	0
1978	17705	6.28518	6	0
1979	71	293.966	0	0
1980	119	75.5517	0	0
1981	675	48.5747	1	0
1982	488	28.7998	1	0
1983	445	134.459	4	0
1984	81	121.342	0	0
1985	202	44.0479	0	0
1986	52	83.7876	1	0
1987	57	113.493	0	0
1988	86	103.215	0	0
1989	116	57.8276	0	0
1990	11	99.9813	0	0
1991	68	75.9905	0	0
1992	174	79.8406	1	0
1993	72	37.2832	0	0
1994	128	82.8398	0	0
1995	3941	10.5802	1	0
1996	97	71.1949	0	0
1997	50	42.56	0	0
1998	250	94.3096	0	0
1999	32	89.0691	0	0
2000	96	44.3529	0	0
2001	187	111.117	2	0
2002	8	92.3004	0	0
2003	182	22.5645	0	0
2004	68	99.8342	0	0
2005	403	18.9016	0	0
2006	321	51.0769	1	0
2007	186	33.3798	0	0
2008	82	47.1051	0	0
2009	262	21.0157	0	0
2010	170	31.126	0	0
2011	19	53.5992	0	0
2012	61	56.7787	1	0
2013	221	50.7952	0	0
2014	3227	50.1499	8	0
2015	204	68.9793	1	0
2016	37	48.4048	1	0
2017	935	39.3547	0	0
2018	138	57.3052	0	0
2019	122	80.635	0	0
2020	32	37.1919	0	0
2021	53	115.804	0	0
2022	2926	5.65264	1	0
2023	53	166.581	0	0
2024	170	104.537	0	0
2025	18	63.3958	0	0
2026	57	51.9597	0	0
2027	40	160.516	0	0
2028	25	98.0066	1	0
2029	21	187.119	0	0
2030	5	226.871	0	0
2031	242	32.8366	0	0
2032	40	147.98	0	0
2033	111	61.8012	0	0
2034	99	110.542	1	0
2035	31	59.0888	0	0
2036	29	85.177	0	0
2037	417	14.9851	0	0
2038	196	42.772	0	0
2039	1170	22.6181	2	0
2040	73	42.3317	0	0
2041	12	106.214	0	0
2042	677	59.2159	2	0
2043	107	59.7278	0	0
2044	146	138.513	0	0
2045	20	613.598	0	0
2046	56	58.0709	0	0
2047	20	185.94	1	0
2048	23	139.879	1	0
2049	238	45.1299	1	0
2050	57	42.5156	0	0
2051	6	49.9476	0	0
2052	346	59.0403	0	0
2053	213	89.1136	1	0
2054	35	102.059	0	0
2055	113	33.8276	0	0
2056	81	71.4005	0	0
2057	84	53.4268	0	0
2058	104	66.5872	0	0
2059	33	91.7291	0	0
2060	50	68.3795	0	0
2061	51	28.1887	0	0
2062	103	93.0991	0	0
2063	49	69.4124	0	0
2064	49	167.209	1	0
2065	38	164.801	0	0
2066	292	32.4415	0	0
2067	60	44.06	0	0
2068	209	64.0384	0	0
2069	132	39.9646	3	0
2070	980	25.2554	1	0
2071	17	65.388	0	0
2072	25	152.087	0	0
2073	266	69.2931	0	0
2074	189	24.1916	1	0
2075	216	42.5004	0	0
2076	16	41.324	0	0
2077	134	87.2071	0	0
2078	338	29.2851	3	0
2079	101	78.4207	0	0
2080	168	16.6244	0	0
2081	78	36.3407	1	0
2082	127	48.6536	0	0
2083	1086	50.654	1	0
2084	888	8.37866	0	0
2085	58	47.8441	0	0
2086	335	71.5204	0	0
2087	163	38.8918	1	0
2088	186	27.165	1	0
2089	25	129.148	0	0
2090	11	96.0509	0	0
2091	41	85.6264	0	0
2092	305	29.24	0	0
